student_id,cours_id,exam,td,tp,cours_avg,scholar_year
14010696449,ALG3,0,0,0,0.0,2010
14010696449,ANN1,0,0,0,0.0,2010
14010696449,LANE,0,0,0,0.0,2010
14010696449,HISM,0,0,0,0.0,2010
14010696449,ALG4,0,0,0,0.0,2010
14010696449,ANL4,0,0,0,0.0,2010
14010696449,ANLC,0,0,0,0.0,2010
14010696449,GEOM,0,0,0,0.0,2010
14010696449,ANN2,0,0,0,0.0,2010
14010696449,APMD,0,0,0,0.0,2010
14010696498,P_Log,17.5,15,0,16.65,2010
14010696498,RES,13,8.5,0,11.47,2010
14010696498,SYS E,10.5,8,13,10.5,2010
14010696498,Th_Gr,13.5,9,0,11.97,2010
14010696498,BDD-A,0,0,0,0.0,2010
14010696498,PFE,18,0,0,18.0,2010
14010696498,PROGP,5,0,0,5.0,2010
14010696498,REC-F,11,0,0,11.0,2010
14010696498,SYS-D,0,0,0,0.0,2010
14010696505,Comp,6.5,5,11,10.5,2010
14010696505,crypt,0,0,0,0.0,2010
14010696505,DIG,0,0,0,0.0,2010
14010696505,I G C,8,0,0,8.0,2010
14010696505,P_Log,10.5,17,0,12.71,2010
14010696505,RES,3,8,0,6.68,2010
14010696505,SYS E,3.25,7.5,10,7.88,2010
14010696505,Th_Gr,12.5,6,0,10.29,2010
14010696505,BDD-A,0,0,0,0.0,2010
14010696505,PFE,16,0,0,16.0,2010
14010696505,PROGP,10,0,0,10.0,2010
14010696505,REC-F,2,0,0,2.0,2010
14010696505,SYS-D,0,0,0,0.0,2010
14010796545,Comp,8,11,15,10.5,2010
14010796545,crypt,0,0,0,0.0,2010
14010796545,DIG,10,0,0,10.0,2010
14010796545,I G C,0,0,0,0.0,2010
14010796545,P_Log,12,17,0,13.7,2010
14010796545,RES,6,7,0,6.34,2010
14010696450,ALG1,0,0,0,0.0,2010
14010696450,Analy,0,0,0,0.0,2010
14010696450,Mecaq,0,0,0,0.0,2010
14010696450,Elect,0,0,0,0.0,2010
14010696450,ARCH,0,0,0,0.0,2010
14010696450,AN,0,0,0,0.0,2010
14010696450,P-S,0,0,0,0.0,2010
14010696450,L-M,0,0,0,0.0,2010
14010696450,ANG,0,0,0,0.0,2010
14010696450,ITM,0,0,0,0.0,2010
14010696450,Algo2,0,0,0,0.0,2010
14010696450,B-D,0,0,0,0.0,2010
14010696450,T-L,0,0,0,0.0,2010
14010696450,G-L,0,0,0,0.0,2010
14010696456,ARCH,0,0,0,0.0,2010
14010696456,ALGO,0,0,0,0.0,2010
14010696456,P-S,0,0,0,0.0,2010
14010696456,L-M,0,0,0,0.0,2010
14010696456,Algo2,0,0,0,0.0,2010
14010696456,B-D,0,0,0,0.0,2010
14010696456,T-L,0,0,0,0.0,2010
14010696456,P-L,0,0,0,0.0,2010
14010696459,Th_Gr,0,0,0,0.0,2010
14010696459,SYS E,0,0,0,0.0,2010
14010696459,crypt,0,0,0,0.0,2010
14010696459,DIG,0,0,0,0.0,2010
14010696459,I G C,0,0,0,0.0,2010
14010796545,SYS E,4.25,8,14.5,7.75,2010
14010796545,Th_Gr,12,10,0,11.32,2010
14010796545,BDD-A,0,0,0,0.0,2010
14010796545,PFE,18,0,0,18.0,2010
14010796545,PROGP,10,0,0,10.0,2010
14010796545,REC-F,1,0,0,1.0,2010
14010796545,SYS-D,0,0,0,0.0,2010
14010796567,Comp,7.5,10.5,12,9.38,2010
14010796567,crypt,0,0,0,0.0,2010
14010796567,DIG,14,0,0,14.0,2010
14010796567,I G C,0,0,0,0.0,2010
14010796567,P_Log,6,18,0,10.08,2010
14010796567,RES,11.5,9,0,10.65,2010
14010696459,Comp,0,0,0,0.0,2010
14010696459,RES,0,0,0,0.0,2010
14010696459,P_Log,0,0,0,0.0,2010
14010696459,PROGP,0,0,0,0.0,2010
14010696459,SYS-D,0,0,0,0.0,2010
14010696459,BDD-A,0,0,0,0.0,2010
14010696459,REC-F,0,0,0,0.0,2010
14010696459,PFE,0,0,0,0.0,2010
14010796567,SYS E,5.75,8.75,14,8.57,2010
14010796567,Th_Gr,12,8,0,10.64,2010
14010796567,BDD-A,0,0,0,0.0,2010
14010796567,PFE,16.5,0,0,16.5,2010
14010796567,PROGP,0,0,0,0.0,2010
14010796567,REC-F,10,0,0,10.0,2010
14010796567,SYS-D,3,10,0,5.38,2010
14010796569,Comp,6.5,11,13,9.25,2010
14010796569,crypt,0,0,0,0.0,2010
14010796569,DIG,14.5,0,0,14.5,2010
14010796569,I G C,0,0,0,0.0,2010
14010796569,P_Log,12,16,0,13.36,2010
14010796569,RES,5,11,0,7.04,2010
14010796569,SYS E,4.5,10,12,7.75,2010
14010796569,Th_Gr,11,13,0,11.68,2010
14010796569,BDD-A,0,0,0,0.0,2010
14010796569,PFE,15.5,0,0,15.5,2010
14010796569,PROGP,11,0,0,11.0,2010
14010796569,REC-F,5,0,0,5.0,2010
14010796569,SYS-D,0,0,0,0.0,2010
14010796575,Comp,10.5,11,13,11.25,2010
14010796575,crypt,0,0,0,0.0,2010
14010796575,DIG,16,0,0,16.0,2010
14010796575,I G C,0,0,0,0.0,2010
14010796575,P_Log,11.5,15,0,12.69,2010
14010796575,RES,7,15,0,9.72,2010
14010796575,SYS E,9,9.25,12,9.82,2010
14010796575,Th_Gr,15.5,13,0,14.65,2010
14010796575,BDD-A,0,0,0,0.0,2010
14010796575,PFE,16,0,0,16.0,2010
14010796575,PROGP,11,0,0,11.0,2010
14010796575,REC-F,3,0,0,3.0,2010
14010796575,SYS-D,0,0,0,0.0,2010
14010696474,ARCH,0,0,0,3.3,2010
14010696474,ALGO,0,0,0,1.5,2010
14010696474,P-S,10,10,0,10.0,2010
14010696474,L-M,0,0,0,1.32,2010
14010696474,Algo2,6,3,3.33,4.59,2010
14010696474,Alg?2,0,10,0,4.06,2010
14010796586,Comp,7.5,12,13,10.0,2010
14010796586,crypt,0,0,0,0.0,2010
14010796586,DIG,19,0,0,19.0,2010
14010796586,I G C,0,0,0,0.0,2010
14010796586,P_Log,14.5,16,0,15.01,2010
14010796586,RES,13,14.5,0,13.51,2010
14010796586,SYS E,9.5,9,14.5,10.63,2010
14010796586,Th_Gr,15,7,0,12.28,2010
14010796586,BDD-A,0,0,0,0.0,2010
14010796586,PFE,16.5,0,0,16.5,2010
14010796586,PROGP,0,0,0,0.0,2010
14010796586,REC-F,1,0,0,1.0,2010
14010796586,SYS-D,3.5,10,0,5.71,2010
14010796594,Comp,12,10.5,15,12.38,2010
14010796594,crypt,11.5,0,0,11.5,2010
14010796594,DIG,0,0,0,0.0,2010
14010796594,I G C,0,0,0,0.0,2010
14010796594,P_Log,14.5,15,0,14.67,2010
14010796594,RES,3,5,0,3.68,2010
14010796594,SYS E,2,8.25,12,6.07,2010
14010796594,Th_Gr,5,6.5,0,5.51,2010
14010796594,BDD-A,5,0,0,5.0,2010
14010796594,PFE,15.5,0,0,15.5,2010
14010796594,PROGP,8,0,0,8.0,2010
14010796594,REC-F,0,0,0,0.0,2010
14010796594,SYS-D,0,0,0,0.0,2010
14010796598,Comp,12.5,11,13,12.25,2010
14010796598,crypt,0,0,0,0.0,2010
14010796598,DIG,14.5,0,0,14.5,2010
14010796598,I G C,0,0,0,0.0,2010
14010796598,P_Log,12.5,16,0,13.69,2010
14010796598,RES,3,5,0,3.68,2010
14010796598,SYS E,8,9,12,9.25,2010
14010796598,Th_Gr,14,11.5,0,13.15,2010
14010696474,P-L,9,13,0,10.36,2010
14010696474,G-L,6,12,0,8.04,2010
14010696474,Info2,0,12.5,12,7.13,2010
14010696474,Agl,0,0,0,0.0,2010
14010796598,BDD-A,0,0,0,0.0,2010
14010796598,PFE,16,0,0,16.0,2010
14010796598,PROGP,11,0,0,11.0,2010
14010796598,REC-F,5,0,0,5.0,2010
14010796598,SYS-D,0,0,0,0.0,2010
14010796606,ALGO,0,0,0,0.0,2010
14010796606,AN,0,0,0,0.0,2010
14010796606,ANG,0,0,0,0.0,2010
14010796606,ARCH,0,0,0,0.0,2010
14010796606,ITM,0,0,0,0.0,2010
14010796606,L-M,0,0,0,0.0,2010
14010796606,P-S,0,0,0,0.0,2010
14010796606,SI,0,0,0,0.0,2010
14010796606,Algo2,0,0,0,0.0,2010
14010796606,ANG2,0,0,0,0.0,2010
14010796606,B-D,0,0,0,0.0,2010
14010796606,G-L,0,0,0,0.0,2010
14010796606,P-L,0,0,0,0.0,2010
14010796606,SD,0,0,0,0.0,2010
14010796606,T-L,0,0,0,0.0,2010
14010796643,Comp,10.5,10,11,10.5,2010
14010796643,crypt,0,0,0,0.0,2010
14010796643,DIG,0,0,0,0.0,2010
14010796643,I G C,12,0,0,12.0,2010
14010796643,P_Log,10.5,20,0,13.73,2010
14010796643,RES,5,7,0,5.68,2010
14010796643,SYS E,6.5,8.5,14,8.88,2010
14010796643,Th_Gr,13,8.5,0,11.47,2010
14010796643,BDD-A,0,0,0,0.0,2010
14010796643,PFE,14,0,0,14.0,2010
14010796643,PROGP,10,0,0,10.0,2010
14010796643,REC-F,7,0,0,7.0,2010
14010796643,SYS-D,0,0,0,0.0,2010
14010796644,Comp,10.5,11,13,11.25,2010
14010796644,crypt,0,0,0,0.0,2010
14010796644,DIG,0,0,0,0.0,2010
14010796644,I G C,10,0,0,10.0,2010
14010696481,SYS E,7,0,10,6.0,2010
14010696481,Comp,10,10,10,10.0,2010
14010696481,RES,13,11,0,12.32,2010
14010696481,PROGP,10,0,0,10.0,2010
14010696481,SYS-D,0,0,0,0.0,2010
14010696481,BDD-A,0,0,0,0.0,2010
14010696481,REC-F,11,0,0,11.0,2010
14010696484,ALG1,0,3.75,0,1.28,2010
14010696484,Analy,0,4,0,1.36,2010
14010696484,Mecaq,0,4,0,1.36,2010
14010696484,info,0,11,12,5.75,2010
14010696484,Algo2,0,0,0,0.0,2010
14010696484,B-D,0,0,0,0.0,2010
14010696484,T-L,0,0,0,0.0,2010
14010696484,G-L,0,0,0,0.0,2010
14010796644,P_Log,12.75,15,0,13.52,2010
14010796644,RES,6,9,0,7.02,2010
14010796644,SYS E,7,9,12.5,8.88,2010
14010796644,Th_Gr,13.5,7.5,0,11.46,2010
14010796644,BDD-A,0,0,0,0.0,2010
14010796644,PFE,17,0,0,17.0,2010
14010796644,PROGP,10,0,0,10.0,2010
14010796644,REC-F,12,0,0,12.0,2010
14010796644,SYS-D,0,0,0,0.0,2010
14010796647,Comp,3,0,13,4.75,2010
14010796647,crypt,0,0,0,0.0,2010
14010796647,DIG,0,0,0,0.0,2010
14010796647,I G C,0,0,0,0.0,2010
14010796647,P_Log,5,15,0,8.4,2010
14010796647,RES,4,5,0,4.34,2010
14010796647,SYS E,5,9.25,13.5,8.19,2010
14010796647,Th_Gr,8,8.5,0,8.17,2010
14010796647,BDD-A,0,0,0,0.0,2010
14010796647,PFE,0,0,0,0.0,2010
14010796647,PROGP,0,0,0,0.0,2010
14010796647,REC-F,0,0,0,0.0,2010
14010796647,SYS-D,0,0,0,0.0,2010
14010796651,Comp,10,10,10,10.0,2010
14010796651,crypt,0,0,0,0.0,2010
14010796651,DIG,0,0,0,0.0,2010
14010696492,ARCH,13,10,0,11.98,2010
14010696492,Mecaq,0,0,0,0.0,2010
14010696492,ALGO,6,5.25,7.5,6.19,2010
14010696492,Elect,0,2,0,0.68,2010
14010696492,SI,13.5,6,0,10.95,2010
14010696492,P-S,0,0,0,0.0,2010
14010696492,L-M,11.5,5,0,9.29,2010
14010696492,ANG,8,0,0,8.0,2010
14010696492,ITM,4,0,0,7.5,2010
14010696492,Algo2,6,6.67,5.33,6.0,2010
14010696492,B-D,7.5,11,15,10.25,2010
14010696492,SD,11,10,10,10.5,2010
14010696492,T-L,7,9,0,7.68,2010
14010696492,P-L,2,0,0,5.94,2010
14010696492,G-L,10,10,0,10.0,2010
14010696492,ANG2,15,0,0,15.0,2010
14010696492,TEC1,0,0,0,0.0,2010
14010696492,ALG1,0,9.5,0,5.87,2010
14010796651,I G C,11.5,0,0,11.5,2010
14010796651,P_Log,7.75,18,0,11.24,2010
14010796651,RES,9,7.5,0,8.49,2010
14010796651,SYS E,9,10.25,10,9.57,2010
14010796651,Th_Gr,12,8,0,10.64,2010
14010796651,BDD-A,0,0,0,0.0,2010
14010796651,PFE,15,0,0,15.0,2010
14010796651,PROGP,8,0,0,8.0,2010
14010796651,REC-F,7.5,0,0,7.5,2010
14010796651,SYS-D,0,0,0,0.0,2010
14010796671,Comp,9.5,6,10,8.75,2010
14010796671,crypt,0,0,0,0.0,2010
14010796671,DIG,0,0,0,0.0,2010
14010796671,I G C,7,0,0,7.0,2010
14010796671,P_Log,9.5,16,0,11.71,2010
14010796671,RES,3,5,0,5.66,2010
14010796671,SYS E,4.5,8,13,7.5,2010
14010796671,Th_Gr,13.5,10.5,0,12.48,2010
14010796671,BDD-A,0,0,0,0.0,2010
14010796671,PFE,15.75,0,0,15.75,2010
14010796671,PROGP,7,0,0,7.0,2010
14010796671,REC-F,0,0,0,7.0,2010
14011097310,ALG1,0,0,0,0.0,2010
14011097310,Analy,0,0,0,0.0,2010
14011097310,Chim,0,0,0,0.0,2010
14011097310,Elect,0,0,0,0.0,2010
14011097310,info,0,0,0,0.0,2010
14011097310,Mecaq,0,0,0,0.0,2010
14011097310,TEC1,0,0,0,0.0,2010
14011097310,TPBUR,0,0,0,0.0,2010
14011097310,Agl,0,0,0,0.0,2010
14011097310,Alg?2,0,0,0,0.0,2010
14011097310,Aly2,0,0,0,0.0,2010
14011097310,CF,0,0,0,0.0,2010
14011097310,His-s,0,0,0,0.0,2010
14011097310,Info2,0,0,0,0.0,2010
14011097310,StatD,0,0,0,0.0,2010
14011097310,STRM,0,0,0,0.0,2010
14011097310,Tecw,0,0,0,0.0,2010
14011097312,ALG1,5,8.5,0,6.19,2010
14011097312,Analy,11.5,12,0,11.67,2010
14011097312,Chim,9,13,0,10.36,2010
14011097312,Elect,5,12,0,7.38,2010
14011097312,info,3,7,10,6.25,2010
14011097312,Mecaq,7,11,0,10.34,2010
14011097312,TEC1,9,0,0,9.0,2010
14011097312,TPBUR,13,0,0,13.0,2010
14011097312,Agl,10,0,0,10.0,2010
14011097312,Alg?2,2,11,0,9.35,2010
14011097312,Aly2,12,13,0,12.34,2010
14011097312,CF,3.5,16,0,13.03,2010
14011097312,His-s,5,0,0,6.0,2010
14011097312,Info2,9,11,7.5,9.13,2010
14011097312,StatD,3.5,11.5,0,7.54,2010
14011097312,STRM,12.5,11,0,11.99,2010
14011097312,Tecw,11.5,0,0,11.5,2010
14011097315,ALG1,14,15,0,14.34,2010
14011097315,Analy,12.5,16,0,13.69,2010
14011097315,Chim,19,18,0,18.66,2010
14011097315,Elect,17.5,16,0,16.99,2010
14011097315,info,14.5,20,16,16.25,2010
14011097315,Mecaq,19,15,0,17.64,2010
14011097315,TEC1,10.5,0,0,10.5,2010
14011097315,TPBUR,16,0,0,16.0,2010
14011097315,Agl,10,0,0,10.0,2010
14010696518,Th_Gr,0,0,0,0.0,2010
14010696518,SYS E,0,0,0,0.0,2010
14010696518,crypt,0,0,0,0.0,2010
14010696518,DIG,0,0,0,0.0,2010
14010696518,I G C,0,0,0,0.0,2010
14010696518,Comp,0,0,0,0.0,2010
14010696518,RES,0,0,0,0.0,2010
14010796671,SYS-D,0,0,0,0.0,2010
14010896694,ALG3,0,0,0,0.0,2010
14010896694,ANL3,0,0,0,0.0,2010
14010896694,ANN1,0,0,0,0.0,2010
14010896694,HISM,0,0,0,0.0,2010
14010896694,LANE,0,0,0,0.0,2010
14010896694,LOGM,0,0,0,0.0,2010
14010896694,TEM,0,0,0,0.0,2010
14010896694,ALG4,0,0,0,0.0,2010
14010896694,ANL4,0,0,0,0.0,2010
14010896694,ANLC,0,0,0,0.0,2010
14010896694,ANN2,0,0,0,0.0,2010
14010896694,APMD,0,0,0,0.0,2010
14010896694,GEOM,0,0,0,0.0,2010
14010896694,PROB,0,0,0,0.0,2010
14010896695,Comp,4.5,9,0,4.5,2010
14010896695,crypt,0,0,0,0.0,2010
14010896695,DIG,0,0,0,0.0,2010
14010896695,I G C,9,0,0,9.0,2010
14010896695,P_Log,14,17,0,15.02,2010
14010896695,RES,7,8.5,0,7.51,2010
14010896695,SYS E,5.5,7.5,13,7.88,2010
14010896695,Th_Gr,13.5,9.5,0,12.14,2010
14010896695,BDD-A,0,0,0,0.0,2010
14010896695,PFE,16.37,0,0,16.37,2010
14010896695,PROGP,12,0,0,12.0,2010
14010896695,REC-F,6.5,0,0,6.5,2010
14010896695,SYS-D,0,0,0,0.0,2010
14010896700,Comp,7.5,7,15,9.25,2010
14010896700,crypt,16.5,0,0,16.5,2010
14010896700,DIG,0,0,0,0.0,2010
14010896700,I G C,0,0,0,0.0,2010
14010896700,P_Log,12.75,18,0,14.54,2010
14010896700,RES,8,4,0,6.64,2010
14010696518,P_Log,0,0,0,0.0,2010
14010696518,PROGP,0,0,0,0.0,2010
14010696518,SYS-D,0,0,0,0.0,2010
14010696518,BDD-A,0,0,0,0.0,2010
14010696518,REC-F,0,0,0,0.0,2010
14010696518,PFE,0,0,0,0.0,2010
14010896700,SYS E,8,8,13.5,9.38,2010
14010896700,Th_Gr,12.5,13,0,12.67,2010
14010896700,BDD-A,0,0,0,0.0,2010
14010896700,PFE,18,0,0,18.0,2010
14010896700,PROGP,5,0,0,5.0,2010
14010896700,REC-F,8,0,0,8.0,2010
14010896700,SYS-D,0,0,0,0.0,2010
14010896701,Comp,17,12,15,15.25,2010
14010896701,crypt,0,0,0,0.0,2010
14010896701,DIG,0,0,0,0.0,2010
14010896701,I G C,15.5,0,0,15.5,2010
14010896701,P_Log,15.25,20,0,16.87,2010
14010896701,RES,8.5,10.5,0,9.18,2010
14010896701,SYS E,13,16.25,15,14.32,2010
14010896701,Th_Gr,12,12.5,0,12.17,2010
14010896701,BDD-A,0,0,0,0.0,2010
14010896701,PFE,18,0,0,18.0,2010
14010896701,PROGP,0,0,0,0.0,2010
14010896701,REC-F,12.5,0,0,12.5,2010
14010896701,SYS-D,13,15.5,0,13.85,2010
14010896703,Comp,8,11,15,10.5,2010
14010896703,crypt,11.5,0,0,11.5,2010
14010896703,DIG,0,0,0,0.0,2010
14010896703,I G C,0,0,0,0.0,2010
14010896703,P_Log,14,15,0,14.34,2010
14010896703,RES,6,5,0,5.66,2010
14010896703,SYS E,7.5,7.5,12,8.63,2010
14010896703,Th_Gr,10,8,0,9.32,2010
14010896703,BDD-A,0,0,0,0.0,2010
14010896703,PFE,16.5,0,0,16.5,2010
14010896703,PROGP,10,0,0,10.0,2010
14010896703,REC-F,10,0,0,10.0,2010
14010896703,SYS-D,0,0,0,0.0,2010
14010896715,ALG3,0,0,0,0.0,2010
14010896715,ANL3,0,0,0,0.0,2010
14010696529,Analy,10,12,0,10.68,2010
14010696529,Mecaq,10,8,0,9.32,2010
14010696529,Elect,2,10,0,4.72,2010
14010696529,Algo2,6,3,4,4.75,2010
14010896715,ANN1,0,0,0,0.0,2010
14010896715,HISM,0,0,0,0.0,2010
14010896715,LANE,0,0,0,0.0,2010
14010896715,LOGM,0,0,0,0.0,2010
14010896715,TEM,0,0,0,0.0,2010
14010896715,ALG4,0,0,0,0.0,2010
14010896715,ANL4,0,0,0,0.0,2010
14010896715,ANLC,0,0,0,0.0,2010
14010896715,ANN2,0,0,0,0.0,2010
14010896715,APMD,0,0,0,0.0,2010
14010896715,GEOM,0,0,0,0.0,2010
14010896715,PROB,0,0,0,0.0,2010
14010896717,Comp,9,13,14,11.25,2010
14010896717,crypt,0,0,0,0.0,2010
14010896717,DIG,15.5,0,0,15.5,2010
14010896717,I G C,0,0,0,0.0,2010
14010896717,P_Log,13.25,16,0,14.19,2010
14010896717,RES,8,15,0,10.38,2010
14010896717,SYS E,4.5,9.75,11,7.44,2010
14010896717,Th_Gr,15,10,0,13.3,2010
14010896717,BDD-A,0,0,0,0.0,2010
14010896717,PFE,15,0,0,15.0,2010
14010896717,PROGP,10,0,0,10.0,2010
14010896717,REC-F,14,0,0,14.0,2010
14010896717,SYS-D,0,0,0,0.0,2010
14010896719,Comp,9.5,11,15,11.25,2010
14010896719,crypt,14,0,0,14.0,2010
14010896719,DIG,0,0,0,0.0,2010
14010896719,I G C,0,0,0,0.0,2010
14010896719,P_Log,13.25,18,0,14.87,2010
14010896719,RES,5,10,0,6.7,2010
14010896719,SYS E,4,10.25,13.5,7.94,2010
14010896719,Th_Gr,15,10,0,13.3,2010
14010896719,BDD-A,0,0,0,0.0,2010
14010896719,PFE,17,0,0,17.0,2010
14010896719,PROGP,0,0,0,0.0,2010
14010896719,REC-F,11,0,0,11.0,2010
14010696540,B-D,10,15,13.5,12.13,2010
14010696540,SD,12,11,14,12.25,2010
14010696540,T-L,9.25,10.5,0,9.68,2010
14010696540,P-L,11,13.5,0,11.85,2010
14010696540,G-L,14.5,12,0,13.65,2010
14010696540,ANG2,16,0,0,16.0,2010
14010896719,SYS-D,11.75,15.5,0,13.03,2010
14010896720,Comp,10.5,11,14,11.5,2010
14010896720,crypt,0,0,0,0.0,2010
14010896720,DIG,0,0,0,0.0,2010
14010896720,I G C,12.5,0,0,12.5,2010
14010896720,P_Log,13.5,16,0,14.35,2010
14010896720,RES,7,11.5,0,8.53,2010
14010896720,SYS E,6,9.5,12.5,8.5,2010
14010896720,Th_Gr,15,6,0,11.94,2010
14010896720,BDD-A,0,0,0,0.0,2010
14010896720,PFE,18,0,0,18.0,2010
14010896720,PROGP,10,0,0,10.0,2010
14010896720,REC-F,10,0,0,10.0,2010
14010896720,SYS-D,0,0,0,0.0,2010
14010896723,Comp,17,16,16,16.5,2010
14010896723,crypt,0,0,0,0.0,2010
14010896723,DIG,0,0,0,0.0,2010
14010896723,I G C,16,0,0,16.0,2010
14010896723,P_Log,12.75,20,0,15.22,2010
14010896723,RES,14.5,15.5,0,14.84,2010
14010896723,SYS E,17.5,15.5,15,16.38,2010
14010896723,Th_Gr,15,14.5,0,14.83,2010
14010896723,BDD-A,0,0,0,0.0,2010
14010896723,PFE,15.5,0,0,15.5,2010
14010896723,PROGP,0,0,0,0.0,2010
14010896723,REC-F,10,0,0,10.0,2010
14010896723,SYS-D,16.5,16,0,16.33,2010
14010896725,Comp,2,8,0,8.0,2010
14010896725,crypt,0,0,0,0.0,2010
14010896725,DIG,0,0,0,0.0,2010
14010896725,I G C,11,0,0,11.0,2010
14010896725,P_Log,13,16,0,14.02,2010
14010896725,RES,3,5,0,6.32,2010
14010896725,SYS E,2.5,7.5,12.5,8.0,2010
14010896725,Th_Gr,10.5,6,0,8.97,2010
14010796547,ARCH,9.5,10,0,9.67,2010
14010796547,ALGO,10,12.25,13,11.32,2010
14010796547,SI,12.5,12.25,0,12.42,2010
14010796547,AN,10.25,6.75,0,9.06,2010
14010796547,ALG1,2,9.5,0,5.87,2010
14010796547,info,7.5,14,11,10.0,2010
14010796547,Mecaq,11,8,0,11.3,2010
14010796547,Elect,12,10,0,11.32,2010
14010796547,Chim,1,12,0,10.02,2010
14010796547,P-S,4,10,0,6.04,2010
14010796547,L-M,8.5,10.5,0,9.18,2010
14010796551,ARCH,0,0,0,0.0,2010
14010796551,ALGO,0,0,0,0.0,2010
14010896725,BDD-A,0,0,0,0.0,2010
14010896725,PFE,15.00,0,0,15.0,2010
14010896725,PROGP,10,0,0,10.0,2010
14010896725,REC-F,1,0,0,1.0,2010
14010896725,SYS-D,0,0,0,0.0,2010
14010896727,Comp,12.5,10,11,11.5,2010
14010896727,crypt,0,0,0,0.0,2010
14010896727,DIG,0,0,0,0.0,2010
14010896727,I G C,13.5,0,0,13.5,2010
14010896727,P_Log,14,16,0,14.68,2010
14010896727,RES,12,14.5,0,12.85,2010
14010896727,SYS E,7.5,8.5,10,8.38,2010
14010896727,Th_Gr,15.5,14,0,14.99,2010
14010896727,BDD-A,0,0,0,0.0,2010
14010896727,PFE,16.5,0,0,16.5,2010
14010896727,PROGP,12,0,0,12.0,2010
