N°Ins,Année,AnnéeUniv,Réf_Cours,Cours,Coef,Moy_Module,Moy_Gle,Observation,Université_Origine,Faculté_Origine,Département_Origine,Cycle_Origine,Fillière_Origine,credit_matière,Code_UE,credit_UE,Aquit,An_d_obtent,Faculté_OrigineAr,Département_OrigineAr,Fillière_OrigineAr,Université_OrigineAr,Cycle_OrigineAr
14010696434,3,2009,BDD-A,Bases de données avancées,1,3.60,1.98,Ajourné,Université Ibn Khaldoun  Tiaret,Sciences et des Sciences de l Ingénieur,Informatique,MIAS,LMD - Informatique ,0.0,UE15,10.0,false,2009,العلوم و علوم الهندسة,الإعلام الآلي,LMD - Informatique ,جامعة إبن خلدون بتيارت,MIAS
14010696434,1,2006,Chim,Chimie ,1,12.50,0.00,Admis/Dettes,Université IBN KHALDOUN - TIARET-,Sciences et des Sciences de l Ingénieur,Informatique,MIAS,LMD - Informatique ,3.0,UED,9.0,true,2006,Sciences et des Sciences de l Ingénieur,Informatique,LMD - Informatique ,Université IBN KHALDOUN - TIARET-,MIAS
14010696434,1,2006,TPBUR,TP Bureautique,2,10.50,0.00,Admis/Dettes,Université IBN KHALDOUN - TIARET-,Sciences et des Sciences de l Ingénieur,Informatique,MIAS,LMD - Informatique ,3.0,UEM ,6.0,true,2006,Sciences et des Sciences de l Ingénieur,Informatique,LMD - Informatique ,Université IBN KHALDOUN - TIARET-,MIAS
14010696434,1,2006,Algé2,Algébre 2,1,12.00,0.00,Admis/Dettes,Université IBN KHALDOUN - TIARET-,Sciences et des Sciences de l Ingénieur,Informatique,MIAS,LMD - Informatique ,4.0,UEF21,12.0,true,2006,Sciences et des Sciences de l Ingénieur,Informatique,LMD - Informatique ,Université IBN KHALDOUN - TIARET-,MIAS
14010696434,1,2006,StatD,Statistique Discriptive ,1,10.25,0.00,Admis/Dettes,Université IBN KHALDOUN - TIARET-,Sciences et des Sciences de l Ingénieur,Informatique,MIAS,LMD - Informatique ,4.0,UEF21,12.0,true,2006,Sciences et des Sciences de l Ingénieur,Informatique,LMD - Informatique ,Université IBN KHALDOUN - TIARET-,MIAS
14010696434,1,2006,CF,Calcul formel,1,12.00,0.00,Admis/Dettes,Université IBN KHALDOUN - TIARET-,Sciences et des Sciences de l Ingénieur,Informatique,MIAS,LMD - Informatique ,3.0,UEF22,12.0,true,2007,Sciences et des Sciences de l Ingénieur,Informatique,LMD - Informatique ,Université IBN KHALDOUN - TIARET-,MIAS
14010696434,1,2006,Aly2,Analyse 2,2,10.00,0.00,Admis/Dettes,Université IBN KHALDOUN - TIARET-,Sciences et des Sciences de l Ingénieur,Informatique,MIAS,LMD - Informatique ,4.0,UEF21,12.0,true,2007,Sciences et des Sciences de l Ingénieur,Informatique,LMD - Informatique ,Université IBN KHALDOUN - TIARET-,MIAS
14010696434,1,2006,STRM,Structure Machine,1,10.50,0.00,Admis/Dettes,Université IBN KHALDOUN - TIARET-,Sciences et des Sciences de l Ingénieur,Informatique,MIAS,LMD - Informatique ,3.0,UEF22,12.0,true,2006,Sciences et des Sciences de l Ingénieur,Informatique,LMD - Informatique ,Université IBN KHALDOUN - TIARET-,MIAS
14010696434,1,2006,TEC1,Technique dexprission,1,11.00,0.00,Admis/Dettes,Université IBN KHALDOUN - TIARET-,Sciences et des Sciences de l Ingénieur,Informatique,MIAS,LMD - Informatique ,3.0,UEM ,6.0,true,2006,Sciences et des Sciences de l Ingénieur,Informatique,LMD - Informatique ,Université IBN KHALDOUN - TIARET-,MIAS
14010696434,1,2006,Info2,Informatique 2,2,6.00,0.00,Admis/Dettes,Université IBN KHALDOUN - TIARET-,Sciences et des Sciences de l Ingénieur,Informatique,MIAS,LMD - Informatique ,0.0,UEF22,12.0,false,2006,Sciences et des Sciences de l Ingénieur,Informatique,LMD - Informatique ,Université IBN KHALDOUN - TIARET-,MIAS
14010696434,1,2006,His-s,Histoire de la science ,1,11.00,0.00,Admis/Dettes,Université IBN KHALDOUN - TIARET-,Sciences et des Sciences de l Ingénieur,Informatique,MIAS,LMD - Informatique ,2.0,UED23,4.0,true,2006,Sciences et des Sciences de l Ingénieur,Informatique,LMD - Informatique ,Université IBN KHALDOUN - TIARET-,MIAS
14010696434,1,2006,Tecw,technique web,1,14.00,0.00,Admis/Dettes,Université IBN KHALDOUN - TIARET-,Sciences et des Sciences de l Ingénieur,Informatique,MIAS,LMD - Informatique ,2.0,UED23,4.0,true,2006,Sciences et des Sciences de l Ingénieur,Informatique,LMD - Informatique ,Université IBN KHALDOUN - TIARET-,MIAS
14010696434,2,2007,ARCH,Arch/Ordinateur,5,10.00,,Ajourné,Université IBN KHALDOUN - TIARET-,Sciences et des Sciences de l Ingénieur,Informatique,MIAS,LMD - Informatique ,5.0,UEIN1,14.0,true,2007,Sciences et des Sciences de l Ingénieur,Informatique,LMD - Informatique ,Université IBN KHALDOUN - TIARET-,MIAS
14010696434,2,2007,ALGO,Algorithmique,5,13.84,,Ajourné,Université IBN KHALDOUN - TIARET-,Sciences et des Sciences de l Ingénieur,Informatique,MIAS,LMD - Informatique ,5.0,UEIN1,14.0,true,2008,Sciences et des Sciences de l Ingénieur,Informatique,LMD - Informatique ,Université IBN KHALDOUN - TIARET-,MIAS
14010696434,2,2007,SI,Système Information ,4,10.03,,Ajourné,Université IBN KHALDOUN - TIARET-,Sciences et des Sciences de l Ingénieur,Informatique,MIAS,LMD - Informatique ,4.0,UEIN1,14.0,true,2007,Sciences et des Sciences de l Ingénieur,Informatique,LMD - Informatique ,Université IBN KHALDOUN - TIARET-,MIAS
14010696434,2,2007,AN,Analyse/Numérique,1,13.36,,Ajourné,Université IBN KHALDOUN - TIARET-,Sciences et des Sciences de l Ingénieur,Informatique,MIAS,LMD - Informatique ,4.0,UEIN2,12.0,true,2008,Sciences et des Sciences de l Ingénieur,Informatique,LMD - Informatique ,Université IBN KHALDOUN - TIARET-,MIAS
14010696434,2,2007,P-S,Probabilité/Statistique ,1,9.72,,Ajourné,Université IBN KHALDOUN - TIARET-,Sciences et des Sciences de l Ingénieur,Informatique,MIAS,LMD - Informatique ,0.0,UEIN2,12.0,false,2008,Sciences et des Sciences de l Ingénieur,Informatique,LMD - Informatique ,Université IBN KHALDOUN - TIARET-,MIAS
14010696434,2,2007,L-M,Logique Mathématique ,1,6.40,,Ajourné,Université IBN KHALDOUN - TIARET-,Sciences et des Sciences de l Ingénieur,Informatique,MIAS,LMD - Informatique ,0.0,UEIN2,12.0,false,2008,Sciences et des Sciences de l Ingénieur,Informatique,LMD - Informatique ,Université IBN KHALDOUN - TIARET-,MIAS
14010696434,2,2007,ANG,Anglais,1,11.00,,Ajourné,Université IBN KHALDOUN - TIARET-,Sciences et des Sciences de l Ingénieur,Informatique,MIAS,LMD - Informatique ,2.0,UEIN3,4.0,true,2007,Sciences et des Sciences de l Ingénieur,Informatique,LMD - Informatique ,Université IBN KHALDOUN - TIARET-,MIAS
14010696434,2,2007,ITM,I-T-Management ,1,11.00,,Ajourné,Université IBN KHALDOUN - TIARET-,Sciences et des Sciences de l Ingénieur,Informatique,MIAS,LMD - Informatique ,2.0,UEIN3,4.0,true,2007,Sciences et des Sciences de l Ingénieur,Informatique,LMD - Informatique ,Université IBN KHALDOUN - TIARET-,MIAS
14010696434,2,2007,Algo2,Algorithmique2,5,12.34,,Ajourné,Université IBN KHALDOUN - TIARET-,Sciences et des Sciences de l Ingénieur,Informatique,MIAS,LMD - Informatique ,5.0,UEIN4,16.0,true,2008,Sciences et des Sciences de l Ingénieur,Informatique,LMD - Informatique ,Université IBN KHALDOUN - TIARET-,MIAS
14010696434,2,2007,B-D,Base des Données,6,11.50,,Ajourné,Université IBN KHALDOUN - TIARET-,Sciences et des Sciences de l Ingénieur,Informatique,MIAS,LMD - Informatique ,6.0,UEIN4,16.0,true,2008,Sciences et des Sciences de l Ingénieur,Informatique,LMD - Informatique ,Université IBN KHALDOUN - TIARET-,MIAS
14010696434,2,2007,SD,Système D exploitation1,5,10.68,,Ajourné,Université IBN KHALDOUN - TIARET-,Sciences et des Sciences de l Ingénieur,Informatique,MIAS,LMD - Informatique ,5.0,UEIN4,16.0,true,2007,Sciences et des Sciences de l Ingénieur,Informatique,LMD - Informatique ,Université IBN KHALDOUN - TIARET-,MIAS
14010696434,2,2007,T-L,Théorie des Langages,1,10.34,,Ajourné,Université IBN KHALDOUN - TIARET-,Sciences et des Sciences de l Ingénieur,Informatique,MIAS,LMD - Informatique ,4.0,UEIN5,12.0,true,2007,Sciences et des Sciences de l Ingénieur,Informatique,LMD - Informatique ,Université IBN KHALDOUN - TIARET-,MIAS
14010696434,2,2007,P-L,Programmation Linéaire,1,8.84,,Ajourné,Université IBN KHALDOUN - TIARET-,Sciences et des Sciences de l Ingénieur,Informatique,MIAS,LMD - Informatique ,0.0,UEIN5,12.0,false,2008,Sciences et des Sciences de l Ingénieur,Informatique,LMD - Informatique ,Université IBN KHALDOUN - TIARET-,MIAS
14010696434,2,2007,G-L,Génie Logiciel,1,7.69,,Ajourné,Université IBN KHALDOUN - TIARET-,Sciences et des Sciences de l Ingénieur,Informatique,MIAS,LMD - Informatique ,0.0,UEIN5,12.0,false,2007,Sciences et des Sciences de l Ingénieur,Informatique,LMD - Informatique ,Université IBN KHALDOUN - TIARET-,MIAS
14010696434,2,2007,ANG2,Anglais2,1,10.00,,Ajourné,Université IBN KHALDOUN - TIARET-,Sciences et des Sciences de l Ingénieur,Informatique,MIAS,LMD - Informatique ,2.0,UEIN6,2.0,true,2007,Sciences et des Sciences de l Ingénieur,Informatique,LMD - Informatique ,Université IBN KHALDOUN - TIARET-,MIAS
14010696437,1,2006,Elect,Electricite ,1,10.00,0.00,Admis/Dettes,Université IBN KHALDOUN - TIARET-,Sciences et des Sciences de l Ingénieur,Informatique,MIAS,LMD - Informatique ,3.0,UED,9.0,true,2006,Sciences et des Sciences de l Ingénieur,Informatique,LMD - Informatique ,Université IBN KHALDOUN - TIARET-,MIAS
14010696437,1,2006,Chim,Chimie ,1,9.00,0.00,Admis/Dettes,Université IBN KHALDOUN - TIARET-,Sciences et des Sciences de l Ingénieur,Informatique,MIAS,LMD - Informatique ,0.0,UED,9.0,false,2006,Sciences et des Sciences de l Ingénieur,Informatique,LMD - Informatique ,Université IBN KHALDOUN - TIARET-,MIAS
14010696437,1,2006,TPBUR,TP Bureautique,2,12.00,0.00,Admis/Dettes,Université IBN KHALDOUN - TIARET-,Sciences et des Sciences de l Ingénieur,Informatique,MIAS,LMD - Informatique ,3.0,UEM ,6.0,true,2006,Sciences et des Sciences de l Ingénieur,Informatique,LMD - Informatique ,Université IBN KHALDOUN - TIARET-,MIAS
14010696437,1,2006,Algé2,Algébre 2,1,5.00,0.00,Admis/Dettes,Université IBN KHALDOUN - TIARET-,Sciences et des Sciences de l Ingénieur,Informatique,MIAS,LMD - Informatique ,0.0,UEF21,12.0,false,2007,Sciences et des Sciences de l Ingénieur,Informatique,LMD - Informatique ,Université IBN KHALDOUN - TIARET-,MIAS
14010696437,1,2006,StatD,Statistique Discriptive ,1,12.75,0.00,Admis/Dettes,Université IBN KHALDOUN - TIARET-,Sciences et des Sciences de l Ingénieur,Informatique,MIAS,LMD - Informatique ,4.0,UEF21,12.0,true,2006,Sciences et des Sciences de l Ingénieur,Informatique,LMD - Informatique ,Université IBN KHALDOUN - TIARET-,MIAS
14010696437,1,2006,CF,Calcul formel,1,12.00,0.00,Admis/Dettes,Université IBN KHALDOUN - TIARET-,Sciences et des Sciences de l Ingénieur,Informatique,MIAS,LMD - Informatique ,3.0,UEF22,12.0,true,2007,Sciences et des Sciences de l Ingénieur,Informatique,LMD - Informatique ,Université IBN KHALDOUN - TIARET-,MIAS
14010696437,1,2006,Aly2,Analyse 2,2,8.50,0.00,Admis/Dettes,Université IBN KHALDOUN - TIARET-,Sciences et des Sciences de l Ingénieur,Informatique,MIAS,LMD - Informatique ,0.0,UEF21,12.0,false,2006,Sciences et des Sciences de l Ingénieur,Informatique,LMD - Informatique ,Université IBN KHALDOUN - TIARET-,MIAS
14010696437,1,2006,STRM,Structure Machine,1,9.00,0.00,Admis/Dettes,Université IBN KHALDOUN - TIARET-,Sciences et des Sciences de l Ingénieur,Informatique,MIAS,LMD - Informatique ,0.0,UEF22,12.0,false,2006,Sciences et des Sciences de l Ingénieur,Informatique,LMD - Informatique ,Université IBN KHALDOUN - TIARET-,MIAS
14010696437,1,2006,TEC1,Technique dexprission,1,16.00,0.00,Admis/Dettes,Université IBN KHALDOUN - TIARET-,Sciences et des Sciences de l Ingénieur,Informatique,MIAS,LMD - Informatique ,3.0,UEM ,6.0,true,2006,Sciences et des Sciences de l Ingénieur,Informatique,LMD - Informatique ,Université IBN KHALDOUN - TIARET-,MIAS
14010696437,1,2006,ALG1,Algebre1,1,10.00,0.00,Admis/Dettes,Université IBN KHALDOUN - TIARET-,Sciences et des Sciences de l Ingénieur,Informatique,MIAS,LMD - Informatique ,3.0,UEF11,15.0,true,2006,Sciences et des Sciences de l Ingénieur,Informatique,LMD - Informatique ,Université IBN KHALDOUN - TIARET-,MIAS
14010696437,1,2006,Analy,Analyse1,2,9.00,0.00,Admis/Dettes,Université IBN KHALDOUN - TIARET-,Sciences et des Sciences de l Ingénieur,Informatique,MIAS,LMD - Informatique ,0.0,UEF11,15.0,false,2006,Sciences et des Sciences de l Ingénieur,Informatique,LMD - Informatique ,Université IBN KHALDOUN - TIARET-,MIAS
14010696437,1,2006,info,Informatique 1,2,9.69,0.00,Admis/Dettes,Université IBN KHALDOUN - TIARET-,Sciences et des Sciences de l Ingénieur,Informatique,MIAS,LMD - Informatique ,0.0,UEF11,15.0,false,2006,Sciences et des Sciences de l Ingénieur,Informatique,LMD - Informatique ,Université IBN KHALDOUN - TIARET-,MIAS
14010696437,1,2006,Mecaq,Mécanique,1,5.50,0.00,Admis/Dettes,Université IBN KHALDOUN - TIARET-,Sciences et des Sciences de l Ingénieur,Informatique,MIAS,LMD - Informatique ,0.0,UED,9.0,false,2006,Sciences et des Sciences de l Ingénieur,Informatique,LMD - Informatique ,Université IBN KHALDOUN - TIARET-,MIAS
14010696437,1,2006,Info2,Informatique 2,2,10.13,0.00,Admis/Dettes,Université IBN KHALDOUN - TIARET-,Sciences et des Sciences de l Ingénieur,Informatique,MIAS,LMD - Informatique ,6.0,UEF22,12.0,true,2006,Sciences et des Sciences de l Ingénieur,Informatique,LMD - Informatique ,Université IBN KHALDOUN - TIARET-,MIAS
14010696437,1,2006,His-s,Histoire de la science ,1,13.00,0.00,Admis/Dettes,Université IBN KHALDOUN - TIARET-,Sciences et des Sciences de l Ingénieur,Informatique,MIAS,LMD - Informatique ,2.0,UED23,4.0,true,2006,Sciences et des Sciences de l Ingénieur,Informatique,LMD - Informatique ,Université IBN KHALDOUN - TIARET-,MIAS
14010696437,1,2006,Tecw,technique web,1,9.32,0.00,Admis/Dettes,Université IBN KHALDOUN - TIARET-,Sciences et des Sciences de l Ingénieur,Informatique,MIAS,LMD - Informatique ,0.0,UED23,4.0,false,2006,Sciences et des Sciences de l Ingénieur,Informatique,LMD - Informatique ,Université IBN KHALDOUN - TIARET-,MIAS
14010696437,2,2007,ARCH,Arch/Ordinateur,5,11.64,,Ajourné,Université IBN KHALDOUN - TIARET-,Sciences et des Sciences de l Ingénieur,Informatique,MIAS,LMD - Informatique ,5.0,UEIN1,14.0,true,2009,Sciences et des Sciences de l Ingénieur,Informatique,LMD - Informatique ,Université IBN KHALDOUN - TIARET-,MIAS
14010696437,2,2007,ALGO,Algorithmique,5,7.32,,Ajourné,Université IBN KHALDOUN - TIARET-,Sciences et des Sciences de l Ingénieur,Informatique,MIAS,LMD - Informatique ,0.0,UEIN1,14.0,false,2009,Sciences et des Sciences de l Ingénieur,Informatique,LMD - Informatique ,Université IBN KHALDOUN - TIARET-,MIAS
14010696437,2,2007,SI,Système Information ,4,10.02,,Ajourné,Université IBN KHALDOUN - TIARET-,Sciences et des Sciences de l Ingénieur,Informatique,MIAS,LMD - Informatique ,4.0,UEIN1,14.0,true,2007,Sciences et des Sciences de l Ingénieur,Informatique,LMD - Informatique ,Université IBN KHALDOUN - TIARET-,MIAS
14010696437,2,2007,AN,Analyse/Numérique,1,14.17,,Ajourné,Université IBN KHALDOUN - TIARET-,Sciences et des Sciences de l Ingénieur,Informatique,MIAS,LMD - Informatique ,4.0,UEIN2,12.0,true,2008,Sciences et des Sciences de l Ingénieur,Informatique,LMD - Informatique ,Université IBN KHALDOUN - TIARET-,MIAS
14010696437,2,2007,P-S,Probabilité/Statistique ,1,10.00,,Ajourné,Université IBN KHALDOUN - TIARET-,Sciences et des Sciences de l Ingénieur,Informatique,MIAS,LMD - Informatique ,4.0,UEIN2,12.0,true,2007,Sciences et des Sciences de l Ingénieur,Informatique,LMD - Informatique ,Université IBN KHALDOUN - TIARET-,MIAS
14010696437,2,2007,L-M,Logique Mathématique ,1,9.50,,Ajourné,Université IBN KHALDOUN - TIARET-,Sciences et des Sciences de l Ingénieur,Informatique,MIAS,LMD - Informatique ,0.0,UEIN2,12.0,false,2007,Sciences et des Sciences de l Ingénieur,Informatique,LMD - Informatique ,Université IBN KHALDOUN - TIARET-,MIAS
14010696437,2,2007,ANG,Anglais,1,10.00,,Ajourné,Université IBN KHALDOUN - TIARET-,Sciences et des Sciences de l Ingénieur,Informatique,MIAS,LMD - Informatique ,2.0,UEIN3,4.0,true,2007,Sciences et des Sciences de l Ingénieur,Informatique,LMD - Informatique ,Université IBN KHALDOUN - TIARET-,MIAS
14010696437,2,2007,ITM,I-T-Management ,1,12.00,,Ajourné,Université IBN KHALDOUN - TIARET-,Sciences et des Sciences de l Ingénieur,Informatique,MIAS,LMD - Informatique ,2.0,UEIN3,4.0,true,2009,Sciences et des Sciences de l Ingénieur,Informatique,LMD - Informatique ,Université IBN KHALDOUN - TIARET-,MIAS
14010696437,2,2007,Algo2,Algorithmique2,5,10.00,,Ajourné,Université IBN KHALDOUN - TIARET-,Sciences et des Sciences de l Ingénieur,Informatique,MIAS,LMD - Informatique ,5.0,UEIN4,16.0,true,2007,Sciences et des Sciences de l Ingénieur,Informatique,LMD - Informatique ,Université IBN KHALDOUN - TIARET-,MIAS
14010696437,2,2007,B-D,Base des Données,6,10.00,,Ajourné,Université IBN KHALDOUN - TIARET-,Sciences et des Sciences de l Ingénieur,Informatique,MIAS,LMD - Informatique ,6.0,UEIN4,16.0,true,2008,Sciences et des Sciences de l Ingénieur,Informatique,LMD - Informatique ,Université IBN KHALDOUN - TIARET-,MIAS
14010696437,2,2007,SD,Système D exploitation1,5,11.02,,Ajourné,Université IBN KHALDOUN - TIARET-,Sciences et des Sciences de l Ingénieur,Informatique,MIAS,LMD - Informatique ,5.0,UEIN4,16.0,true,2007,Sciences et des Sciences de l Ingénieur,Informatique,LMD - Informatique ,Université IBN KHALDOUN - TIARET-,MIAS
14010696437,2,2007,T-L,Théorie des Langages,1,9.03,,Ajourné,Université IBN KHALDOUN - TIARET-,Sciences et des Sciences de l Ingénieur,Informatique,MIAS,LMD - Informatique ,0.0,UEIN5,12.0,false,2009,Sciences et des Sciences de l Ingénieur,Informatique,LMD - Informatique ,Université IBN KHALDOUN - TIARET-,MIAS
14010696437,2,2007,P-L,Programmation Linéaire,1,11.01,,Ajourné,Université IBN KHALDOUN - TIARET-,Sciences et des Sciences de l Ingénieur,Informatique,MIAS,LMD - Informatique ,4.0,UEIN5,12.0,true,2009,Sciences et des Sciences de l Ingénieur,Informatique,LMD - Informatique ,Université IBN KHALDOUN - TIARET-,MIAS
