N°Ins,Année,Code_UE,UE,Coef_UE,credit_UE,AnnéEtude,type_UE,Moy_UE,credit_obtenue,Aquit,An_d_obtent_UE
14010796586,2,UEIN5,UE Fondamental-INF5,6,12.0,2MIAS174,Fondamental,11.15,12.0,true,2009
14010796586,2,UEIN6,UE Méthodologique-INF6,1,2.0,2MIAS174,Méthodologique,12.00,2.0,true,2009
14010796588,2,MG7,UEF1 ( MG7 ),15,15.0,2MIAS183,Fondamental,10.13,15.0,true,2009
14010796588,2,MG8,UEM1 ( MG8 ),13,13.0,2MIAS183,Méthodologique,8.25,0.0,false,2009
14010796588,2,MG9,UED1 ( MG9 ),02,2.0,2MIAS183,Découverte,14.20,2.0,true,2009
14010696456,1,UEF11,Unite enseignement fondamental,5,15.0,1MIAS171,Fondamental,8.65,9.0,false,2006
14010696456,1,UED,Unite enseignement decouverte ,3,9.0,1MIAS171,Découverte,10.33,9.0,true,2006
14010696456,1,UEM ,Unite ensgnement methodo,3,6.0,1MIAS171,Transversal,12.00,6.0,true,2006
14010696456,1,UEF21,Unite Fondamentale 21,4,12.0,1MIAS172,Fondamental,9.08,8.0,false,2007
14010696456,1,UEF22,Unite fondamentale 22,4,12.0,1MIAS172,Fondamental,10.13,12.0,true,2006
14010696456,1,UED23,Unite decouverte 23 ,2,4.0,1MIAS172,Découverte,11.42,4.0,true,2006
14010696456,2,UEIN1,UE Fondamental -INF1,7,14.0,2MIAS173,Fondamental,4.72,4.0,false,2009
14010696456,2,UEIN2,UE Fondamental-INF2,6,12.0,2MIAS173,Fondamental,5.46,4.0,false,2009
14010696456,2,UEIN3,UE Méthodologique-INF3,2,4.0,2MIAS173,Méthodologie,10.00,4.0,true,2007
14010696456,2,UEIN4,UE Fondamental-INF4,8,16.0,2MIAS174,Fondamental,4.75,5.0,false,2009
14010696456,2,UEIN5,UE Fondamental-INF5,6,12.0,2MIAS174,Fondamental,3.37,4.0,false,2009
14010696456,2,UEIN6,UE Méthodologique-INF6,1,2.0,2MIAS174,Méthodologique,13.00,2.0,true,2007
14010696459,1,UEF11,Unite enseignement fondamental,5,15.0,1MIAS171,Fondamental,9.55,9.0,false,2006
14010696459,1,UED,Unite enseignement decouverte ,3,9.0,1MIAS171,Découverte,10.83,9.0,true,2007
14010796588,2,MG10,UEF1 ( MG10 ),14,14.0,2MIAS184,Fondamental,7.33,0.0,false,2009
14010796588,2,MG11,UEM1 ( MG11 ),13,13.0,2MIAS184,Méthodologique,8.93,4.0,false,2009
14010696459,1,UEM ,Unite ensgnement methodo,3,6.0,1MIAS171,Transversal,11.50,6.0,true,2007
14010696459,1,UEF21,Unite Fondamentale 21,4,12.0,1MIAS172,Fondamental,9.56,8.0,false,2006
14010696459,1,UEF22,Unite fondamentale 22,4,12.0,1MIAS172,Fondamental,9.69,6.0,false,2007
14010696459,1,UED23,Unite decouverte 23 ,2,4.0,1MIAS172,Découverte,12.33,4.0,true,2006
14010696459,2,UEIN1,UE Fondamental -INF1,7,14.0,2MIAS173,Fondamental,10.77,14.0,true,2007
14010696459,2,UEIN2,UE Fondamental-INF2,6,12.0,2MIAS173,Fondamental,10.43,12.0,true,2007
14010696459,2,UEIN3,UE Méthodologique-INF3,2,4.0,2MIAS173,Méthodologie,11.25,4.0,true,2007
14010696459,2,UEIN4,UE Fondamental-INF4,8,16.0,2MIAS174,Fondamental,11.16,16.0,true,2008
14010696459,2,UEIN5,UE Fondamental-INF5,6,12.0,2MIAS174,Fondamental,9.34,4.0,false,2008
14010696459,2,UEIN6,UE Méthodologique-INF6,1,2.0,2MIAS174,Méthodologique,10.00,2.0,true,2007
14010696474,2,UEIN1,UE Fondamental -INF1,7,14.0,2MIAS173,Fondamental,8.16,4.0,false,2009
14010696474,2,UEIN2,UE Fondamental-INF2,6,12.0,2MIAS173,Fondamental,9.94,4.0,false,2009
14010696474,2,UEIN3,UE Méthodologique-INF3,2,4.0,2MIAS173,Méthodologie,16.00,4.0,true,2009
14010696474,2,UEIN4,UE Fondamental-INF4,8,16.0,2MIAS174,Fondamental,9.25,11.0,false,2009
14010696474,2,UEIN5,UE Fondamental-INF5,6,12.0,2MIAS174,Fondamental,8.93,4.0,false,2009
14010696474,2,UEIN6,UE Méthodologique-INF6,1,2.0,2MIAS174,Méthodologique,16.00,2.0,true,2008
14010696474,1,UEF11,Unite enseignement fondamental,5,15.0,1MIAS171,Fondamental,9.03,3.0,false,2007
14010796588,2,MG12,UE Transvesales ( MG12 ),3,3.0,2MIAS184,Transversal,3.00,0.0,false,2009
14010796589,2,UEIN1,UE Fondamental -INF1,7,14.0,2MIAS173,Fondamental,0.00,0.0,false,2009
14010796589,2,UEIN2,UE Fondamental-INF2,6,12.0,2MIAS173,Fondamental,0.00,0.0,false,2009
14010796589,2,UEIN3,UE Méthodologique-INF3,2,4.0,2MIAS173,Méthodologie,0.00,0.0,false,2009
14010796589,2,UEIN4,UE Fondamental-INF4,8,16.0,2MIAS174,Fondamental,0.00,0.0,false,2009
14010796589,2,UEIN5,UE Fondamental-INF5,6,12.0,2MIAS174,Fondamental,0.00,0.0,false,2009
14010796589,2,UEIN6,UE Méthodologique-INF6,1,2.0,2MIAS174,Méthodologique,0.00,0.0,false,2009
14010796594,2,UEIN1,UE Fondamental -INF1,7,14.0,2MIAS173,Fondamental,10.05,14.0,true,2009
14010696474,1,UED,Unite enseignement decouverte ,3,9.0,1MIAS171,Découverte,8.03,0.0,false,2007
14010696474,1,UEM ,Unite ensgnement methodo,3,6.0,1MIAS171,Transversal,14.17,6.0,true,2006
14010696474,1,UEF21,Unite Fondamentale 21,4,12.0,1MIAS172,Fondamental,9.05,8.0,false,2009
14010696474,1,UEF22,Unite fondamentale 22,4,12.0,1MIAS172,Fondamental,9.13,6.0,false,2009
14010696474,1,UED23,Unite decouverte 23 ,2,4.0,1MIAS172,Découverte,10.52,4.0,true,2006
14010796594,2,UEIN2,UE Fondamental-INF2,6,12.0,2MIAS173,Fondamental,11.14,12.0,true,2009
14010796594,2,UEIN3,UE Méthodologique-INF3,2,4.0,2MIAS173,Méthodologie,16.50,4.0,true,2009
14010796594,2,UEIN4,UE Fondamental-INF4,8,16.0,2MIAS174,Fondamental,9.61,5.0,false,2009
14010796594,2,UEIN5,UE Fondamental-INF5,6,12.0,2MIAS174,Fondamental,10.02,12.0,true,2009
14010796594,2,UEIN6,UE Méthodologique-INF6,1,2.0,2MIAS174,Méthodologique,12.00,2.0,true,2009
14010796604,3,UE13,Unité Enseignement INF 07,3,18.0,3MIAS175,Fondamental,0.00,0.0,false,2009
14010796604,3,UE14,Unité Enseignement INF 08,2,12.0,3MIAS175,Fondamental,0.00,0.0,false,2009
14010796604,3,UE15,Unité Fondamentale INF9,1,10.0,3MIAS176,Fondamental,0.00,0.0,false,2009
14010796604,3,UE16,Projet PFE,2,20.0,3MIAS176,Fondamental,0.00,0.0,false,2009
14010796607,2,MG7,UEF1 ( MG7 ),15,15.0,2MIAS183,Fondamental,5.73,0.0,false,2009
14010796607,2,MG8,UEM1 ( MG8 ),13,13.0,2MIAS183,Méthodologique,4.25,0.0,false,2009
14010696481,1,UEF11,Unite enseignement fondamental,5,15.0,1MIAS171,Fondamental,10.63,15.0,true,2006
14010696481,1,UED,Unite enseignement decouverte ,3,9.0,1MIAS171,Découverte,9.00,6.0,false,2007
14010696481,1,UEM ,Unite ensgnement methodo,3,6.0,1MIAS171,Transversal,10.67,6.0,true,2006
14010696401,1,UEF11,Unite enseignement fondamental,5,15.0,1MIAS171,Fondamental,9.35,6.0,false,2007
14010696401,1,UED,Unite enseignement decouverte ,3,9.0,1MIAS171,Découverte,10.17,9.0,true,2007
14010696401,1,UEM ,Unite ensgnement methodo,3,6.0,1MIAS171,Transversal,11.50,6.0,true,2006
14010696401,1,UEF21,Unite Fondamentale 21,4,12.0,1MIAS172,Fondamental,9.75,8.0,false,2007
14010696434,3,UE13,Unité Enseignement INF 07,3,18.0,3MIAS175,Fondamental,6.02,6.0,false,2009
14010696434,3,UE14,Unité Enseignement INF 08,2,12.0,3MIAS175,Fondamental,5.29,0.0,false,2009
14010696434,3,UE15,Unité Fondamentale INF9,1,10.0,3MIAS176,Fondamental,3.96,0.0,false,2009
14010696434,3,UE16,Projet PFE,2,20.0,3MIAS176,Fondamental,11.00,20.0,true,2009
14010696449,2,MG7,UEF1 ( MG7 ),15,15.0,2MIAS183,Fondamental,9.50,11.0,false,2009
14010696449,2,MG8,UEM1 ( MG8 ),13,13.0,2MIAS183,Méthodologique,8.60,4.0,false,2009
14010696449,2,MG9,UED1 ( MG9 ),02,2.0,2MIAS183,Découverte,6.30,0.0,false,2009
14010696449,2,MG10,UEF1 ( MG10 ),14,14.0,2MIAS184,Fondamental,8.25,0.0,false,2009
14010696449,2,MG11,UEM1 ( MG11 ),13,13.0,2MIAS184,Méthodologique,9.73,4.0,false,2009
14010696449,2,MG12,UE Transvesales ( MG12 ),3,3.0,2MIAS184,Transversal,7.20,0.0,false,2009
14010696459,3,UE13,Unité Enseignement INF 07,3,18.0,3MIAS175,Fondamental,0.00,0.0,false,2009
14010696459,3,UE14,Unité Enseignement INF 08,2,12.0,3MIAS175,Fondamental,0.00,0.0,false,2009
14010696401,1,UEF22,Unite fondamentale 22,4,12.0,1MIAS172,Fondamental,9.60,6.0,false,2008
14010696401,1,UED23,Unite decouverte 23 ,2,4.0,1MIAS172,Découverte,11.00,6.0,true,2007
14010696401,2,UEIN1,UE Fondamental -INF1,7,14.0,2MIAS173,Fondamental,4.40,9.0,false,2009
14010696401,2,UEIN2,UE Fondamental-INF2,6,12.0,2MIAS173,Fondamental,3.71,4.0,false,2009
14010696401,2,UEIN3,UE Méthodologique-INF3,2,4.0,2MIAS173,Méthodologie,3.67,2.0,false,2009
14010696401,2,UEIN4,UE Fondamental-INF4,8,16.0,2MIAS174,Fondamental,4.26,11.0,false,2009
14010696401,2,UEIN5,UE Fondamental-INF5,6,12.0,2MIAS174,Fondamental,0.00,0.0,false,2009
14010696401,2,UEIN6,UE Méthodologique-INF6,1,2.0,2MIAS174,Méthodologique,5.00,2.0,false,2009
14010696402,1,UEF11,Unite enseignement fondamental,5,15.0,1MIAS171,Fondamental,10.08,15.0,true,2007
14010696402,1,UED,Unite enseignement decouverte ,3,9.0,1MIAS171,Découverte,4.24,3.0,false,2009
14010696402,1,UEM ,Unite ensgnement methodo,3,6.0,1MIAS171,Transversal,11.00,6.0,true,2006
14010696402,1,UEF21,Unite Fondamentale 21,4,12.0,1MIAS172,Fondamental,7.50,4.0,false,2007
14010696402,1,UEF22,Unite fondamentale 22,4,12.0,1MIAS172,Fondamental,10.25,12.0,true,2007
14010696402,1,UED23,Unite decouverte 23 ,2,4.0,1MIAS172,Découverte,15.34,4.0,true,2006
14010696402,2,UEIN1,UE Fondamental -INF1,7,14.0,2MIAS173,Fondamental,10.38,14.0,true,2007
14010696402,2,UEIN2,UE Fondamental-INF2,6,12.0,2MIAS173,Fondamental,9.26,4.0,false,2009
14010696402,2,UEIN3,UE Méthodologique-INF3,2,4.0,2MIAS173,Méthodologie,10.50,4.0,true,2007
14010696402,2,UEIN4,UE Fondamental-INF4,8,16.0,2MIAS174,Fondamental,9.85,5.0,false,2007
14010696402,2,UEIN5,UE Fondamental-INF5,6,12.0,2MIAS174,Fondamental,11.34,12.0,true,2007
14010696402,2,UEIN6,UE Méthodologique-INF6,1,2.0,2MIAS174,Méthodologique,11.00,2.0,true,2007
14010696403,1,UEF11,Unite enseignement fondamental,5,15.0,1MIAS171,Fondamental,9.33,9.0,false,2008
14010696403,1,UED,Unite enseignement decouverte ,3,9.0,1MIAS171,Découverte,10.00,6.0,true,2008
14010696403,1,UEM ,Unite ensgnement methodo,3,6.0,1MIAS171,Transversal,11.33,6.0,true,2006
14010696403,1,UEF21,Unite Fondamentale 21,4,12.0,1MIAS172,Fondamental,9.56,4.0,false,2007
14010696403,1,UEF22,Unite fondamentale 22,4,12.0,1MIAS172,Fondamental,10.83,12.0,true,2007
14010696403,1,UED23,Unite decouverte 23 ,2,4.0,1MIAS172,Découverte,10.02,4.0,true,2006
14010696403,2,UEIN1,UE Fondamental -INF1,7,14.0,2MIAS173,Fondamental,10.10,14.0,true,2008
14010696403,2,UEIN2,UE Fondamental-INF2,6,12.0,2MIAS173,Fondamental,9.71,8.0,false,2008
14010696403,2,UEIN3,UE Méthodologique-INF3,2,4.0,2MIAS173,Méthodologie,10.50,4.0,true,2008
14010696403,2,UEIN4,UE Fondamental-INF4,8,16.0,2MIAS174,Fondamental,9.95,11.0,false,2009
14010696403,2,UEIN5,UE Fondamental-INF5,6,12.0,2MIAS174,Fondamental,10.15,12.0,true,2009
14010696403,2,UEIN6,UE Méthodologique-INF6,1,2.0,2MIAS174,Méthodologique,10.00,2.0,true,2008
14010696434,1,UEF11,Unite enseignement fondamental,5,15.0,1MIAS171,Fondamental,10.25,15.0,true,2007
14010696434,1,UED,Unite enseignement decouverte ,3,9.0,1MIAS171,Découverte,9.17,3.0,false,2007
14010696434,1,UEM ,Unite ensgnement methodo,3,6.0,1MIAS171,Transversal,10.67,6.0,true,2006
14010696434,1,UEF21,Unite Fondamentale 21,4,12.0,1MIAS172,Fondamental,10.75,12.0,true,2007
14010696459,3,UE15,Unité Fondamentale INF9,1,10.0,3MIAS176,Fondamental,0.00,0.0,false,2009
14010696459,3,UE16,Projet PFE,2,20.0,3MIAS176,Fondamental,0.00,0.0,false,2009
14010696481,3,UE13,Unité Enseignement INF 07,3,18.0,3MIAS175,Fondamental,5.74,0.0,false,2009
14010696481,3,UE14,Unité Enseignement INF 08,2,12.0,3MIAS175,Fondamental,10.10,12.0,true,2009
14010696481,3,UE15,Unité Fondamentale INF9,1,10.0,3MIAS176,Fondamental,6.23,0.0,false,2009
14010696481,3,UE16,Projet PFE,2,20.0,3MIAS176,Fondamental,11.00,20.0,true,2009
14010696505,2,UEIN1,UE Fondamental -INF1,7,14.0,2MIAS173,Fondamental,8.99,5.0,false,2009
14010696505,2,UEIN2,UE Fondamental-INF2,6,12.0,2MIAS173,Fondamental,10.56,12.0,true,2009
14010696505,2,UEIN3,UE Méthodologique-INF3,2,4.0,2MIAS173,Méthodologie,10.50,4.0,true,2009
14010696505,2,UEIN4,UE Fondamental-INF4,8,16.0,2MIAS174,Fondamental,9.53,5.0,false,2009
14010696505,2,UEIN5,UE Fondamental-INF5,6,12.0,2MIAS174,Fondamental,10.77,12.0,true,2009
14010696434,1,UEF22,Unite fondamentale 22,4,12.0,1MIAS172,Fondamental,8.63,6.0,false,2007
14010696434,1,UED23,Unite decouverte 23 ,2,4.0,1MIAS172,Découverte,12.50,4.0,true,2006
14010696434,2,UEIN1,UE Fondamental -INF1,7,14.0,2MIAS173,Fondamental,11.38,14.0,true,2008
14010696434,2,UEIN2,UE Fondamental-INF2,6,12.0,2MIAS173,Fondamental,9.83,4.0,false,2008
14010696434,2,UEIN3,UE Méthodologique-INF3,2,4.0,2MIAS173,Méthodologie,11.00,4.0,true,2007
14010696434,2,UEIN4,UE Fondamental-INF4,8,16.0,2MIAS174,Fondamental,11.51,16.0,true,2008
14010696434,2,UEIN5,UE Fondamental-INF5,6,12.0,2MIAS174,Fondamental,8.96,4.0,false,2008
14010696434,2,UEIN6,UE Méthodologique-INF6,1,2.0,2MIAS174,Méthodologique,10.00,2.0,true,2007
14010696437,1,UEF11,Unite enseignement fondamental,5,15.0,1MIAS171,Fondamental,9.48,3.0,false,2006
14010696437,1,UED,Unite enseignement decouverte ,3,9.0,1MIAS171,Découverte,8.17,3.0,false,2006
14010696437,1,UEM ,Unite ensgnement methodo,3,6.0,1MIAS171,Transversal,13.33,6.0,true,2006
14010696437,1,UEF21,Unite Fondamentale 21,4,12.0,1MIAS172,Fondamental,8.75,4.0,false,2007
14010696437,1,UEF22,Unite fondamentale 22,4,12.0,1MIAS172,Fondamental,10.32,12.0,true,2007
14010696437,1,UED23,Unite decouverte 23 ,2,4.0,1MIAS172,Découverte,11.16,4.0,true,2006
14010696437,2,UEIN1,UE Fondamental -INF1,7,14.0,2MIAS173,Fondamental,9.63,9.0,false,2009
14010696437,2,UEIN2,UE Fondamental-INF2,6,12.0,2MIAS173,Fondamental,11.22,12.0,true,2008
14010696437,2,UEIN3,UE Méthodologique-INF3,2,4.0,2MIAS173,Méthodologie,11.00,4.0,true,2009
14010696437,2,UEIN4,UE Fondamental-INF4,8,16.0,2MIAS174,Fondamental,10.32,16.0,true,2008
14010696437,2,UEIN5,UE Fondamental-INF5,6,12.0,2MIAS174,Fondamental,9.03,4.0,false,2009
14010696437,2,UEIN6,UE Méthodologique-INF6,1,2.0,2MIAS174,Méthodologique,10.00,2.0,true,2007
14010696505,2,UEIN6,UE Méthodologique-INF6,1,2.0,2MIAS174,Méthodologique,13.00,2.0,true,2009
14010696518,3,UE13,Unité Enseignement INF 07,3,18.0,3MIAS175,Fondamental,0.00,0.0,false,2009
14010696518,3,UE14,Unité Enseignement INF 08,2,12.0,3MIAS175,Fondamental,0.00,0.0,false,2009
14010696518,3,UE15,Unité Fondamentale INF9,1,10.0,3MIAS176,Fondamental,0.00,0.0,false,2009
14010696518,3,UE16,Projet PFE,2,20.0,3MIAS176,Fondamental,0.00,0.0,false,2009
14010796545,2,UEIN1,UE Fondamental -INF1,7,14.0,2MIAS173,Fondamental,9.79,5.0,false,2009
14010796545,2,UEIN2,UE Fondamental-INF2,6,12.0,2MIAS173,Fondamental,10.58,12.0,true,2009
14010796545,2,UEIN3,UE Méthodologique-INF3,2,4.0,2MIAS173,Méthodologie,10.50,4.0,true,2009
14010796545,2,UEIN4,UE Fondamental-INF4,8,16.0,2MIAS174,Fondamental,10.27,16.0,true,2009
14010796545,2,UEIN5,UE Fondamental-INF5,6,12.0,2MIAS174,Fondamental,9.80,8.0,false,2009
14010796545,2,UEIN6,UE Méthodologique-INF6,1,2.0,2MIAS174,Méthodologique,12.00,2.0,true,2009
14010796547,2,UEIN1,UE Fondamental -INF1,7,14.0,2MIAS173,Fondamental,9.10,0.0,false,2009
14010696447,1,UEF11,Unite enseignement fondamental,5,15.0,1MIAS171,Fondamental,10.23,15.0,true,2009
14010696447,1,UED,Unite enseignement decouverte ,3,9.0,1MIAS171,Découverte,9.00,3.0,false,2009
14010696447,1,UEM ,Unite ensgnement methodo,3,6.0,1MIAS171,Transversal,12.25,6.0,true,2007
14010696447,1,UEF22,Unite fondamentale 22,4,12.0,1MIAS172,Fondamental,8.19,3.0,false,2006
14010696447,1,UEF21,Unite Fondamentale 21,4,12.0,1MIAS172,Fondamental,12.13,12.0,true,2006
14010696447,1,UED23,Unite decouverte 23 ,2,4.0,1MIAS172,Découverte,10.66,4.0,true,2006
14010696447,2,UEIN1,UE Fondamental -INF1,7,14.0,2MIAS173,Fondamental,10.00,4.0,true,2009
14010696447,2,UEIN2,UE Fondamental-INF2,6,12.0,2MIAS173,Fondamental,10.10,12.0,true,2009
14010796547,2,UEIN2,UE Fondamental-INF2,6,12.0,2MIAS173,Fondamental,8.48,0.0,false,2009
14010796547,2,UEIN3,UE Méthodologique-INF3,2,4.0,2MIAS173,Méthodologie,13.50,4.0,true,2009
14010796547,2,UEIN4,UE Fondamental-INF4,8,16.0,2MIAS174,Fondamental,9.89,11.0,false,2009
14010796547,2,UEIN5,UE Fondamental-INF5,6,12.0,2MIAS174,Fondamental,10.21,12.0,true,2009
14010796547,2,UEIN6,UE Méthodologique-INF6,1,2.0,2MIAS174,Méthodologique,13.00,2.0,true,2009
14010796560,3,UE13,Unité Enseignement INF 07,3,18.0,3MIAS175,Fondamental,0.00,0.0,false,2009
14010796560,3,UE14,Unité Enseignement INF 08,2,12.0,3MIAS175,Fondamental,0.00,0.0,false,2009
14010796560,3,UE15,Unité Fondamentale INF9,1,10.0,3MIAS176,Fondamental,0.00,0.0,false,2009
14010696447,2,UEIN3,UE Méthodologique-INF3,2,4.0,2MIAS173,Méthodologie,10.00,4.0,true,2009
14010696481,1,UEF21,Unite Fondamentale 21,4,12.0,1MIAS172,Fondamental,9.50,8.0,false,2006
14010696481,1,UEF22,Unite fondamentale 22,4,12.0,1MIAS172,Fondamental,10.38,12.0,true,2007
14010696481,1,UED23,Unite decouverte 23 ,2,4.0,1MIAS172,Découverte,10.83,4.0,true,2006
14010696481,2,UEIN1,UE Fondamental -INF1,7,14.0,2MIAS173,Fondamental,10.77,14.0,true,2007
14010796607,2,MG9,UED1 ( MG9 ),02,2.0,2MIAS183,Découverte,10.60,2.0,true,2009
14010796607,2,MG10,UEF1 ( MG10 ),14,14.0,2MIAS184,Fondamental,7.35,0.0,false,2009
14010796607,2,MG11,UEM1 ( MG11 ),13,13.0,2MIAS184,Méthodologique,7.53,0.0,false,2009
14010796607,2,MG12,UE Transvesales ( MG12 ),3,3.0,2MIAS184,Transversal,1.20,0.0,false,2009
14010796614,2,UEIN1,UE Fondamental -INF1,7,14.0,2MIAS173,Fondamental,7.29,0.0,false,2009
14010796614,2,UEIN2,UE Fondamental-INF2,6,12.0,2MIAS173,Fondamental,10.32,12.0,true,2009
14010796614,2,UEIN3,UE Méthodologique-INF3,2,4.0,2MIAS173,Méthodologie,10.00,4.0,true,2009
14010796614,2,UEIN4,UE Fondamental-INF4,8,16.0,2MIAS174,Fondamental,8.43,0.0,false,2009
14010796614,2,UEIN5,UE Fondamental-INF5,6,12.0,2MIAS174,Fondamental,9.49,4.0,false,2009
14010696481,2,UEIN2,UE Fondamental-INF2,6,12.0,2MIAS173,Fondamental,10.87,12.0,true,2008
14010696481,2,UEIN3,UE Méthodologique-INF3,2,4.0,2MIAS173,Méthodologie,10.75,4.0,true,2007
14010696481,2,UEIN4,UE Fondamental-INF4,8,16.0,2MIAS174,Fondamental,10.71,16.0,true,2008
14010696481,2,UEIN5,UE Fondamental-INF5,6,12.0,2MIAS174,Fondamental,9.06,4.0,false,2008
14010696481,2,UEIN6,UE Méthodologique-INF6,1,2.0,2MIAS174,Méthodologique,10.00,2.0,true,2007
14010696484,1,UEF11,Unite enseignement fondamental,5,15.0,1MIAS171,Fondamental,3.89,0.0,false,2009
14010696484,1,UED,Unite enseignement decouverte ,3,9.0,1MIAS171,Découverte,7.12,6.0,false,2009
14010696484,1,UEM ,Unite ensgnement methodo,3,6.0,1MIAS171,Transversal,14.00,6.0,true,2006
14010696484,1,UEF21,Unite Fondamentale 21,4,12.0,1MIAS172,Fondamental,10.06,12.0,true,2006
14010696484,1,UEF22,Unite fondamentale 22,4,12.0,1MIAS172,Fondamental,9.00,3.0,false,2006
14010696484,1,UED23,Unite decouverte 23 ,2,4.0,1MIAS172,Découverte,13.00,4.0,true,2006
14010696484,2,UEIN1,UE Fondamental -INF1,7,14.0,2MIAS173,Fondamental,10.28,14.0,true,2008
14010696484,2,UEIN2,UE Fondamental-INF2,6,12.0,2MIAS173,Fondamental,9.20,4.0,false,2008
14010696484,2,UEIN3,UE Méthodologique-INF3,2,4.0,2MIAS173,Méthodologie,12.50,4.0,true,2007
14010696484,2,UEIN4,UE Fondamental-INF4,8,16.0,2MIAS174,Fondamental,7.41,5.0,false,2009
14010696484,2,UEIN5,UE Fondamental-INF5,6,12.0,2MIAS174,Fondamental,4.55,4.0,false,2009
14010696484,2,UEIN6,UE Méthodologique-INF6,1,2.0,2MIAS174,Méthodologique,10.00,2.0,true,2007
14010796614,2,UEIN6,UE Méthodologique-INF6,1,2.0,2MIAS174,Méthodologique,8.00,0.0,false,2009
14010796618,2,MG7,UEF1 ( MG7 ),15,15.0,2MIAS183,Fondamental,7.85,0.0,false,2009
14010796618,2,MG8,UEM1 ( MG8 ),13,13.0,2MIAS183,Méthodologique,7.95,0.0,false,2009
14010796618,2,MG9,UED1 ( MG9 ),02,2.0,2MIAS183,Découverte,10.50,2.0,true,2009
14010796618,2,MG10,UEF1 ( MG10 ),14,14.0,2MIAS184,Fondamental,8.55,4.0,false,2009
14010796618,2,MG11,UEM1 ( MG11 ),13,13.0,2MIAS184,Méthodologique,10.47,13.0,true,2009
14010796618,2,MG12,UE Transvesales ( MG12 ),3,3.0,2MIAS184,Transversal,10.00,3.0,true,2009
14010796640,3,UE13,Unité Enseignement INF 07,3,18.0,3MIAS175,Fondamental,0.00,0.0,false,2009
14010796640,3,UE14,Unité Enseignement INF 08,2,12.0,3MIAS175,Fondamental,0.00,0.0,false,2009
14010796640,3,UE15,Unité Fondamentale INF9,1,10.0,3MIAS176,Fondamental,0.00,0.0,false,2009
14010796640,3,UE16,Projet PFE,2,20.0,3MIAS176,Fondamental,0.00,0.0,false,2009
14010796642,2,MG7,UEF1 ( MG7 ),15,15.0,2MIAS183,Fondamental,10.98,15.0,true,2009
