N°Ins,Réf_Cours,examen,rattrapage,Conference,seminaire,TD,TP,stage,Projet,autre_Ctl,Moy_CC,Moy_Module,Aquit,Option,ratt,exclu_matière,scholar_year
14010696402,PFE,15.5,,,,,,,,,20.0,15.50,false,false,false,false,2010
14010696402,PROGP,10,,,,,,,,,5.0,10.00,false,true,false,false,2010
14010696402,REC-F,2.5,,,,,,,,,0.0,2.50,false,true,false,false,2010
14010696402,SYS-D,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696403,Comp,8,,,,12,13,,,,6.0,10.25,false,false,false,false,2010
14010696403,crypt,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696403,DIG,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696403,I G C,8.5,,,,,,,,,0.0,8.50,false,true,false,false,2010
14010696403,P_Log,2.75,,,,18,,,,,0.0,7.94,false,false,false,false,2010
14010696403,RES,5,,,,10,,,,,0.0,6.70,false,false,false,false,2010
14010696403,SYS E,8.5,,,,9,12,,,,0.0,9.50,false,false,false,false,2010
14010696403,Th_Gr,12.5,,,,11.5,,,,,4.0,12.16,false,false,false,false,2010
14010696403,BDD-A,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696403,PFE,16,,,,,,,,,20.0,16.00,false,false,false,false,2010
14010696437,Comp,10,,,,9,11,,,,6.0,10.00,false,false,false,false,2010
14010696434,Th_Gr,14.5,,,,,,,,,0.0,9.57,false,false,false,false,2010
14010696434,SYS E,9,,,,,10,,,,0.0,7.00,false,false,false,false,2010
14010696434,crypt,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696434,DIG,11.5,,,,,,,,,4.0,11.50,false,true,false,false,2010
14010696434,I G C,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696434,Comp,10,,,,10,10,,,,6.0,10.00,false,false,false,false,2010
14010696434,P_Log,17.5,,,,10,,,,,4.0,14.95,false,false,false,false,2010
14010696434,PROGP,10,,,,,,,,,5.0,10.00,false,true,false,false,2010
14010696434,SYS-D,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696434,REC-F,10.5,,,,,,,,,5.0,10.50,false,true,false,false,2010
14010696437,crypt,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696437,DIG,10,,,,,,,,,4.0,10.00,false,true,false,false,2010
14010696437,I G C,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696437,P_Log,10.75,,,,16,,,,,4.0,12.54,false,false,false,false,2010
14010696437,RES,3,,,,6,,,,,0.0,4.02,false,false,false,false,2010
14010696437,SYS E,3,,,,8,12,,,,0.0,6.50,false,false,false,false,2010
14010696437,Th_Gr,14.5,,,,14,,,,,4.0,14.33,false,false,false,false,2010
14010696437,BDD-A,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696437,PFE,15,,,,,,,,,20.0,15.00,false,false,false,false,2010
14010696437,PROGP,10,,,,,,,,,5.0,10.00,false,true,false,false,2010
14010696437,REC-F,5,,,,,,,,,0.0,5.00,false,true,false,false,2010
14010696437,SYS-D,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696447,Comp,10,,,,8,14,,,,6.0,10.50,false,false,false,false,2010
14010696447,crypt,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696447,DIG,14,,,,,,,,,4.0,14.00,false,true,false,false,2010
14010696447,I G C,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696447,P_Log,6.75,,,,18,,,,,4.0,10.58,false,false,false,false,2010
14010696447,RES,5,,,,5,,,,,0.0,5.00,false,false,false,false,2010
14010696447,SYS E,8.5,,,,9.25,12,,,,0.0,9.57,false,false,false,false,2010
14010696447,Th_Gr,9.5,,,,10,,,,,0.0,9.67,false,false,false,false,2010
14010696447,BDD-A,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696447,PFE,13.5,,,,,,,,,20.0,13.50,false,false,false,false,2010
14010696447,PROGP,11,,,,,,,,,5.0,11.00,false,true,false,false,2010
14010696447,REC-F,4,,,,,,,,,0.0,4.00,false,true,false,false,2010
14010696447,SYS-D,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696498,Comp,9.5,,,,9,,,,,0.0,7.00,false,false,false,false,2010
14010696498,crypt,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696498,DIG,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696498,I G C,12.5,,,,,,,,,4.0,12.50,false,true,false,false,2010
14010696434,BDD-A,10.00,,,,,,,,,5.0,10.00,false,false,false,false,2010
14010696449,STRM,9,11,,,0,,,,,0.0,7.26,false,false,true,false,2010
14010696449,Info2,5,,,,,,,,,0.0,2.50,false,false,false,false,2010
14010696449,ALG3,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696449,ANN1,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696449,LANE,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696449,HISM,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696449,ALG4,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696449,ANL4,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696449,ANLC,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696449,GEOM,,,,,,,,,,0.0,0.00,false,false,true,false,2010
14010696449,ANN2,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696449,APMD,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696498,P_Log,17.5,,,,15,,,,,4.0,16.65,false,false,false,false,2010
14010696498,RES,13,,,,8.5,,,,,6.0,11.47,false,false,false,false,2010
14010696498,SYS E,10.5,,,,8,13,,,,6.0,10.50,false,false,false,false,2010
14010696498,Th_Gr,13.5,,,,9,,,,,4.0,11.97,false,false,false,false,2010
14010696498,BDD-A,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696498,PFE,18,,,,,,,,,20.0,18.00,false,false,false,false,2010
14010696498,PROGP,5,,,,,,,,,0.0,5.00,false,true,false,false,2010
14010696498,REC-F,11,,,,,,,,,5.0,11.00,false,true,false,false,2010
14010696498,SYS-D,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696505,Comp,6.5,13,,,5,11,,,,6.0,10.50,false,false,true,false,2010
14010696505,crypt,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696505,DIG,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696505,I G C,8,,,,,,,,,0.0,8.00,false,true,false,false,2010
14010696505,P_Log,10.5,,,,17,,,,,4.0,12.71,false,false,false,false,2010
14010696505,RES,3,6,,,8,,,,,0.0,6.68,false,false,true,false,2010
14010696505,SYS E,3.25,7,,,7.5,10,,,,0.0,7.88,false,false,true,false,2010
14010696505,Th_Gr,12.5,,,,6,,,,,4.0,10.29,false,false,false,false,2010
14010696505,BDD-A,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696505,PFE,16,,,,,,,,,20.0,16.00,false,false,false,false,2010
14010696505,PROGP,10,,,,,,,,,5.0,10.00,false,true,false,false,2010
14010696505,REC-F,2,,,,,,,,,0.0,2.00,false,true,false,false,2010
14010696505,SYS-D,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796545,Comp,8,,,,11,15,,,,6.0,10.50,false,false,false,false,2010
14010796545,crypt,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796545,DIG,10,,,,,,,,,4.0,10.00,false,true,false,false,2010
14010796545,I G C,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796545,P_Log,12,,,,17,,,,,4.0,13.70,false,false,false,false,2010
14010796545,RES,6,,,,7,,,,,0.0,6.34,false,false,false,false,2010
14010696450,ALG1,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696450,Analy,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696450,Mecaq,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696450,Elect,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696450,ARCH,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696450,AN,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696450,P-S,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696450,L-M,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696450,ANG,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696450,ITM,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696450,Algo2,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696450,B-D,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696450,T-L,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696450,G-L,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696456,ARCH,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696456,ALGO,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696456,P-S,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696456,L-M,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696456,Algo2,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696456,B-D,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696456,T-L,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696456,P-L,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696459,Th_Gr,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696459,SYS E,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696459,crypt,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696459,DIG,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696459,I G C,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796545,SYS E,4.25,,,,8,14.5,,,,0.0,7.75,false,false,false,false,2010
14010796545,Th_Gr,12,,,,10,,,,,4.0,11.32,false,false,false,false,2010
14010796545,BDD-A,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796545,PFE,18,,,,,,,,,20.0,18.00,false,false,false,false,2010
14010796545,PROGP,10,,,,,,,,,5.0,10.00,false,true,false,false,2010
14010796545,REC-F,1,,,,,,,,,0.0,1.00,false,true,false,false,2010
14010796545,SYS-D,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796567,Comp,7.5,,,,10.5,12,,,,0.0,9.38,false,false,false,false,2010
14010796567,crypt,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796567,DIG,14,,,,,,,,,4.0,14.00,false,true,false,false,2010
14010796567,I G C,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796567,P_Log,6,,,,18,,,,,4.0,10.08,false,false,false,false,2010
14010796567,RES,11.5,,,,9,,,,,6.0,10.65,false,false,false,false,2010
14010696459,Comp,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696459,RES,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696459,P_Log,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696459,PROGP,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696459,SYS-D,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696459,BDD-A,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696459,REC-F,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696459,PFE,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796567,SYS E,5.75,,,,8.75,14,,,,0.0,8.57,false,false,false,false,2010
14010796567,Th_Gr,12,,,,8,,,,,4.0,10.64,false,false,false,false,2010
14010796567,BDD-A,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796567,PFE,16.5,,,,,,,,,20.0,16.50,false,false,false,false,2010
14010796567,PROGP,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796567,REC-F,10,,,,,,,,,5.0,10.00,false,true,false,false,2010
14010796567,SYS-D,3,,,,10,,,,,0.0,5.38,false,true,false,false,2010
14010796569,Comp,6.5,,,,11,13,,,,0.0,9.25,false,false,false,false,2010
14010796569,crypt,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796569,DIG,14.5,,,,,,,,,4.0,14.50,false,true,false,false,2010
14010796569,I G C,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796569,P_Log,12,,,,16,,,,,4.0,13.36,false,false,false,false,2010
14010796569,RES,5,,,,11,,,,,0.0,7.04,false,false,false,false,2010
14010796569,SYS E,4.5,,,,10,12,,,,0.0,7.75,false,false,false,false,2010
14010796569,Th_Gr,11,,,,13,,,,,4.0,11.68,false,false,false,false,2010
14010796569,BDD-A,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796569,PFE,15.5,,,,,,,,,20.0,15.50,false,false,false,false,2010
14010796569,PROGP,11,,,,,,,,,5.0,11.00,false,true,false,false,2010
14010796569,REC-F,5,,,,,,,,,0.0,5.00,false,true,false,false,2010
14010796569,SYS-D,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796575,Comp,10.5,,,,11,13,,,,6.0,11.25,false,false,false,false,2010
14010796575,crypt,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796575,DIG,16,,,,,,,,,4.0,16.00,false,true,false,false,2010
14010796575,I G C,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796575,P_Log,11.5,,,,15,,,,,4.0,12.69,false,false,false,false,2010
14010796575,RES,7,,,,15,,,,,0.0,9.72,false,false,false,false,2010
14010796575,SYS E,9,,,,9.25,12,,,,0.0,9.82,false,false,false,false,2010
14010796575,Th_Gr,15.5,,,,13,,,,,4.0,14.65,false,false,false,false,2010
14010796575,BDD-A,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796575,PFE,16,,,,,,,,,20.0,16.00,false,false,false,false,2010
14010796575,PROGP,11,,,,,,,,,5.0,11.00,false,true,false,false,2010
14010796575,REC-F,3,,,,,,,,,0.0,3.00,false,true,false,false,2010
14010796575,SYS-D,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696474,ARCH,,5,,,,,,,,0.0,3.30,false,false,true,false,2010
14010696474,ALGO,,3,,,,,,,,0.0,1.50,false,false,true,false,2010
14010696474,P-S,10,,,,10,,,,,4.0,10.00,false,false,false,false,2010
14010696474,L-M,,2,,,,,,,,0.0,1.32,false,false,true,false,2010
14010696474,Algo2,6,,,,3,3.33,,,,0.0,4.59,false,false,false,false,2010
14010696474,Algé2,,1,,,10,,,,,0.0,4.06,false,false,true,false,2010
14010796586,Comp,7.5,,,,12,13,,,,6.0,10.00,false,false,false,false,2010
14010796586,crypt,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796586,DIG,19,,,,,,,,,4.0,19.00,false,true,false,false,2010
14010796586,I G C,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796586,P_Log,14.5,,,,16,,,,,4.0,15.01,false,false,false,false,2010
14010796586,RES,13,,,,14.5,,,,,6.0,13.51,false,false,false,false,2010
14010796586,SYS E,9.5,,,,9,14.5,,,,6.0,10.63,false,false,false,false,2010
14010796586,Th_Gr,15,,,,7,,,,,4.0,12.28,false,false,false,false,2010
14010796586,BDD-A,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796586,PFE,16.5,,,,,,,,,20.0,16.50,false,false,false,false,2010
14010796586,PROGP,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796586,REC-F,1,,,,,,,,,0.0,1.00,false,true,false,false,2010
14010796586,SYS-D,3.5,,,,10,,,,,0.0,5.71,false,true,false,false,2010
14010796594,Comp,12,,,,10.5,15,,,,6.0,12.38,false,false,false,false,2010
14010796594,crypt,11.5,,,,,,,,,4.0,11.50,false,true,false,false,2010
14010796594,DIG,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796594,I G C,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796594,P_Log,14.5,,,,15,,,,,4.0,14.67,false,false,false,false,2010
14010796594,RES,3,,,,5,,,,,0.0,3.68,false,false,false,false,2010
14010796594,SYS E,2,,,,8.25,12,,,,0.0,6.07,false,false,false,false,2010
14010796594,Th_Gr,5,,,,6.5,,,,,0.0,5.51,false,false,false,false,2010
14010796594,BDD-A,5,,,,,,,,,0.0,5.00,false,true,false,false,2010
14010796594,PFE,15.5,,,,,,,,,20.0,15.50,false,false,false,false,2010
14010796594,PROGP,8,,,,,,,,,0.0,8.00,false,true,false,false,2010
14010796594,REC-F,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796594,SYS-D,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796598,Comp,12.5,,,,11,13,,,,6.0,12.25,false,false,false,false,2010
14010796598,crypt,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796598,DIG,14.5,,,,,,,,,4.0,14.50,false,true,false,false,2010
14010796598,I G C,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796598,P_Log,12.5,,,,16,,,,,4.0,13.69,false,false,false,false,2010
14010796598,RES,3,,,,5,,,,,0.0,3.68,false,false,false,false,2010
14010796598,SYS E,8,,,,9,12,,,,0.0,9.25,false,false,false,false,2010
14010796598,Th_Gr,14,,,,11.5,,,,,4.0,13.15,false,false,false,false,2010
14010696474,P-L,9,,,,13,,,,,4.0,10.36,false,false,false,false,2010
14010696474,G-L,6,,,,12,,,,,0.0,8.04,false,false,false,false,2010
14010696474,Info2,,2,,,12.5,12,,,,0.0,7.13,false,false,true,false,2010
14010696474,Agl,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796598,BDD-A,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796598,PFE,16,,,,,,,,,20.0,16.00,false,false,false,false,2010
14010796598,PROGP,11,,,,,,,,,5.0,11.00,false,true,false,false,2010
14010796598,REC-F,5,,,,,,,,,0.0,5.00,false,true,false,false,2010
14010796598,SYS-D,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796606,ALGO,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796606,AN,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796606,ANG,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796606,ARCH,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796606,ITM,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796606,L-M,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796606,P-S,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796606,SI,,,,,0,,,,,0.0,0.00,false,false,false,false,2010
14010796606,Algo2,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796606,ANG2,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796606,B-D,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796606,G-L,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796606,P-L,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796606,SD,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796606,T-L,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796643,Comp,10.5,,,,10,11,,,,6.0,10.50,false,false,false,false,2010
14010796643,crypt,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796643,DIG,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796643,I G C,12,,,,,,,,,4.0,12.00,false,true,false,false,2010
14010796643,P_Log,10.5,,,,20,,,,,4.0,13.73,false,false,false,false,2010
14010796643,RES,5,,,,7,,,,,0.0,5.68,false,false,false,false,2010
14010796643,SYS E,6.5,,,,8.5,14,,,,0.0,8.88,false,false,false,false,2010
14010796643,Th_Gr,13,,,,8.5,,,,,4.0,11.47,false,false,false,false,2010
14010796643,BDD-A,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796643,PFE,14,,,,,,,,,20.0,14.00,false,false,false,false,2010
14010796643,PROGP,10,,,,,,,,,5.0,10.00,false,true,false,false,2010
14010796643,REC-F,7,,,,,,,,,0.0,7.00,false,true,false,false,2010
14010796643,SYS-D,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796644,Comp,10.5,,,,11,13,,,,6.0,11.25,false,false,false,false,2010
14010796644,crypt,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796644,DIG,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796644,I G C,10,,,,,,,,,4.0,10.00,false,true,false,false,2010
14010696481,SYS E,7,5.5,,,,10,,,,0.0,6.00,false,false,false,false,2010
14010696481,Comp,10,,,,10,10,,,,6.0,10.00,false,false,false,false,2010
14010696481,RES,13,,,,11,,,,,6.0,12.32,false,false,false,false,2010
14010696481,PROGP,10,,,,,,,,,5.0,10.00,false,true,false,false,2010
14010696481,SYS-D,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696481,BDD-A,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696481,REC-F,11,,,,,,,,,5.0,11.00,false,true,false,false,2010
14010696484,ALG1,,,,,3.75,,,,,0.0,1.28,false,false,false,false,2010
14010696484,Analy,,,,,4,,,,,0.0,1.36,false,false,false,false,2010
14010696484,Mecaq,,,,,4,,,,,0.0,1.36,false,false,false,false,2010
14010696484,info,,,,,11,12,,,,0.0,5.75,false,false,false,false,2010
14010696484,Algo2,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696484,B-D,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696484,T-L,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696484,G-L,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796644,P_Log,12.75,,,,15,,,,,4.0,13.52,false,false,false,false,2010
14010796644,RES,6,,,,9,,,,,0.0,7.02,false,false,false,false,2010
14010796644,SYS E,7,,,,9,12.5,,,,0.0,8.88,false,false,false,false,2010
14010796644,Th_Gr,13.5,,,,7.5,,,,,4.0,11.46,false,false,false,false,2010
14010796644,BDD-A,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796644,PFE,17,,,,,,,,,20.0,17.00,false,false,false,false,2010
14010796644,PROGP,10,,,,,,,,,5.0,10.00,false,true,false,false,2010
14010796644,REC-F,12,,,,,,,,,5.0,12.00,false,true,false,false,2010
14010796644,SYS-D,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796647,Comp,3,,,,,13,,,,0.0,4.75,false,false,false,false,2010
14010796647,crypt,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796647,DIG,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796647,I G C,,,,,,,,,,0.0,0.00,false,true,false,false,2010
14010796647,P_Log,5,,,,15,,,,,0.0,8.40,false,false,false,false,2010
14010796647,RES,4,,,,5,,,,,0.0,4.34,false,false,false,false,2010
14010796647,SYS E,5,,,,9.25,13.5,,,,0.0,8.19,false,false,false,false,2010
14010796647,Th_Gr,8,,,,8.5,,,,,0.0,8.17,false,false,false,false,2010
14010796647,BDD-A,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796647,PFE,0,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796647,PROGP,,,,,,,,,,0.0,0.00,false,true,false,false,2010
14010796647,REC-F,,,,,,,,,,0.0,0.00,false,true,false,false,2010
14010796647,SYS-D,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796651,Comp,10,,,,10,10,,,,6.0,10.00,false,false,false,false,2010
14010796651,crypt,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796651,DIG,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696492,ARCH,13,,,,10,,,,,5.0,11.98,false,false,false,false,2010
14010696492,Mecaq,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696492,ALGO,6,,,,5.25,7.5,,,,0.0,6.19,false,false,false,false,2010
14010696492,Elect,,,,,2,,,,,0.0,0.68,false,false,false,false,2010
14010696492,SI,13.5,,,,6,,,,,4.0,10.95,false,false,false,false,2010
14010696492,P-S,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696492,L-M,11.5,,,,5,,,,,0.0,9.29,false,false,false,false,2010
14010696492,ANG,8,,,,,,,,,0.0,8.00,false,false,false,false,2010
14010696492,ITM,4,7.5,,,,,,,,0.0,7.50,false,false,true,false,2010
14010696492,Algo2,6,3,,,6.67,5.33,,,,0.0,6.00,false,false,false,false,2010
14010696492,B-D,7.5,,,,11,15,,,,6.0,10.25,false,false,false,false,2010
14010696492,SD,11,,,,10,10,,,,5.0,10.50,false,false,false,false,2010
14010696492,T-L,7,5.5,,,9,,,,,0.0,7.68,false,false,false,false,2010
14010696492,P-L,2,9,,,,,,,,0.0,5.94,false,false,true,false,2010
14010696492,G-L,10,,,,10,,,,,4.0,10.00,false,false,false,false,2010
14010696492,ANG2,15,,,,,,,,,2.0,15.00,false,false,false,false,2010
14010696492,TEC1,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010696492,ALG1,,4,,,9.5,,,,,0.0,5.87,false,false,true,false,2010
14010796651,I G C,11.5,,,,,,,,,4.0,11.50,false,true,false,false,2010
14010796651,P_Log,7.75,,,,18,,,,,4.0,11.24,false,false,false,false,2010
14010796651,RES,9,,,,7.5,,,,,0.0,8.49,false,false,false,false,2010
14010796651,SYS E,9,,,,10.25,10,,,,0.0,9.57,false,false,false,false,2010
14010796651,Th_Gr,12,,,,8,,,,,4.0,10.64,false,false,false,false,2010
14010796651,BDD-A,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796651,PFE,15,,,,,,,,,20.0,15.00,false,false,false,false,2010
14010796651,PROGP,8,,,,,,,,,0.0,8.00,false,true,false,false,2010
14010796651,REC-F,7.5,,,,,,,,,0.0,7.50,false,true,false,false,2010
14010796651,SYS-D,,,,,,,,,,0.0,0.00,false,false,false,false,2010
14010796671,Comp,9.5,,,,6,10,,,,0.0,8.75,false,false,false,false,2010
