N°Ins,Code_UE,credit_obtenu,Moy_UE,Aquit,exclu_ue
14010896700,UE14,12.0,14.57,false,false
14010896700,UE15,0.0,6.50,false,false
14010896700,UE16,20.0,18.00,false,false
14010896701,UE13,18.0,12.92,false,false
14010896701,UE14,12.0,14.85,false,false
14010896701,UE15,10.0,13.18,false,false
14010896701,UE16,20.0,18.00,false,false
14010896703,UE13,6.0,8.26,false,false
14010896703,UE14,12.0,11.72,false,false
14010896703,UE15,10.0,10.00,false,false
14010896703,UE16,20.0,16.50,false,false
14010896715,MG7,0.0,0.00,false,false
14010896715,MG8,0.0,0.00,false,false
14010896715,MG9,0.0,0.00,false,false
14010896715,MG10,0.0,0.00,false,false
14010896715,MG11,0.0,0.00,false,false
14010896715,MG12,0.0,0.00,false,false
14010896717,UE13,12.0,9.69,false,false
14010896717,UE14,12.0,14.33,false,false
14010896717,UE15,10.0,12.00,false,false
14010896717,UE16,20.0,15.00,false,false
14010896719,UE13,6.0,8.63,false,false
14010896719,UE14,12.0,14.06,false,false
14010896719,UE15,10.0,12.02,false,false
14010896719,UE16,20.0,17.00,false,false
14010896720,UE13,6.0,9.51,false,false
14010896720,UE14,12.0,12.93,false,false
14010896720,UE15,10.0,10.00,false,false
14010896720,UE16,20.0,18.00,false,false
14010896723,UE13,18.0,15.91,false,false
14010896723,UE14,12.0,15.35,false,false
14010896723,UE15,10.0,13.17,false,false
14010896723,UE16,20.0,15.50,false,false
14010896725,UE13,0.0,7.44,false,false
14010896725,UE14,12.0,11.33,false,false
14010896725,UE15,5.0,5.50,false,false
,,0.0,0,false,false
14010696401,UEIN1,0.0,0.00,false,false
14010696401,UEIN2,0.0,0.00,false,false
14010696401,UEIN3,0.0,0.00,false,false
14010696401,UEIN4,0.0,0.00,false,false
14010696401,UEIN5,0.0,0.00,false,false
14010696401,UEIN6,0.0,0.00,false,false
14010696402,UED,6.0,9.52,false,false
14010696402,UE13,6.0,7.83,false,false
14010696402,UE14,12.0,10.93,false,false
14010696402,UE15,5.0,6.25,false,false
14010696402,UE16,20.0,15.50,false,false
14010696403,UE13,6.0,8.82,false,false
14010696403,UE14,4.0,9.53,false,false
14010696403,UE15,5.0,6.00,false,false
14010696403,UE16,20.0,16.00,false,false
14010896725,UE16,20.0,15.00,false,false
14010896727,UE13,18.0,10.91,false,false
14010896727,UE14,12.0,14.39,false,false
14010896727,UE15,10.0,11.00,false,false
14010896727,UE16,20.0,16.50,false,false
14010896729,UE13,6.0,9.24,false,false
14010896729,UE14,12.0,13.39,false,false
14010896729,UE15,10.0,10.00,false,false
14010896729,UE16,20.0,16.50,false,false
14010896731,UEIN1,14.0,10.66,false,false
14010896731,UEIN2,12.0,11.14,false,false
14010896731,UEIN3,4.0,10.00,false,false
14010896731,UEIN4,5.0,8.93,false,false
14010896731,UEIN5,8.0,9.69,false,false
14010896731,UEIN6,2.0,10.00,false,false
14010896733,UE13,18.0,11.24,false,false
14010896733,UE14,12.0,14.73,false,false
14010896733,UE15,10.0,10.48,false,false
14010896733,UE16,20.0,17.50,false,false
14010896734,UE13,18.0,12.12,false,false
14010896734,UE14,12.0,13.73,false,false
14010896734,UE15,10.0,13.02,false,false
14010896734,UE16,20.0,15.50,false,false
14010896735,UE13,18.0,10.19,false,false
14010696529,UEF11,15.0,11.37,false,false
14010696529,UED,3.0,8.51,false,false
14010696529,UEIN4,11.0,9.03,false,false
14010696540,UEIN4,16.0,11.61,false,false
14010696540,UEIN5,12.0,11.73,false,false
14010696540,UEIN6,2.0,16.00,false,false
14010896735,UE14,12.0,13.44,false,false
14010896735,UE15,5.0,8.00,false,false
14010896735,UE16,20.0,15.50,false,false
14010896737,UE13,18.0,13.65,false,false
14010896737,UE14,12.0,14.29,false,false
14010896737,UE15,10.0,12.84,false,false
14010896737,UE16,20.0,17.50,false,false
14010896738,UE13,18.0,13.28,false,false
14010896738,UE14,12.0,14.18,false,false
14010896738,UE15,10.0,15.25,false,false
14010896738,UE16,20.0,17.50,false,false
14010896747,UE13,0.0,6.99,false,false
14010896747,UE14,12.0,11.94,false,false
14010896747,UE15,10.0,10.00,false,false
14010896747,UE16,20.0,14.50,false,false
14010896757,UEIN1,0.0,0.00,false,false
14010896757,UEIN2,0.0,0.00,false,false
14010896757,UEIN3,0.0,0.00,false,false
14010896757,UEIN4,0.0,5.13,false,false
14010896757,UEIN5,0.0,4.78,false,false
14010896757,UEIN6,2.0,14.00,false,false
14010896759,UE13,12.0,9.93,false,false
14010896759,UE14,12.0,13.18,false,false
14010896759,UE15,5.0,7.02,false,false
14010896759,UE16,20.0,16.00,false,false
14010896761,UE13,6.0,8.14,false,false
14010896761,UE14,12.0,10.75,false,false
14010896761,UE15,5.0,9.75,false,false
14010896761,UE16,20.0,18.00,false,false
14010896762,UE13,6.0,9.31,false,false
14010896762,UE14,12.0,14.60,false,false
14010896762,UE15,10.0,10.00,false,false
14010896762,UE16,20.0,15.00,false,false
14010896764,UE13,18.0,12.42,false,false
14010896764,UE14,12.0,15.50,false,false
14010896764,UE15,10.0,11.72,false,false
14010796547,UEF11,12.0,9.17,false,false
14010796547,UED,9.0,10.88,false,false
14010796547,UEIN1,14.0,11.05,false,false
14010796547,UEIN2,0.0,8.09,false,false
14010796551,UEIN1,0.0,0.00,false,false
14010796551,UEIN2,0.0,0.00,false,false
14010796551,UEF11,12.0,8.34,false,false
14010796551,UED,0.0,0.23,false,false
14010796551,UEM ,3.0,5.00,false,false
14010796551,UEF22,6.0,6.19,false,false
14010796551,UED23,2.0,3.83,false,false
14010796551,UEF21,8.0,6.67,false,false
14010796551,UEIN3,0.0,0.00,false,false
14010796551,UEIN4,0.0,0.00,false,false
14010796551,UEIN5,0.0,0.00,false,false
14010796551,UEIN6,0.0,0.00,false,false
14010796554,UEF11,0.0,0.00,false,false
14010796554,UED,0.0,0.00,false,false
14010796554,UEM ,0.0,0.00,false,false
14010796554,UEF22,3.0,2.50,false,false
14010796554,UED23,2.0,3.50,false,false
14010796554,UEF21,0.0,0.00,false,false
14011097493,UED,9.0,12.13,false,false
14011097493,UEF11,15.0,11.03,false,false
14011097493,UEM ,6.0,10.00,false,false
14010896764,UE16,20.0,16.00,false,false
14010896765,UE13,6.0,7.97,false,false
14010896765,UE14,12.0,10.34,false,false
14010896765,UE15,5.0,6.00,false,false
14010896765,UE16,20.0,15.50,false,false
14010896766,UE13,0.0,8.24,false,false
14010896766,UE14,12.0,11.66,false,false
14010896766,UE15,10.0,11.25,false,false
14010896766,UE16,20.0,17.00,false,false
14010896768,UE13,0.0,8.54,false,false
14010896768,UE14,12.0,13.21,false,false
14010896768,UE15,0.0,8.00,false,false
14010896768,UE16,20.0,17.00,false,false
14010896779,UE13,6.0,8.54,false,false
14010896779,UE14,0.0,8.25,false,false
14010896779,UE15,10.0,10.36,false,false
14010896779,UE16,20.0,16.00,false,false
14010796560,UE13,6.0,8.34,false,false
14010796560,UE14,12.0,13.06,false,false
14010796560,UE15,5.0,8.00,false,false
14010796560,UE16,20.0,14.25,false,false
14010796560,UED,9.0,10.24,false,false
14011097493,UED23,2.0,6.33,false,false
14011097493,UEF21,0.0,8.40,false,false
14011097493,UEF22,0.0,5.69,false,false
14010896780,UE13,18.0,15.53,false,false
14010896780,UE14,12.0,15.96,false,false
14010896780,UE15,10.0,15.16,false,false
14010896780,UE16,20.0,17.25,false,false
14010896781,UE13,18.0,13.11,false,false
14010896781,UE14,12.0,14.34,false,false
14010896781,UE15,10.0,14.49,false,false
14010896781,UE16,20.0,17.50,false,false
14010896782,UEIN1,14.0,10.22,false,false
14010896782,UEIN2,0.0,8.25,false,false
14010896782,UEIN3,4.0,14.00,false,false
14010896782,UEIN4,16.0,10.38,false,false
14010896782,UEIN5,0.0,8.81,false,false
14010896782,UEIN6,2.0,17.00,false,false
14010896783,UE13,0.0,7.52,false,false
14010896783,UE14,12.0,13.12,false,false
14010896783,UE15,0.0,6.00,false,false
14010896783,UE16,20.0,14.50,false,false
14010896787,UE13,6.0,7.72,false,false
14010896787,UE14,12.0,11.34,false,false
14010896787,UE15,5.0,9.00,false,false
14010896787,UE16,20.0,16.00,false,false
14010896794,UE13,18.0,12.32,false,false
14010896794,UE14,12.0,14.16,false,false
14010896794,UE15,10.0,12.55,false,false
14010896794,UE16,20.0,17.50,false,false
14010896803,UE13,18.0,11.25,false,false
14010896803,UE14,12.0,15.55,false,false
14010997029,MG7,0.0,0.00,false,false
14010997029,MG8,0.0,0.00,false,false
14010997029,MG9,0.0,0.00,false,false
14010997029,MG10,0.0,0.00,false,false
14011097419,UEM ,6.0,12.25,false,false
14011097419,UED23,6.0,11.50,false,false
14011097419,UEF21,4.0,9.02,false,false
14011097419,UEF22,3.0,7.27,false,false
14011097420,UED,9.0,12.40,false,false
14011097420,UEF11,15.0,11.32,false,false
14011097420,UEM ,6.0,11.25,false,false
14011097420,UED23,4.0,9.50,false,false
14011097420,UEF21,0.0,6.81,false,false
14011097420,UEF22,0.0,8.70,false,false
14011097421,UED,3.0,7.16,false,false
14011097421,UEF11,0.0,6.58,false,false
14011097421,UEM ,3.0,9.25,false,false
14011097421,UED23,0.0,4.00,false,false
14011097421,UEF21,0.0,5.81,false,false
14011097421,UEF22,0.0,2.07,false,false
14011097422,UED,9.0,12.35,false,false
14011097422,UEF11,15.0,10.23,false,false
14011097422,UEM ,6.0,12.25,false,false
14011097422,UED23,6.0,11.33,false,false
14011097422,UEF21,0.0,6.28,false,false
14011097422,UEF22,12.0,11.25,false,false
14011097423,UED,0.0,0.00,false,false
14011097423,UEF11,0.0,0.00,false,false
14011097423,UEM ,0.0,0.00,false,false
14011097423,UED23,0.0,0.00,false,false
14011097423,UEF21,0.0,0.00,false,false
14011097423,UEF22,0.0,0.00,false,false
14011097425,UED,9.0,10.64,false,false
14011097425,UEF11,9.0,9.68,false,false
14011097425,UEM ,6.0,10.00,false,false
14011097425,UED23,6.0,10.00,false,false
14011097425,UEF21,8.0,8.75,false,false
14011097425,UEF22,3.0,7.63,false,false
14011097427,UED,0.0,6.16,false,false
14011097427,UEF11,0.0,6.65,false,false
14011097427,UEM ,3.0,9.25,false,false
14011097427,UED23,0.0,4.33,false,false
14011097427,UEF21,0.0,2.68,false,false
14011097427,UEF22,0.0,1.87,false,false
14011097429,UED,3.0,8.43,false,false
14011097429,UEF11,0.0,7.18,false,false
14011097429,UEM ,6.0,10.25,false,false
14010796588,UEF11,6.0,6.29,false,false
14010796588,UED,0.0,1.81,false,false
14010796588,UEM ,3.0,5.25,false,false
14010796588,UED23,2.0,3.33,false,false
14010796588,MG8,0.0,0.00,false,false
14010796588,MG10,0.0,0.00,false,false
14010796588,MG11,4.0,3.60,false,false
14010796588,MG12,0.0,0.00,false,false
14010796589,UEIN1,0.0,0.00,false,false
14010896803,UE15,10.0,11.00,false,false
14010896803,UE16,20.0,15.00,false,false
14010896806,UE13,6.0,8.11,false,false
14010896806,UE14,12.0,10.90,false,false
14010896806,UE15,5.0,7.00,false,false
14010896806,UE16,20.0,13.50,false,false
14010896814,UE13,6.0,7.64,false,false
14010896814,UE14,12.0,13.29,false,false
14010896814,UE15,5.0,8.50,false,false
14010896814,UE16,20.0,18.00,false,false
14010896821,UEIN1,5.0,9.06,false,false
14010896821,UEIN2,12.0,10.89,false,false
14010896821,UEIN3,2.0,9.00,false,false
14010896821,UEIN4,5.0,8.55,false,false
14010896821,UEIN5,12.0,10.73,false,false
14010896821,UEIN6,2.0,15.00,false,false
14010896824,UE13,6.0,8.38,false,false
14010896824,UE14,12.0,13.67,false,false
14010896824,UE15,5.0,6.25,false,false
14010896824,UE16,20.0,17.00,false,false
14010896825,UE13,6.0,7.99,false,false
14010896825,UE14,12.0,12.04,false,false
14010896825,UE15,0.0,7.25,false,false
14010896825,UE16,20.0,14.00,false,false
14010896826,MG7,0.0,0.00,false,false
14010896826,MG8,0.0,0.00,false,false
14010896826,MG9,0.0,0.00,false,false
14010896826,MG10,0.0,0.00,false,false
14010896826,MG11,0.0,0.00,false,false
14010896826,MG12,0.0,0.00,false,false
14010896830,UE13,18.0,11.12,false,false
14010896830,UE14,12.0,14.11,false,false
14010896830,UE15,10.0,10.00,false,false
14010796589,UEIN2,0.0,0.00,false,false
14010796589,UEIN3,0.0,0.00,false,false
14010796589,UEIN4,0.0,0.00,false,false
14010796589,UEIN5,0.0,0.00,false,false
14010796589,UEIN6,0.0,0.00,false,false
14010796589,UEF11,6.0,4.51,false,false
14010796589,UEF22,3.0,5.48,false,false
14010796589,UED23,2.0,3.67,false,false
14010796589,UEF21,8.0,7.67,false,false
14010796593,UEF11,0.0,2.97,false,false
14010796593,UED,3.0,6.22,false,false
14010796593,UEIN1,0.0,0.00,false,false
14010796593,UEIN2,0.0,0.00,false,false
14010796593,UEIN3,0.0,0.00,false,false
14010796593,UEIN4,0.0,0.00,false,false
14010796593,UEIN5,0.0,0.00,false,false
14010796593,UEIN6,0.0,0.00,false,false
14010796595,UEF11,6.0,6.01,false,false
14010796595,UED,6.0,8.15,false,false
14010796595,UEF22,3.0,5.65,false,false
14010796595,UEF21,4.0,3.50,false,false
14010796595,UEIN1,4.0,3.95,false,false
14010796595,UEIN2,4.0,4.07,false,false
14010796595,UEIN4,5.0,3.26,false,false
14010896830,UE16,20.0,15.00,false,false
14010896831,UE13,6.0,9.49,false,false
14010896831,UE14,12.0,13.05,false,false
14010896831,UE15,5.0,7.00,false,false
14010896831,UE16,20.0,13.00,false,false
14010896834,UE13,6.0,7.95,false,false
14010896834,UE14,12.0,10.96,false,false
14010896834,UE15,5.0,6.50,false,false
14010896834,UE16,20.0,14.00,false,false
14010896835,UE13,0.0,8.55,false,false
14010896835,UE14,12.0,11.22,false,false
14010896835,UE15,5.0,7.00,false,false
14010896835,UE16,20.0,16.50,false,false
14010896836,UEIN1,5.0,8.41,false,false
14010896836,UEIN2,4.0,9.46,false,false
14010896836,UEIN3,4.0,10.00,false,false
14010896836,UEIN4,11.0,9.99,false,false
14010796595,UEIN5,0.0,0.00,false,false
14010796604,UE13,0.0,0.00,false,false
14010796604,UE14,0.0,0.00,false,false
14010796604,UE15,0.0,0.00,false,false
14010796604,UE16,0.0,0.00,false,false
14010796606,UEF11,12.0,9.11,false,false
14010796606,UED,3.0,6.39,false,false
14010796606,UEF22,3.0,5.26,false,false
14010796606,UEF21,4.0,5.37,false,false
14010796607,UEF22,0.0,3.62,false,false
14010796607,UED23,2.0,5.67,false,false
14010796607,MG7,0.0,0.00,false,false
14010796607,MG8,0.0,0.00,false,false
14010796607,MG10,0.0,0.00,false,false
14010796607,MG11,0.0,0.00,false,false
14010796607,MG12,0.0,0.00,false,false
14010896836,UEIN5,4.0,9.68,false,false
14010896836,UEIN6,2.0,15.00,false,false
14010896837,UE13,6.0,8.76,false,false
14010896837,UE14,12.0,13.23,false,false
14010896837,UE15,0.0,4.27,false,false
14010896837,UE16,20.0,12.00,false,false
14010896841,UE13,0.0,7.51,false,false
14010896841,UE14,12.0,12.07,false,false
14010896841,UE15,0.0,6.50,false,false
14010896841,UE16,20.0,15.50,false,false
14010896843,UE13,6.0,8.15,false,false
14010896843,UE14,12.0,10.95,false,false
14010896843,UE15,0.0,7.00,false,false
14010896843,UE16,20.0,15.50,false,false
14010896847,UE13,12.0,9.75,false,false
14010896847,UE14,12.0,12.31,false,false
14010896847,UE15,10.0,10.61,false,false
14010896847,UE16,20.0,18.00,false,false
14010896850,MG7,0.0,0.00,false,false
14010896850,MG8,0.0,0.00,false,false
14010896850,MG9,0.0,0.00,false,false
14010896850,MG10,0.0,0.00,false,false
14010896850,MG11,0.0,0.00,false,false
14010896850,MG12,0.0,0.00,false,false
14010896855,UE13,12.0,9.32,false,false
14010896855,UE14,12.0,13.79,false,false
14010796612,UEIN1,0.0,0.66,false,false
14010796612,UEIN2,0.0,0.00,false,false
14010796612,UEIN3,2.0,5.00,false,false
14010796612,UEIN4,0.0,0.00,false,false
14010796612,UEIN5,0.0,1.24,false,false
14010796612,UEIN6,0.0,0.00,false,false
14010796612,UEF11,0.0,2.46,false,false
14010796612,UED,3.0,4.49,false,false
14010796612,UEM ,3.0,5.00,false,false
14010796614,UEIN1,5.0,9.72,false,false
14010796614,UEIN4,16.0,10.06,false,false
14010796614,UEIN5,12.0,11.21,false,false
14010796614,UEIN6,2.0,15.00,false,false
14010796615,UEF11,6.0,4.30,false,false
14010796615,UED,0.0,0.00,false,false
14010796615,UEM ,3.0,5.00,false,false
14010796615,UEF22,3.0,2.59,false,false
14010796615,UED23,4.0,6.67,false,false
14010896855,UE15,10.0,13.00,false,false
14010896855,UE16,20.0,16.00,false,false
14010896858,UE13,18.0,12.88,false,false
14010896858,UE14,12.0,15.60,false,false
14010896858,UE15,10.0,11.25,false,false
14010896858,UE16,20.0,18.00,false,false
14010896859,UE13,0.0,0.00,false,false
14010896859,UE14,0.0,0.00,false,false
14010896859,UE15,0.0,0.00,false,false
14010896859,UE16,0.0,0.00,false,false
14010896860,UE13,0.0,3.02,false,false
14010896860,UE14,0.0,3.56,false,false
14010896860,UE15,0.0,2.50,false,false
14010896860,UE16,0.0,0.00,false,false
14010896862,UE13,6.0,8.09,false,false
14010896862,UE14,12.0,12.41,false,false
14010896862,UE15,5.0,7.75,false,false
14010896862,UE16,20.0,14.00,false,false
14010996868,MG7,0.0,0.00,false,false
14010996868,MG8,0.0,0.00,false,false
14010996868,MG9,0.0,0.00,false,false
14010996868,MG10,0.0,0.00,false,false
14010996868,MG11,0.0,0.00,false,false
14010796615,UEF21,4.0,3.33,false,false
14010796618,MG7,0.0,0.00,false,false
14010796618,MG8,0.0,0.00,false,false
14010796618,MG10,4.0,3.30,false,false
14010796619,UEIN1,0.0,0.00,false,false
14010796619,UEIN2,0.0,0.00,false,false
14010796619,UEF11,3.0,3.20,false,false
14010796619,UED,3.0,3.67,false,false
14010796619,UED23,2.0,3.67,false,false
14010796619,UEF21,8.0,7.33,false,false
14010796619,UEIN3,0.0,0.00,false,false
14010796619,UEIN4,0.0,0.00,false,false
14010796619,UEIN5,0.0,0.00,false,false
14010796619,UEIN6,0.0,0.00,false,false
14010996868,MG12,0.0,0.00,false,false
14010996870,MG7,0.0,0.00,false,false
14010996870,MG8,0.0,0.00,false,false
14010996870,MG9,0.0,0.00,false,false
14010996870,MG10,0.0,0.00,false,false
14010996870,MG11,0.0,0.00,false,false
14010996870,MG12,0.0,0.00,false,false
14010996871,MG7,0.0,0.00,false,false
14010996871,MG8,0.0,0.00,false,false
14010996871,MG9,0.0,0.00,false,false
14010996871,MG10,0.0,0.00,false,false
14010996871,MG11,0.0,0.00,false,false
14010996871,MG12,0.0,0.00,false,false
14010996873,MG7,0.0,0.00,false,false
14010996873,MG8,0.0,0.00,false,false
14010996873,MG9,0.0,0.00,false,false
14010996873,MG10,0.0,0.00,false,false
14010996873,MG11,0.0,0.00,false,false
14010996873,MG12,0.0,0.00,false,false
14010996874,UEIN1,14.0,10.58,false,false
14010996874,UEIN2,12.0,11.31,false,false
14010996874,UEIN3,4.0,11.50,false,false
14010996874,UEIN4,16.0,10.02,false,false
14010996874,UEIN5,12.0,10.68,false,false
14010996874,UEIN6,2.0,16.00,false,false
14010996875,UEIN1,0.0,7.73,false,false
14010996875,UEIN2,12.0,10.12,false,false
14010996875,UEIN3,2.0,8.75,false,false
14010796628,UEIN1,0.0,0.00,false,false
14010796628,UEIN2,0.0,0.00,false,false
14010796628,UEIN3,0.0,0.00,false,false
14010796628,UEIN4,0.0,0.00,false,false
14010796628,UEIN5,0.0,0.00,false,false
14010796628,UEIN6,0.0,0.00,false,false
14010996875,UEIN4,5.0,8.88,false,false
14010996875,UEIN5,4.0,8.59,false,false
14010996875,UEIN6,2.0,15.00,false,false
14010996876,MG7,0.0,0.00,false,false
14010996876,MG8,0.0,0.00,false,false
14010996876,MG9,0.0,0.00,false,false
14010996876,MG10,0.0,0.00,false,false
14010996876,MG11,0.0,0.00,false,false
14010996876,MG12,0.0,0.00,false,false
14010996877,UEIN1,14.0,13.96,false,false
14010996877,UEIN2,12.0,12.86,false,false
14010996877,UEIN3,4.0,13.00,false,false
14010996877,UEIN4,16.0,10.01,false,false
14010996877,UEIN5,12.0,11.56,false,false
14010996877,UEIN6,2.0,18.00,false,false
14010996878,UEIN1,14.0,18.32,false,false
14010996878,UEIN2,12.0,16.67,false,false
14010996878,UEIN3,4.0,18.00,false,false
14010996878,UEIN4,16.0,16.26,false,false
14010996878,UEIN5,12.0,15.10,false,false
14010996878,UEIN6,2.0,20.00,false,false
14010996879,MG7,0.0,0.00,false,false
14010996879,MG8,0.0,0.00,false,false
14010996879,MG9,0.0,0.00,false,false
14010996879,MG10,0.0,0.00,false,false
14010996879,MG11,0.0,0.00,false,false
14010996879,MG12,0.0,0.00,false,false
14010996881,UEIN1,0.0,0.00,false,false
14010996881,UEIN2,0.0,0.00,false,false
14010996881,UEIN3,0.0,0.00,false,false
14010996881,UEIN4,0.0,0.00,false,false
14010996881,UEIN5,0.0,0.00,false,false
14010996881,UEIN6,0.0,0.00,false,false
14010996883,MG7,0.0,0.00,false,false
14010996883,MG8,0.0,0.00,false,false
14010996883,MG9,0.0,0.00,false,false
14010796640,UE13,0.0,0.00,false,false
14010796640,UE14,0.0,0.00,false,false
14010796640,UE15,0.0,0.00,false,false
14010796640,UE16,0.0,0.00,false,false
14010996883,MG10,0.0,0.00,false,false
14010996883,MG11,0.0,0.00,false,false
14010996883,MG12,0.0,0.00,false,false
14010996884,MG7,0.0,0.00,false,false
14010996884,MG8,0.0,0.00,false,false
14010996884,MG9,0.0,0.00,false,false
14010996884,MG10,0.0,0.00,false,false
14010996884,MG11,0.0,0.00,false,false
14010996884,MG12,0.0,0.00,false,false
14010996886,UEIN1,14.0,10.77,false,false
14010996886,UEIN2,4.0,9.99,false,false
14010996886,UEIN3,4.0,10.00,false,false
14010996886,UEIN4,10.0,9.08,false,false
14010996886,UEIN5,4.0,9.36,false,false
14010996886,UEIN6,2.0,16.00,false,false
14010996887,MG7,0.0,0.00,false,false
14010996887,MG8,0.0,0.00,false,false
14010996887,MG9,0.0,0.00,false,false
