student_id,cours_id,exam,TD,TP,course_avg,scholar_year
14010997027,RECB,3.75,,,3.75,2010
14010997029,Info2,,11,6,0.0,2015
14011298702,PROB,,,,0.0,2015
14011298703,PROB,,,,0.0,2015
14010997030,RECB,9,,,9.0,2010
14010997031,RECB,4,,,4.0,2010
14010997034,PROB,,,,0.0,2015
14010997035,PROB,,,,0.0,2015
14010997036,PROB,,,,0.0,2015
14010997037,Info2,,11.5,9,0.0,2015
14010997038,PROB,,,,0.0,2015
14010997039,PROB,,,,0.0,2015
14010997043,Agl,,,,0.0,2015
14010997044,Agl,,,,0.0,2015
14010997045,BDA,1,,6.25,7.9,2015
14010997046,Info2,,11.5,12.5,0.0,2015
14011298704,RLE,,,,0.0,2015
,,,,,,
14010997053,PROB,,,,0.0,2015
,,,,,,
,,,,,,
14011097209,PROB,,,,0.0,2015
,,,,,,
14010997060,PROB,,,,0.0,2015
14010997062,Mecaq,,5,,0.0,2015
14011298705,PFER,,,,0.0,2016
14011097211,STRM,,13,,0.0,2015
14011298706,PFEM1,16,,,16.0,2016
14011298707,Tecw,,,,0.0,2015
,,,,,,
14011197795,PFER,16.5,,,16.5,2015
14011298709,Tecw,,,,0.0,2015
14011298710,PFEM1,17,,,17.0,2016
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
14011097215,PROB,,,,0.0,2015
14011097217,Info2,,4.25,13.5,0.0,2015
14011097222,PROB,,,,0.0,2015
14010696449,APMD,,,,0.0,2015
14011097224,PROB,,,,0.0,2015
14011097226,StatD,,7,,0.0,2015
14011298711,PFEM1,17,,,17.0,2016
14011097228,PROB,,,,0.0,2015
14011097230,T-L,,0,,0.0,2015
14011097487,PROB,,,,0.0,2015
14011298712,PROB,,,,0.0,2015
14011298713,StatD,,13,,0.0,2015
14011097234,PROB,,,,0.0,2015
14011298715,Tecw,,,,0.0,2015
14011299186,Tecw,,,,0.0,2015
14011298716,PROB,,,,0.0,2015
14011097495,PROB,,,,0.0,2015
14011097246,PROB,,,,0.0,2015
14011298718,Tecw,,,,0.0,2015
14010696529,ALG4,,,,0.0,2015
14011097252,PROB,,,,0.0,2015
14011097254,Tecw,,,,0.0,2015
14011097258,info,,12,11.25,0.0,2015
14010796554,Tecw,,,,0.0,2015
14011097262,ALG1,,11.5,,0.0,2015
14011298720,StatD,,14,,0.0,2015
14011298721,Tecw,,,,0.0,2015
14011599301,AGL2,,,,0.0,2015
14011097264,T-L,,0,,0.0,2015
14011097268,PROB,,,,0.0,2015
14011097270,PROB,,,,0.0,2015
14011097320,PROB,,,,0.0,2015
14011097322,PROB,,,,0.0,2015
14011097610,PROB,,,,0.0,2015
14011298722,Tecw,,,,0.0,2015
14011097326,PROB,,,,0.0,2015
14011097328,STRM,,12,,0.0,2015
14011097334,PROB,,,,0.0,2015
14011298724,Tecw,,,,0.0,2015
14011097342,TEM,,,,0.0,2015
14011097337,PROB,,,,0.0,2015
14011097341,PROB,,,,0.0,2015
14011298725,STRM,,4,,0.0,2015
14011097345,STRM,,9,,0.0,2015
14011097348,PROB,,,,0.0,2015
14011097349,PROB,,,,0.0,2015
14011097350,PROB,,,,0.0,2015
14011298726,Tecw,,,,0.0,2015
14011298727,Tecw,,,,0.0,2015
14011097357,PROB,,,,0.0,2015
14011097359,PROB,,,,0.0,2015
14011097503,PROB,,,,0.0,2015
14011097500,PROB,,,,0.0,2015
14011097499,PROB,,,,0.0,2015
14011298728,STRM,,10,,0.0,2015
14011097368,PFER,16,,,16.0,2015
14011097369,PROB,,,,0.0,2015
14011097370,PROB,,,,0.0,2015
14011097375,PROB,,,,0.0,2015
14011097379,PROB,,,,0.0,2015
14011097382,PROB,,,,0.0,2015
14011097383,PROB,,,,0.0,2015
14011298729,STRM,,8,,0.0,2015
14011097385,T-L,,0,,0.0,2015
14011097387,PROB,,,,0.0,2015
14011097389,PROB,,,,0.0,2015
14011097390,PROB,,,,0.0,2015
14011097497,Tecw,,,,0.0,2015
14011097393,PROB,,,,0.0,2015
14011097396,PROB,,,,0.0,2015
14011097399,Tecw,,,,0.0,2015
14011097404,PROB,,,,0.0,2015
14011097411,Info2,,6,11,0.0,2015
14011097413,STRM,,11,,0.0,2015
14011097415,Info2,,8.25,13,0.0,2015
14011097416,PFER,16,,,16.0,2015
14011097418,PROB,,,,0.0,2015
14011097419,PROB,,,,0.0,2015
14011097423,Tecw,,,,0.0,2015
14011097425,Info2,,11.5,10,0.0,2015
14011097433,PROB,,,,0.0,2015
14011097436,T-L,,0,,0.0,2015
14011298731,Tecw,,,,0.0,2015
14011298732,PROB,,,,0.0,2015
14011097510,PROB,,,,0.0,2015
14011097513,PROB,,,,0.0,2015
14011097516,PROB,,,,0.0,2015
14011097512,PROB,,,,0.0,2015
14011097515,PROB,,,,0.0,2015
14011097543,PFEM1,16,,,16.0,2015
14011298733,PROB,,,,0.0,2015
14011097451,PROB,,,,0.0,2015
14011097452,PROB,,,,0.0,2015
14011097454,PROB,,,,0.0,2015
14011097455,STRM,,9,,0.0,2015
14011097456,PFER,16,,,16.0,2015
14011097458,RLE,,,,0.0,2015
14011097460,PROB,,,,0.0,2015
14011097463,Info2,,12,11,0.0,2015
14011097464,RLE,3.5,,12.5,7.4,2015
14011097468,Tecw,,,,0.0,2015
14011298734,PROB,,,,0.0,2015
14011298736,TFM,5,10,13.5,7.7,2016
14011097478,PFER,16,,,16.0,2016
14011298738,Tecw,,,,0.0,2015
14011097522,PROB,,,,0.0,2015
14011097524,T-L,,,,0.0,2015
14011097529,Aly2,,13,,0.0,2015
14011599297,RLE,,,,0.0,2015
14011097535,PROB,,,,0.0,2015
14011097537,Info2,,11.5,10,0.0,2015
14011097538,PROB,,,,0.0,2015
14011097542,PROB,,,,0.0,2015
14011097544,PFER,,,,0.0,2016
14011097554,STRM,,10,,0.0,2015
14011097555,Info2,,9.25,13,0.0,2015
14011097557,PROB,,,,0.0,2015
14011097559,CF,,10,,0.0,2015
14011298739,STRM,,10,,0.0,2015
14011097560,PROB,,,,0.0,2015
14011198432,PROB,,,,0.0,2015
14011097567,PROB,,,,0.0,2015
14011298740,His-s,,,,0.0,2015
14011097569,Tecw,,,,0.0,2015
14011097571,VA,,,,0.0,2015
14011298741,PROB,,,,0.0,2015
14011298742,PROB,,,,0.0,2015
14011097581,Info2,,10,10,0.0,2015
14011097582,PROB,,,,0.0,2015
14011097584,PROB,,,,0.0,2015
14011097585,PROB,,,,0.0,2015
14011097587,PROB,,,,0.0,2015
14011097588,RLE,1,,,0.6,2015
14011097593,T-L,,8,,0.0,2015
14011097595,Info2,,6,10,0.0,2015
14011097597,PROB,,,,0.0,2015
14011097601,PROB,,,,0.0,2015
14011097604,StatD,,15,,0.0,2015
14011097606,PFER,16,,,16.0,2015
14011298743,Tecw,,,,0.0,2015
14011097616,PFER,15.5,,,15.5,2015
14011097622,PROB,,,,0.0,2015
14011097627,PROB,,,,0.0,2015
14011097634,PFEM1,16,,,16.0,2015
14011097635,PROB,,,,0.0,2015
14011097638,Info2,,11,10,0.0,2015
14011298744,Tecw,,,,0.0,2015
14011298884,PROB,,,,0.0,2015
14011298885,T-L,,5.25,,0.0,2015
14011298886,PROB,,,,0.0,2015
14011298888,PROB,,,,0.0,2015
14011298890,Tecw,,,,0.0,2015
14011298892,STRM,,10,,0.0,2015
14011298893,Tecw,,,,0.0,2015
14011298894,PROB,,,,0.0,2015
14011298895,PFER,17.75,,,17.75,2016
14011298896,Tecw,,,,0.0,2015
14011298897,Tecw,,,,0.0,2015
14011298899,PROB,,,,0.0,2015
14011298900,Tecw,,,,0.0,2015
14011298901,Tecw,,,,0.0,2015
14011298903,His-s,,,,0.0,2015
14011298904,PROB,,,,0.0,2015
14011298905,PROB,,,,0.0,2015
14011298906,STRM,,3,,0.0,2015
14011298907,Tecw,,,,0.0,2015
14011298909,STRM,,,,0.0,2015
14011298911,Tecw,,,,0.0,2015
14011298912,Tecw,,,,0.0,2015
14011298914,PROB,,,,0.0,2015
14011298915,Tecw,,,,0.0,2015
14011298917,Tecw,,,,0.0,2015
14011298918,PROB,,,,0.0,2015
14011298919,PFER,16.5,,,16.5,2016
14011298921,Tecw,,,,0.0,2015
14011298923,Info2,,11,10,0.0,2015
14011298925,PFER,17,,,17.0,2016
14011298927,PFER,,,,0.0,2016
14011298929,STRM,,14,,0.0,2015
14011298932,PROB,,,,0.0,2015
14011298933,Tecw,,,,0.0,2015
14011298935,PFER,16,,,16.0,2016
14011298936,StatD,,14,,0.0,2015
14011298937,PROB,,,,0.0,2015
14011298939,Info2,,9,12,0.0,2015
14011097274,PFER,16,,,16.0,2015
14011097276,PFER,16,,,16.0,2015
14011097278,His-s,,,,0.0,2015
14011298745,PROB,,,,0.0,2015
14011298747,PROB,,,,0.0,2015
14011298748,STRM,,14,,0.0,2015
14011097282,PROB,,,,0.0,2015
14011298749,T-L,,,,0.0,2015
14011298751,Tecw,,,,0.0,2015
14011097639,PROB,,,,0.0,2015
14011097640,Tecw,,,,0.0,2015
14011097641,Chim,,13,,0.0,2015
14011097642,Info2,,7,12.5,0.0,2015
14011298752,PROB,,,,0.0,2015
14011298754,PROB,,,,0.0,2015
14011298755,StatD,,10,,0.0,2015
14011298756,Tecw,,,,0.0,2015
14011298806,PROB,,,,0.0,2015
14011298807,RLE,1,,11,5.6,2015
14011298808,PROB,,,,0.0,2015
14011298809,Tecw,,,,0.0,2015
14011298810,STRM,,,,0.0,2015
14011298811,Tecw,,,,0.0,2015
14011298813,STRM,,14,,0.0,2015
14011298815,PROB,,,,0.0,2015
14011298817,CF,,,,0.0,2015
14011298818,P.FE,17,,,17.0,2016
14011298819,PROB,,,,0.0,2015
14011298820,PROB,,,,0.0,2015
14011298821,STRM,,12,,0.0,2015
14011298823,P.FE,16,,,16.0,2016
14011298824,STRM,,12.5,,0.0,2015
14011298826,PROB,,,,0.0,2015
14011298828,Tecw,,,,0.0,2015
14011298832,Tecw,,,,0.0,2015
14011298834,RLE,,,,0.0,2015
14011298836,Tecw,,,,0.0,2015
14011298838,PFER,16,,,16.0,2016
14011298759,PROB,,,,0.0,2015
14011298760,STRM,,,,0.0,2015
14011298762,Tecw,,,,0.0,2015
14011298842,STRM,,12,,0.0,2015
14011298844,STRM,,11,,0.0,2015
14011298846,PFER,17.5,,,17.5,2016
14011298848,T-L,,0,,0.0,2015
14011299190,T-L,,10.5,,0.0,2015
14011298763,P.FE,17,,,17.0,2016
14011298764,P.FE,18,,,18.0,2016
14011599292,RLE,,,,0.0,2015
14011298765,P.FE,16,,,16.0,2016
14011298766,RLE,,,,0.0,2015
14011298768,Tecw,,,,0.0,2015
14011298770,RLE,,,,0.0,2015
14011298775,Tecw,,,,0.0,2015
14011298777,PROB,,,,0.0,2015
14011298778,Tecw,,,,0.0,2015
14011298779,STRM,,7,,0.0,2015
14011298780,Tecw,,,,0.0,2015
14011298781,STRM,,,,0.0,2015
14011298783,T-L,,,,0.0,2015
14011298784,StatD,,10.75,,0.0,2015
14011298785,Tecw,,,,0.0,2015
14011298786,PROB,,,,0.0,2015
14011298787,PFEM1,,,,0.0,2016
14011298789,PROB,,,,0.0,2015
14011197796,Info2,,3.5,10,0.0,2015
14011197864,PROB,,,,0.0,2015
14011197798,PFEM1,16.5,,,16.5,2015
14011198548,T-L,,0,,0.0,2015
14011198394,PROB,,,,0.0,2015
14011198395,PROB,,,,0.0,2015
14011198416,PROB,,,,0.0,2015
14011198554,PROB,,,,0.0,2015
14011298790,PROB,,,,0.0,2015
14011198509,PROB,,,,0.0,2015
14011197866,PFER,16,,,16.0,2015
14011197804,PROB,,,,0.0,2015
14011198543,CF,,2.5,,0.0,2015
14011198544,PFER,16,,,16.0,2015
14011198469,PROB,,,,0.0,2015
14011198420,PROB,,,,0.0,2015
14011197808,PFER,16.5,,,16.5,2016
14011198433,RLE,,,,0.0,2015
14011197816,P.FE,17,,,17.0,2015
14011197817,T-L,,0,,0.0,2015
14011198435,PFER,16,,,16.0,2015
14011197819,PROB,,,,0.0,2015
14011197820,PROB,,,,0.0,2015
14011197872,PFER,16,,,16.0,2015
14011197873,PROB,,,,0.0,2015
14011198481,PROB,,,,0.0,2015
14011198527,PROB,,,,0.0,2015
14011298942,STRM,,8,,0.0,2015
14011298943,PROB,,,,0.0,2015
14011298945,PROB,,,,0.0,2015
