id_student,birthay,gender,nationality,bac_wilaya,group,section,year_study,year_cycle,bac_average,repeated,status,scholar_year
14010996928,1988-12-22 00:00:00,M,algérienne,14,1,1,1,MIAS,10.48,true,Ajourné,2012
14010996928,1988-12-22 00:00:00,M,algérienne,14,1,1,1,MIAS,10.48,true,Ajourné,2013
14010996930,1991-02-24 00:00:00,M,algérienne,14,2,3,1,MIAS,10.58,true,Ajourné,2010
14010996930,1991-02-24 00:00:00,M,algérienne,14,1,1,1,MIAS,10.58,true,Ajourné,2011
14010996931,1990-11-24 00:00:00,M,algérienne,14,4,3,1,MIAS,10.53,true,Ajourné,2010
14010996931,1990-11-24 00:00:00,M,algérienne,14,1,1,1,MIAS,10.53,true,Ajourné,2011
14010996933,1989-08-24 00:00:00,M,algérienne,14,4,3,1,MIAS,10.74,true,Ajourné,2010
14010996933,1989-08-24 00:00:00,M,algérienne,14,1,1,1,MIAS,10.74,true,Ajourné,2011
14010996937,1990-09-15 00:00:00,M,algérienne,38,2,3,1,MIAS,10.06,true,Ajourné,2010
14010996937,1990-09-15 00:00:00,M,algérienne,38,1,1,1,MIAS,10.06,true,Ajourné,2011
14010996946,1989-07-17 00:00:00,M,algérienne,14,1,1,1,MIAS,10.71,true,Ajourné,2010
14010996946,1989-07-17 00:00:00,M,algérienne,14,1,1,1,MIAS,10.71,true,Ajourné,2011
14010996947,1989-10-13 00:00:00,F,algérienne,14,4,1,1,MIAS,10.66,true,Admis/Dettes,2010
14010996949,1991-01-23 00:00:00,M,algérienne,14,2,1,1,MIAS,11.78,true,Admis/Dettes,2010
14010996958,1990-11-30 00:00:00,M,algérienne,14,1,1,1,MIAS,11.23,false,Ajourné,2011
14010996958,1990-11-30 00:00:00,M,algérienne,14,1,1,1,MIAS,11.23,false,Ajourné,2012
14010996958,1990-11-30 00:00:00,M,algérienne,14,1,1,1,MIAS,11.23,false,Ajourné,2013
14010996962,1988-11-06 00:00:00,M,algérienne,38,1,1,1,MIAS,11.97,true,Ajourné,2012
14010997043,1990-02-05 00:00:00,M,algérienne,14,1,1,1,MIAS,10.39,true,Ajourné,2012
14010997043,1990-02-05 00:00:00,M,algérienne,14,1,1,1,MIAS,10.39,true,Ajourné,2013
14010997044,1989-05-13 00:00:00,M,algérienne,38,1,1,1,MIAS,11.22,true,Ajourné,2012
14010997044,1989-05-13 00:00:00,M,algérienne,38,1,1,1,MIAS,11.22,true,Ajourné,2013
14011097082,1991-08-07 00:00:00,M,algérienne,14,2,1,1,MIAS,11.68,false,Ajourné,2010
14011097084,1989-03-27 00:00:00,F,algérienne,14,1,2,1,MIAS,11.62,false,Ajourné,2010
14011097086,1991-03-01 00:00:00,M,algérienne,14,1,1,1,MIAS,11.17,false,Ajourné,2010
14011097086,1991-03-01 00:00:00,M,algérienne,14,1,1,1,MIAS,11.17,true,Ajourné,2013
14011097086,1991-03-01 00:00:00,M,algérienne,14,1,1,1,MIAS,11.17,true,Ajourné,2014
14011097086,1991-03-01 00:00:00,M,algérienne,14,1,1,1,MIAS,11.17,true,Ajourné,2015
14011097092,1991-06-28 00:00:00,M,algérienne,14,3,3,1,MIAS,12.85,false,Admis/Session2,2010
14011097096,1990-12-31 00:00:00,M,algérienne,14,4,3,1,MIAS,12.45,false,Ajourné,2010
14011097098,1991-04-01 00:00:00,F,algérienne,14,1,2,1,MIAS,12.09,false,Admis/Session2,2010
14011097102,1992-04-20 00:00:00,F,algérienne,14,1,2,1,MIAS,10.62,false,Admis/Dettes,2010
14011097110,1991-08-15 00:00:00,M,algérienne,14,3,2,1,MIAS,13.37,false,Admis/Session2,2010
14011097112,1991-11-02 00:00:00,M,algérienne,14,1,1,1,MIAS,12.49,false,Admis/Session1,2010
14011097114,1991-05-15 00:00:00,F,algérienne,14,4,2,1,MIAS,11.48,false,Admis/Session2,2010
14011097118,1991-12-22 00:00:00,F,algérienne,14,1,1,1,MIAS,13.8,false,Admis/Session1,2010
14011097122,1991-10-27 00:00:00,M,algérienne,14,1,2,1,MIAS,14.38,false,Admis/Session1,2010
14011097124,1991-09-12 00:00:00,F,algérienne,14,2,1,1,MIAS,11.83,false,Admis/Session1,2010
14011097126,1992-04-02 00:00:00,M,algérienne,14,4,3,1,MIAS,13.13,false,Ajourné,2010
14011097126,1992-04-02 00:00:00,M,algérienne,14,1,1,1,MIAS,13.13,true,Ajourné,2011
14011097126,1992-04-02 00:00:00,M,algérienne,14,1,1,1,MIAS,13.13,true,Ajourné,2013
14011097126,1992-04-02 00:00:00,M,algérienne,14,1,1,1,MIAS,13.13,true,Ajourné,2014
14011097126,1992-04-02 00:00:00,M,algérienne,14,1,1,1,MIAS,13.13,true,Ajourné,2015
14011097128,1987-01-26 00:00:00,M,algérienne,14,1,1,1,MIAS,10.77,false,Ajourné,2010
14011097128,1987-01-26 00:00:00,M,algérienne,14,1,1,1,MIAS,10.77,true,Ajourné,2011
14011097130,1992-05-07 00:00:00,F,algérienne,14,3,2,1,MIAS,13.95,false,Admis/Session1,2010
14011097132,1989-04-22 00:00:00,M,algérienne,14,1,3,1,MIAS,12.11,false,Ajourné,2010
14011097132,1989-04-22 00:00:00,M,algérienne,14,1,1,1,MIAS,12.11,true,Ajourné,2011
14011097134,1990-06-24 00:00:00,M,algérienne,14,3,2,1,MIAS,12.85,false,Ajourné,2010
14011097134,1990-06-24 00:00:00,M,algérienne,14,1,1,1,MIAS,12.85,true,Ajourné,2011
14011097134,1990-06-24 00:00:00,M,algérienne,14,1,1,1,MIAS,12.85,true,Ajourné,2013
14011097134,1990-06-24 00:00:00,M,algérienne,14,1,1,1,MIAS,12.85,true,Ajourné,2014
14011097134,1990-06-24 00:00:00,M,algérienne,14,1,1,1,MIAS,12.85,true,Ajourné,2015
14011097136,1991-06-22 00:00:00,M,algérienne,38,3,2,1,MIAS,11.21,false,Admis/Dettes,2010
14011097138,1990-12-06 00:00:00,M,algérienne,14,4,1,1,MIAS,11.58,false,Ajourné,2010
14011097138,1990-12-06 00:00:00,M,algérienne,14,1,1,1,MIAS,11.58,true,Admis/Session1,2011
14011097140,1990-08-11 00:00:00,M,algérienne,14,1,3,1,MIAS,12.47,false,Admis/Session1,2010
14011097142,1990-01-16 00:00:00,M,algérienne,14,4,1,1,MIAS,10.72,false,Admis/Dettes,2010
14011097144,1989-10-08 00:00:00,M,algérienne,14,1,1,1,MIAS,13.02,false,Admis/Session2,2010
14011097146,1989-01-01 00:00:00,M,algérienne,14,3,3,1,MIAS,12.2,false,Ajourné,2010
14011097146,1989-01-01 00:00:00,M,algérienne,14,1,1,1,MIAS,12.2,true,Ajourné,2011
14011097150,1989-01-11 00:00:00,M,algérienne,14,2,3,1,MIAS,12.13,false,Ajourné,2010
14011097150,1989-01-11 00:00:00,M,algérienne,14,1,1,1,MIAS,12.13,true,Admis/Dettes,2011
14011097152,1990-06-15 00:00:00,M,algérienne,14,4,2,1,MIAS,12.21,false,Admis/Session1,2010
14011097154,1991-07-28 00:00:00,M,algérienne,14,3,1,1,MIAS,12.72,false,Admis/Session2,2010
14011097156,1990-03-15 00:00:00,M,algérienne,14,1,2,1,MIAS,12.57,false,Ajourné,2010
14011097156,1990-03-15 00:00:00,M,algérienne,14,1,1,1,MIAS,12.57,true,Admis/Dettes,2011
14011097163,1992-01-07 00:00:00,M,algérienne,14,2,1,1,MIAS,10.78,false,Ajourné,2010
14011097163,1992-01-07 00:00:00,M,algérienne,14,1,1,1,MIAS,10.78,true,Admis/Dettes,2011
14011097167,1989-03-03 00:00:00,M,algérienne,14,4,2,1,MIAS,10.35,false,Ajourné,2010
14011097167,1989-03-03 00:00:00,M,algérienne,14,1,1,1,MIAS,10.35,true,Ajourné,2011
14011097169,1989-11-18 00:00:00,M,algérienne,14,4,3,1,MIAS,12.06,false,Ajourné,2010
14011097169,1989-11-18 00:00:00,M,algérienne,14,1,1,1,MIAS,12.06,true,Admis/Session2,2011
14011097171,1990-01-16 00:00:00,M,algérienne,14,2,2,1,MIAS,12.62,false,Ajourné,2010
14011097171,1990-01-16 00:00:00,M,algérienne,14,1,1,1,MIAS,12.62,true,Ajourné,2011
14011097173,1991-07-21 00:00:00,M,algérienne,14,4,1,1,MIAS,11.25,false,Ajourné,2010
14011097173,1991-07-21 00:00:00,M,algérienne,14,1,1,1,MIAS,11.25,true,Ajourné,2011
14011097173,1991-07-21 00:00:00,M,algérienne,14,1,1,1,MIAS,11.25,true,Ajourné,2013
14011097173,1991-07-21 00:00:00,M,algérienne,14,1,1,1,MIAS,11.25,true,Ajourné,2014
14011097173,1991-07-21 00:00:00,M,algérienne,14,1,1,1,MIAS,11.25,true,Ajourné,2015
14011097177,1992-03-29 00:00:00,M,algérienne,14,3,3,1,MIAS,11.37,false,Ajourné,2010
14011097177,1992-03-29 00:00:00,M,algérienne,14,1,1,1,MIAS,11.37,true,Admis/Dettes,2011
14011097179,1990-02-21 00:00:00,M,algérienne,14,4,2,1,MIAS,12.76,false,Ajourné,2010
14011097179,1990-02-21 00:00:00,M,algérienne,14,1,1,1,MIAS,12.76,true,Ajourné,2011
14011097181,1991-12-11 00:00:00,F,algérienne,14,3,1,1,MIAS,12.87,false,Ajourné,2010
14011097181,1991-12-11 00:00:00,F,algérienne,14,1,1,1,MIAS,12.87,true,Ajourné,2011
14011097181,1991-12-11 00:00:00,F,algérienne,14,1,1,1,MIAS,12.87,true,Ajourné,2013
14011097181,1991-12-11 00:00:00,F,algérienne,14,1,1,1,MIAS,12.87,true,Ajourné,2014
14011097181,1991-12-11 00:00:00,F,algérienne,14,1,1,1,MIAS,12.87,true,Ajourné,2015
14011097185,1991-01-30 00:00:00,F,algérienne,14,4,1,1,MIAS,14.71,false,Admis/Session1,2010
14011097187,1991-10-18 00:00:00,F,algérienne,14,2,3,1,MIAS,14.47,false,Ajourné,2010
14011097187,1991-10-18 00:00:00,F,algérienne,14,1,1,1,MIAS,14.47,true,Ajourné,2011
14011097189,1992-03-11 00:00:00,F,algérienne,14,1,2,1,MIAS,13.5,false,Ajourné,2010
14011097189,1992-03-11 00:00:00,F,algérienne,14,1,1,1,MIAS,13.5,true,Ajourné,2011
14011097191,1991-12-13 00:00:00,F,algérienne,14,2,3,1,MIAS,13.21,false,Ajourné,2010
14011097191,1991-12-13 00:00:00,F,algérienne,14,1,1,1,MIAS,13.21,true,Admis/Dettes,2011
14011097193,1992-02-25 00:00:00,F,algérienne,14,4,1,1,MIAS,14.13,false,Admis/Session1,2010
14011097195,1991-09-04 00:00:00,F,algérienne,14,3,1,1,MIAS,11.32,false,Admis/Session2,2010
14011097197,1989-11-04 00:00:00,F,algérienne,14,2,1,1,MIAS,11.82,false,Admis/Dettes,2010
14011097199,1992-03-08 00:00:00,F,algérienne,14,2,2,1,MIAS,13.3,false,Ajourné,2010
14011097199,1992-03-08 00:00:00,F,algérienne,14,1,1,1,MIAS,13.3,true,Ajourné,2011
14011097201,1992-04-20 00:00:00,F,algérienne,14,4,3,1,MIAS,12.67,false,Ajourné,2010
14011097201,1992-04-20 00:00:00,F,algérienne,14,1,1,1,MIAS,12.67,true,Admis/Session1,2011
14011097203,1991-03-21 00:00:00,F,algérienne,14,3,2,1,MIAS,13.34,false,Ajourné,2010
14011097203,1991-03-21 00:00:00,F,algérienne,14,1,1,1,MIAS,13.34,true,Admis/Session1,2011
14011097205,1990-10-29 00:00:00,F,algérienne,14,2,1,1,MIAS,12.14,false,Admis/Session1,2010
14011097207,1990-09-24 00:00:00,F,algérienne,14,3,1,1,MIAS,13.4,false,Ajourné,2010
14011097207,1990-09-24 00:00:00,F,algérienne,14,1,1,1,MIAS,13.4,true,Ajourné,2011
14011097209,1988-09-02 00:00:00,F,algérienne,14,3,1,1,MIAS,11.45,false,Ajourné,2010
14011097209,1988-09-02 00:00:00,F,algérienne,14,1,1,1,MIAS,11.45,true,Ajourné,2011
14011097211,1990-11-13 00:00:00,F,algérienne,14,2,2,1,MIAS,11.2,false,Ajourné,2010
14011097211,1990-11-13 00:00:00,F,algérienne,14,1,1,1,MIAS,11.2,true,Ajourné,2011
14011097211,1990-11-13 00:00:00,F,algérienne,14,1,1,1,MIAS,11.2,true,Ajourné,2013
14011097211,1990-11-13 00:00:00,F,algérienne,14,1,1,1,MIAS,11.2,true,Ajourné,2014
14011097211,1990-11-13 00:00:00,F,algérienne,14,1,1,1,MIAS,11.2,true,Ajourné,2015
14011097213,1991-08-18 00:00:00,F,algérienne,14,1,2,1,MIAS,13.6,false,Ajourné,2010
14011097213,1991-08-18 00:00:00,F,algérienne,14,1,1,1,MIAS,13.6,true,Ajourné,2011
14011097215,1992-01-05 00:00:00,F,algérienne,14,3,1,1,MIAS,13.95,false,Admis/Session1,2010
14011097217,1991-06-14 00:00:00,F,algérienne,14,3,3,1,MIAS,11.96,false,Ajourné,2010
14011097217,1991-06-14 00:00:00,F,algérienne,14,1,1,1,MIAS,11.96,true,Admis/Dettes,2011
14011097222,1990-09-28 00:00:00,F,algérienne,14,3,1,1,MIAS,12.76,false,Admis/Session1,2010
14011097224,1991-09-18 00:00:00,F,algérienne,14,1,2,1,MIAS,12.54,false,Admis/Session1,2010
14011097226,1990-01-08 00:00:00,F,algérienne,14,2,1,1,MIAS,10.28,false,Ajourné,2010
14011097226,1990-01-08 00:00:00,F,algérienne,14,1,1,1,MIAS,10.28,true,Ajourné,2011
14011097226,1990-01-08 00:00:00,F,algérienne,14,1,1,1,MIAS,10.28,true,Ajourné,2013
14011097226,1990-01-08 00:00:00,F,algérienne,14,1,1,1,MIAS,10.28,true,Ajourné,2014
14011097226,1990-01-08 00:00:00,F,algérienne,14,1,1,1,MIAS,10.28,true,Ajourné,2015
14011097228,1992-08-04 00:00:00,F,algérienne,14,3,3,1,MIAS,14.26,false,Admis/Session1,2010
14011097230,1991-08-23 00:00:00,F,algérienne,14,1,3,1,MIAS,14.22,false,Admis/Session1,2010
14011097234,1990-08-08 00:00:00,F,algérienne,14,3,3,1,MIAS,11.9,false,Ajourné,2010
14011097234,1990-08-08 00:00:00,F,algérienne,14,1,1,1,MIAS,11.9,true,Admis/Dettes,2011
14011097236,1991-03-31 00:00:00,F,algérienne,14,4,2,1,MIAS,10.78,false,Ajourné,2010
14011097236,1991-03-31 00:00:00,F,algérienne,14,1,1,1,MIAS,10.78,true,Ajourné,2011
14011097238,1988-09-10 00:00:00,F,algérienne,14,1,3,1,MIAS,11.83,false,Ajourné,2010
14011097238,1988-09-10 00:00:00,F,algérienne,14,1,1,1,MIAS,11.83,true,Ajourné,2011
14011097242,1987-02-21 00:00:00,F,algérienne,14,4,3,1,MIAS,10.25,false,Admis/Session1,2010
14011097246,1991-10-19 00:00:00,F,algérienne,14,2,2,1,MIAS,13.75,false,Admis/Session1,2010
14011097248,1992-01-29 00:00:00,F,algérienne,14,1,2,1,MIAS,14.68,false,Admis/Session1,2010
14011097250,1991-11-19 00:00:00,F,algérienne,14,2,3,1,MIAS,13.12,false,Admis/Session1,2010
14011097252,1988-06-12 00:00:00,F,algérienne,14,1,2,1,MIAS,10.88,false,Ajourné,2010
14011097252,1988-06-12 00:00:00,F,algérienne,14,1,1,1,MIAS,10.88,true,Admis/Session2,2011
14011097254,1991-04-09 00:00:00,F,algérienne,14,1,3,1,MIAS,10.88,false,Ajourné,2010
14011097254,1991-04-09 00:00:00,F,algérienne,14,1,1,1,MIAS,10.88,true,Ajourné,2011
14011097254,1991-04-09 00:00:00,F,algérienne,14,1,1,1,MIAS,10.88,true,Ajourné,2013
14011097254,1991-04-09 00:00:00,F,algérienne,14,1,1,1,MIAS,10.88,true,Ajourné,2014
