id_student,id_course,course_title,scholar_year,semester,branch_level
14010696481,STRE,Stage en Entreprise,2013,4,MGI
14010696481,TAI,Traitement et Analyse Images,2011,2,MGI
14010696481,TCIP,Technoligie IP,2011,2,MGI
14010696481,TFM,Télécom Fixes et  Mobiles,2012,2,MGI
14010696492,ANG2,Anglais 2,2010,4,MIAS
14010696492,ARCH,Arch/Ordinateur,2010,3,MIAS
14010696492,B-D,Base des Données,2010,4,MIAS
14010696492,SD,Système d`exploitation 1,2010,4,MIAS
14010696492,SI,Système d`Information,2010,3,MIAS
14010696498,AGL2,Anglais Niveau 2,2011,2,MGI
14010696498,AGRO,App des Graphes à la Rech Opér,2011,1,MGI
14010696498,ANGP,Anglais Premier Niveau,2011,1,MGI
14010696498,DSE,Simulation à évènement discret,2011,1,MGI
14010696498,GSPI,Gestion des projets informatiq,2012,3,MGI
14010696498,I G C,Ingenirie des Connaissances,2010,5,MIAS
14010696498,P_Log,Programmation Logique,2010,5,MIAS
14010696498,PARCL,Parallelisme et Clustring,2012,3,MGI
14010696498,PFE,Projet de Fin Etudes,2010,6,MIAS
14010696498,PFER,Projet de fin d etudes,2012,4,MGI
14010696498,RBIB,Recherche Bibliographique,2012,3,MGI
14010696498,REC-F,Reconnaissance des formes,2010,6,MIAS
14010696498,RES,Réseaux,2010,5,MIAS
14010696498,RSF,Réseaux sans fil,2011,1,MGI
14010696498,SRW,Sécurité réseaux et Web,2012,3,MGI
14010696498,STRE,Stage en Entreprise,2012,4,MGI
14010696498,SYS E,Systeme d`exploitation 2,2010,5,MIAS
14010696498,TAI,Traitement et Analyse Images,2011,2,MGI
14010696498,TCIP,Technoligie IP,2011,2,MGI
14010696498,Th_Gr,Théorie des graphes,2010,5,MIAS
14010696498,VART,Vision Artificielle,2011,2,MGI
14010696505,AGRO,App des Graphes à la Rech Opér,2012,1,MGI
14010696505,BDA,Base de Données Avancées,2012,1,MGI
14010696505,Comp,Compilation,2010,5,MIAS
14010696505,DSE,Simulation à évènement discret,2011,1,MGI
14010696505,P_Log,Programmation Logique,2010,5,MIAS
14010696505,PFE,Projet de Fin Etudes,2010,6,MIAS
14010696505,PFER,Projet de fin d etudes,2013,4,MGI
14010696505,QSER,Qualité de Service,2013,3,MGI
14010696505,RBIB,Recherche Bibliographique,2013,3,MGI
14010696505,RSF,Réseaux sans fil,2012,1,MGI
14010696505,STRE,Stage en Entreprise,2013,4,MGI
14010696505,TCIP,Technoligie IP,2011,2,MGI
14010696505,Th_Gr,Théorie des graphes,2010,5,MIAS
14010696505,VART,Vision Artificielle,2011,2,MGI
14010696529,Analy,Analyse 1,2010,1,MIAS
14010696540,AGR,Application Graphes à la RO,2012,1,MGI
14010696540,ANG2,Anglais 2,2010,4,MIAS
14010696540,APN,Anlgais Premier Niveau,2012,1,MGI
14010696540,B-D,Base des Données,2010,4,MIAS
14010696540,BDD-A,Bases de données avancées,2011,6,MIAS
14010696540,Comp,Compilation,2011,5,MIAS
14010696540,EW,Ergonomie web,2012,2,MGI
14010696540,G-L,Génie Logiciel,2010,4,MIAS
14010696540,GPI,Gestion des Projets Informatiq,2013,3,MGI
14010696540,LIA,Logique P/ Intéligence Artific,2012,1,MGI
14010696540,MADN,Modèle d Aide à la Décision,2013,3,MGI
14010696540,MFO,Méthodes Formelles et OV,2012,1,MGI
14010696540,MMTS,Modèle Mathématique du TS,2012,2,MGI
14010696540,MOM,Méthodes et outils de Modélisa,2012,1,MGI
14010696540,MOORG,Modèles des Organisations,2013,3,MGI
14010696540,ORO,Optimisation en recherche Opér,2012,1,MGI
14010696540,OWS,Ontologies et web sémantique,2012,2,MGI
14010696540,P_Log,Programmation Logique,2011,5,MIAS
14010696540,P-L,Programmation Linéaire,2010,4,MIAS
14010696540,PFE,Projet de Fin Etudes,2011,6,MIAS
14010696540,PFEM1,Projet de fin d Etudes,2013,4,MGI
14010696540,REC-F,Reconnaissance des formes,2011,6,MIAS
14010696540,RECB,Recherche Bibliographique,2013,3,MGI
14010696540,RES,Réseaux,2011,5,MIAS
14010696540,RET,Réseaux et Télécoms,2012,1,MGI
14010696540,SBC,Sytème à Base de Connaissances,2012,1,MGI
14010696540,SD,Système d`exploitation 1,2010,4,MIAS
14010696540,SED,Simulation à évenement discret,2012,1,MGI
14010696540,SMP,Simulation Participative,2013,3,MGI
14010696540,SYS E,Systeme d`exploitation 2,2011,5,MIAS
14010696540,TAM,Traitement et Analyse des Imag,2012,2,MGI
14010696540,Th_Gr,Théorie des graphes,2011,5,MIAS
14010696540,VA,Vision Artificielle,2012,2,MGI
14010696540,WS,Web services,2012,2,MGI
14010796545,AGRO,App des Graphes à la Rech Opér,2011,1,MGI
14010796545,APRC,Approches par Composants,2011,1,MGI
14010796545,ARPS,Admin Réseaux & Prog Sys,2011,1,MGI
14010796545,Comp,Compilation,2010,5,MIAS
14010796545,DSE,Simulation à évènement discret,2011,1,MGI
14010796545,GEE,Gestion et Economie Entreprise,2011,1,MGI
14010796545,GSPI,Gestion des projets informatiq,2012,3,MGI
14010796545,MMT,Modèle Math et Trait Signale,2011,2,MGI
14010796545,P_Log,Programmation Logique,2010,5,MIAS
14010796545,PFE,Projet de Fin Etudes,2010,6,MIAS
14010796545,PFER,Projet de fin d etudes,2012,4,MGI
14010796545,RBIB,Recherche Bibliographique,2012,3,MGI
14010796545,RSF,Réseaux sans fil,2011,1,MGI
14010796545,STRE,Stage en Entreprise,2012,4,MGI
14010796545,TAI,Traitement et Analyse Images,2011,2,MGI
14010796545,TCIP,Technoligie IP,2011,2,MGI
14010796545,TCT,Technique et Techn de Transmis,2011,2,MGI
14010796545,Th_Gr,Théorie des graphes,2010,5,MIAS
14010796545,VART,Vision Artificielle,2011,2,MGI
14010796547,AGL2,Anglais Niveau 2,2012,2,MGI
14010796547,ALGO,Algorithmique,2010,3,MIAS
14010796547,ANGP,Anglais Premier Niveau,2012,1,MGI
14010796547,APRC,Approches par Composants,2012,1,MGI
14010796547,Chim,Chimie,2010,1,MIAS
14010796547,Elect,Electricité,2010,1,MIAS
14010796547,Mecaq,Mécanique,2010,1,MIAS
14010796547,MMT,Modèle Math et Trait Signale,2012,2,MGI
14010796547,P_Log,Programmation Logique,2011,5,MIAS
14010796547,PFE,Projet de Fin Etudes,2011,6,MIAS
14010796547,PFER,Projet de fin d etudes,2013,4,MGI
14010796547,RBIB,Recherche Bibliographique,2013,3,MGI
14010796547,RSF,Réseaux sans fil,2013,1,MGI
14010796547,SI,Système d`Information,2010,3,MIAS
14010796547,SRW,Sécurité réseaux et Web,2013,3,MGI
14010796547,STRE,Stage en Entreprise,2013,4,MGI
14010796547,TCIP,Technoligie IP,2012,2,MGI
14010796547,VART,Vision Artificielle,2012,2,MGI
14010796560,Comp,Compilation,2010,5,MIAS
14010796560,DIG,Dev. d`Interface Graphique,2010,5,MIAS
14010796560,Mecaq,Mécanique,2010,1,MIAS
14010796560,P_Log,Programmation Logique,2010,5,MIAS
14010796560,PFE,Projet de Fin Etudes,2010,6,MIAS
14010796560,Th_Gr,Théorie des graphes,2010,5,MIAS
14010796567,AGL2,Anglais Niveau 2,2011,2,MGI
14010796567,AGRO,App des Graphes à la Rech Opér,2011,1,MGI
14010796567,ANGP,Anglais Premier Niveau,2011,1,MGI
14010796567,APRC,Approches par Composants,2011,1,MGI
14010796567,ARPS,Admin Réseaux & Prog Sys,2011,1,MGI
14010796567,DIG,Dev. d`Interface Graphique,2010,5,MIAS
14010796567,DSE,Simulation à évènement discret,2011,1,MGI
14010796567,GEE,Gestion et Economie Entreprise,2011,1,MGI
14010796567,GSPI,Gestion des projets informatiq,2012,3,MGI
14010796567,MMT,Modèle Math et Trait Signale,2011,2,MGI
14010796567,P_Log,Programmation Logique,2010,5,MIAS
14010796567,PARCL,Parallelisme et Clustring,2012,3,MGI
14010796567,PFE,Projet de Fin Etudes,2010,6,MIAS
14010796567,PFER,Projet de fin d etudes,2012,4,MGI
14010796567,RBIB,Recherche Bibliographique,2012,3,MGI
14010796567,RES,Réseaux,2010,5,MIAS
14010796567,RSF,Réseaux sans fil,2011,1,MGI
14010796567,SRW,Sécurité réseaux et Web,2012,3,MGI
14010796567,STRE,Stage en Entreprise,2012,4,MGI
14010796567,TAI,Traitement et Analyse Images,2011,2,MGI
14010796567,TCIP,Technoligie IP,2011,2,MGI
14010796567,Th_Gr,Théorie des graphes,2010,5,MIAS
14010796567,VART,Vision Artificielle,2011,2,MGI
14010796569,AGRO,App des Graphes à la Rech Opér,2011,1,MGI
14010796569,APRC,Approches par Composants,2011,1,MGI
14010796569,DIG,Dev. d`Interface Graphique,2010,5,MIAS
14010796569,DSE,Simulation à évènement discret,2011,1,MGI
14010796569,GEE,Gestion et Economie Entreprise,2011,1,MGI
14010796569,GSPI,Gestion des projets informatiq,2012,3,MGI
14010796569,P_Log,Programmation Logique,2010,5,MIAS
14010796569,PARCL,Parallelisme et Clustring,2012,3,MGI
14010796569,PFE,Projet de Fin Etudes,2010,6,MIAS
14010796569,PFER,Projet de fin d etudes,2012,4,MGI
14010796569,PROGP,Architecture et prog-parallèle,2010,6,MIAS
14010796569,RBIB,Recherche Bibliographique,2012,3,MGI
14010796569,RSF,Réseaux sans fil,2011,1,MGI
14010796569,STRE,Stage en Entreprise,2012,4,MGI
14010796569,TAI,Traitement et Analyse Images,2011,2,MGI
14010796569,TCIP,Technoligie IP,2011,2,MGI
14010796569,TCT,Technique et Techn de Transmis,2011,2,MGI
14010796569,TFM,Télécom Fixes et  Mobiles,2011,2,MGI
14010796569,Th_Gr,Théorie des graphes,2010,5,MIAS
14010796569,VART,Vision Artificielle,2011,2,MGI
14010796575,Comp,Compilation,2010,5,MIAS
14010796575,DIG,Dev. d`Interface Graphique,2010,5,MIAS
14010796575,P_Log,Programmation Logique,2010,5,MIAS
14010796575,PFE,Projet de Fin Etudes,2010,6,MIAS
14010796575,PROGP,Architecture et prog-parallèle,2010,6,MIAS
14010796575,Th_Gr,Théorie des graphes,2010,5,MIAS
14010796586,AGR,Application Graphes à la RO,2011,1,MGI
14010796586,ANGn2,Anglais niveau 2,2011,2,MGI
14010796586,APN,Anlgais Premier Niveau,2011,1,MGI
14010796586,DIG,Dev. d`Interface Graphique,2010,5,MIAS
14010796586,EW,Ergonomie web,2011,2,MGI
14010796586,GPI,Gestion des Projets Informatiq,2012,3,MGI
14010796586,LIA,Logique P/ Intéligence Artific,2011,1,MGI
14010796586,MC,Micro controleurs,2011,2,MGI
14010796586,MMTS,Modèle Mathématique du TS,2011,2,MGI
14010796586,P_Log,Programmation Logique,2010,5,MIAS
14010796586,PFE,Projet de Fin Etudes,2010,6,MIAS
14010796586,PFEM1,Projet de fin d Etudes,2012,4,MGI
14010796586,RECB,Recherche Bibliographique,2012,3,MGI
14010796586,RES,Réseaux,2010,5,MIAS
14010796586,RET,Réseaux et Télécoms,2011,1,MGI
14010796586,SBC,Sytème à Base de Connaissances,2011,1,MGI
14010796586,SED,Simulation à évenement discret,2011,1,MGI
14010796586,SEW,Sécurité Web,2011,1,MGI
14010796586,SMP,Simulation Participative,2012,3,MGI
14010796586,SYS E,Systeme d`exploitation 2,2010,5,MIAS
14010796586,TAM,Traitement et Analyse des Imag,2011,2,MGI
14010796586,Th_Gr,Théorie des graphes,2010,5,MIAS
14010796586,VA,Vision Artificielle,2011,2,MGI
14010796594,AGRO,App des Graphes à la Rech Opér,2011,1,MGI
14010796594,APRC,Approches par Composants,2011,1,MGI
14010796594,Comp,Compilation,2010,5,MIAS
14010796594,crypt,Cryptographie,2010,5,MIAS
14010796594,DSE,Simulation à évènement discret,2011,1,MGI
14010796594,GEE,Gestion et Economie Entreprise,2011,1,MGI
14010796594,MMT,Modèle Math et Trait Signale,2011,2,MGI
14010796594,P_Log,Programmation Logique,2010,5,MIAS
14010796594,PARCL,Parallelisme et Clustring,2012,3,MGI
14010796594,PFE,Projet de Fin Etudes,2010,6,MIAS
14010796594,PFER,Projet de fin d etudes,2012,4,MGI
14010796594,RBIB,Recherche Bibliographique,2012,3,MGI
14010796594,RSF,Réseaux sans fil,2011,1,MGI
14010796594,STRE,Stage en Entreprise,2012,4,MGI
14010796594,TAI,Traitement et Analyse Images,2011,2,MGI
14010796594,TCIP,Technoligie IP,2011,2,MGI
14010796594,TFM,Télécom Fixes et  Mobiles,2011,2,MGI
14010796594,VART,Vision Artificielle,2011,2,MGI
14010796594,WEBS,Web Services,2011,1,MGI
14010796598,Comp,Compilation,2010,5,MIAS
14010796598,DIG,Dev. d`Interface Graphique,2010,5,MIAS
14010796598,P_Log,Programmation Logique,2010,5,MIAS
14010796598,PFE,Projet de Fin Etudes,2010,6,MIAS
14010796598,PROGP,Architecture et prog-parallèle,2010,6,MIAS
14010796598,Th_Gr,Théorie des graphes,2010,5,MIAS
14010796607,STRM,Structure Machine,2012,2,MIAS
14010796614,AGRO,App des Graphes à la Rech Opér,2013,1,MGI
14010796614,ANG2,Anglais 2,2010,4,MIAS
14010796614,ARCH,Arch/Ordinateur,2010,3,MIAS
14010796614,ARPS,Admin Réseaux & Prog Sys,2013,1,MGI
14010796614,B-D,Base des Données,2010,4,MIAS
14010796614,BDA,Base de Données Avancées,2012,1,MGI
14010796614,DSE,Simulation à évènement discret,2012,1,MGI
14010796614,G-L,Génie Logiciel,2010,4,MIAS
14010796614,GEE,Gestion et Economie Entreprise,2013,1,MGI
14010796614,MMT,Modèle Math et Trait Signale,2012,2,MGI
14010796614,P_Log,Programmation Logique,2011,5,MIAS
14010796614,P-L,Programmation Linéaire,2010,4,MIAS
14010796614,PFE,Projet de Fin Etudes,2011,6,MIAS
14010796614,PFER,Projet de fin d etudes,2013,4,MGI
14010796614,QSER,Qualité de Service,2013,3,MGI
14010796614,RBIB,Recherche Bibliographique,2013,3,MGI
14010796614,RSF,Réseaux sans fil,2012,1,MGI
14010796614,SD,Système d`exploitation 1,2010,4,MIAS
14010796614,SRW,Sécurité réseaux et Web,2013,3,MGI
14010796614,STRE,Stage en Entreprise,2013,4,MGI
14010796614,TAI,Traitement et Analyse Images,2012,2,MGI
14010796614,TCIP,Technoligie IP,2012,2,MGI
14010796614,TCO,Techniques de Communication,2013,1,MGI
14010796614,Th_Gr,Théorie des graphes,2011,5,MIAS
14010796614,VART,Vision Artificielle,2012,2,MGI
14010796614,WEBS,Web Services,2012,1,MGI
14010796643,AGL2,Anglais Niveau 2,2011,2,MGI
14010796643,AGRO,App des Graphes à la Rech Opér,2011,1,MGI
14010796643,ANGP,Anglais Premier Niveau,2011,1,MGI
14010796643,APRC,Approches par Composants,2011,1,MGI
14010796643,ARPS,Admin Réseaux & Prog Sys,2011,1,MGI
14010796643,BDA,Base de Données Avancées,2011,1,MGI
14010796643,Comp,Compilation,2010,5,MIAS
14010796643,I G C,Ingenirie des Connaissances,2010,5,MIAS
14010796643,MICO,Micro Controleur,2011,2,MGI
14010796643,P_Log,Programmation Logique,2010,5,MIAS
14010796643,PFE,Projet de Fin Etudes,2010,6,MIAS
14010796643,PFER,Projet de fin d etudes,2012,4,MGI
14010796643,RBIB,Recherche Bibliographique,2012,3,MGI
14010796643,RSF,Réseaux sans fil,2011,1,MGI
14010796643,SRW,Sécurité réseaux et Web,2012,3,MGI
14010796643,STRE,Stage en Entreprise,2012,4,MGI
14010796643,TAI,Traitement et Analyse Images,2011,2,MGI
14010796643,TCT,Technique et Techn de Transmis,2011,2,MGI
14010796643,Th_Gr,Théorie des graphes,2010,5,MIAS
14010796643,VART,Vision Artificielle,2011,2,MGI
14010796644,AGL2,Anglais Niveau 2,2011,2,MGI
14010796644,AGRO,App des Graphes à la Rech Opér,2011,1,MGI
14010796644,ANGP,Anglais Premier Niveau,2011,1,MGI
14010796644,APRC,Approches par Composants,2011,1,MGI
14010796644,BDA,Base de Données Avancées,2011,1,MGI
14010796644,Comp,Compilation,2010,5,MIAS
14010796644,DSE,Simulation à évènement discret,2011,1,MGI
14010796644,GEE,Gestion et Economie Entreprise,2011,1,MGI
14010796644,GSPI,Gestion des projets informatiq,2012,3,MGI
14010796644,P_Log,Programmation Logique,2010,5,MIAS
14010796644,PARCL,Parallelisme et Clustring,2012,3,MGI
14010796644,PFE,Projet de Fin Etudes,2010,6,MIAS
14010796644,PFER,Projet de fin d etudes,2012,4,MGI
14010796644,RBIB,Recherche Bibliographique,2012,3,MGI
14010796644,REC-F,Reconnaissance des formes,2010,6,MIAS
14010796644,RSF,Réseaux sans fil,2011,1,MGI
14010796644,SRW,Sécurité réseaux et Web,2012,3,MGI
14010796644,STRE,Stage en Entreprise,2012,4,MGI
14010796644,TAI,Traitement et Analyse Images,2011,2,MGI
14010796644,TCIP,Technoligie IP,2011,2,MGI
14010796644,TCT,Technique et Techn de Transmis,2011,2,MGI
14010796644,Th_Gr,Théorie des graphes,2010,5,MIAS
14010796644,VART,Vision Artificielle,2011,2,MGI
14010796647,AGL2,Anglais Niveau 2,2013,2,MGI
14010796647,ANGP,Anglais Premier Niveau,2012,1,MGI
14010796647,APRC,Approches par Composants,2013,1,MGI
14010796647,BDA,Base de Données Avancées,2013,1,MGI
14010796647,BDD-A,Bases de données avancées,2011,6,MIAS
14010796647,I G C,Ingenirie des Connaissances,2011,5,MIAS
14010796647,MMT,Modèle Math et Trait Signale,2013,2,MGI
14010796647,OROP,Optimisation en Rech Oper,2013,1,MGI
14010796647,PFE,Projet de Fin Etudes,2011,6,MIAS
14010796647,RES,Réseaux,2011,5,MIAS
14010796647,RSF,Réseaux sans fil,2013,1,MGI
14010796647,TAI,Traitement et Analyse Images,2013,2,MGI
14010796647,TCIP,Technoligie IP,2013,2,MGI
14010796647,TCT,Technique et Techn de Transmis,2013,2,MGI
14010796647,TFM,Télécom Fixes et  Mobiles,2013,2,MGI
14010796647,Th_Gr,Théorie des graphes,2011,5,MIAS
14010796647,VART,Vision Artificielle,2013,2,MGI
14010796647,WEBS,Web Services,2013,1,MGI
14010796651,AGL2,Anglais Niveau 2,2011,2,MGI
14010796651,ANGP,Anglais Premier Niveau,2011,1,MGI
14010796651,APRC,Approches par Composants,2011,1,MGI
14010796651,BDA,Base de Données Avancées,2011,1,MGI
14010796651,DSE,Simulation à évènement discret,2011,1,MGI
14010796651,GEE,Gestion et Economie Entreprise,2011,1,MGI
14010796651,I G C,Ingenirie des Connaissances,2010,5,MIAS
14010796651,P_Log,Programmation Logique,2010,5,MIAS
14010796651,PFE,Projet de Fin Etudes,2010,6,MIAS
14010796651,PFER,Projet de fin d etudes,2012,4,MGI
14010796651,RBIB,Recherche Bibliographique,2012,3,MGI
14010796651,RSF,Réseaux sans fil,2011,1,MGI
14010796651,STRE,Stage en Entreprise,2012,4,MGI
14010796651,TAI,Traitement et Analyse Images,2011,2,MGI
14010796651,TCIP,Technoligie IP,2011,2,MGI
14010796651,TFM,Télécom Fixes et  Mobiles,2011,2,MGI
14010796651,Th_Gr,Théorie des graphes,2010,5,MIAS
14010796651,VART,Vision Artificielle,2011,2,MGI
14010796669,Analy,Analyse 1,2011,1,MIAS
14010796671,AGRO,App des Graphes à la Rech Opér,2011,1,MGI
14010796671,APRC,Approches par Composants,2011,1,MGI
14010796671,BDA,Base de Données Avancées,2011,1,MGI
14010796671,DSE,Simulation à évènement discret,2011,1,MGI
14010796671,GSPI,Gestion des projets informatiq,2012,3,MGI
14010796671,MMT,Modèle Math et Trait Signale,2011,2,MGI
14010796671,P_Log,Programmation Logique,2010,5,MIAS
14010796671,PFE,Projet de Fin Etudes,2010,6,MIAS
14010796671,PFER,Projet de fin d etudes,2012,4,MGI
14010796671,RBIB,Recherche Bibliographique,2012,3,MGI
14010796671,RSF,Réseaux sans fil,2011,1,MGI
14010796671,STRE,Stage en Entreprise,2012,4,MGI
14010796671,TAI,Traitement et Analyse Images,2011,2,MGI
14010796671,TCIP,Technoligie IP,2011,2,MGI
14010796671,TCT,Technique et Techn de Transmis,2011,2,MGI
14010796671,Th_Gr,Théorie des graphes,2010,5,MIAS
14010796671,VART,Vision Artificielle,2011,2,MGI
14010796672,AN,Analyse/Numérique,2011,3,MIAS
14010796672,Analy,Analyse 1,2010,1,MIAS
14010796672,B-D,Base des Données,2010,4,MIAS
14010796672,BDD-A,Bases de données avancées,2013,6,MIAS
14010796672,G-L,Génie Logiciel,2010,4,MIAS
14010796672,I G C,Ingenirie des Connaissances,2013,5,MIAS
14010796672,Mecaq,Mécanique,2010,1,MIAS
14010796672,P-L,Programmation Linéaire,2010,4,MIAS
14010796672,PFE,Projet de Fin Etudes,2013,6,MIAS
14010796672,SD,Système d`exploitation 1,2010,4,MIAS
14010796672,Tecw,technique web,2010,2,MIAS
14010796674,Analy,Analyse 1,2010,1,MIAS
14010796674,ARCH,Arch/Ordinateur,2010,3,MIAS
14010796674,B-D,Base des Données,2010,4,MIAS
14010796674,Comp,Compilation,2014,5,MIAS
14010796674,G-L,Génie Logiciel,2010,4,MIAS
14010796674,Info2,Informatique 2,2011,2,MIAS
14010796674,L-M,Logique Mathématique,2010,3,MIAS
14010796674,P_Log,Programmation Logique,2014,5,MIAS
14010796674,PFE,Projet de Fin Etudes,2013,6,MIAS
14010796674,SD,Système d`exploitation 1,2010,4,MIAS
14010796674,T-L,Théorie des Langages,2010,4,MIAS
14010796674,Th_Gr,Théorie des graphes,2014,5,MIAS
14010896695,AGL2,Anglais Niveau 2,2011,2,MGI
14010896695,AGRO,App des Graphes à la Rech Opér,2011,1,MGI
14010896695,ANGP,Anglais Premier Niveau,2011,1,MGI
14010896695,APRC,Approches par Composants,2011,1,MGI
14010896695,DSE,Simulation à évènement discret,2011,1,MGI
14010896695,P_Log,Programmation Logique,2010,5,MIAS
14010896695,PARCL,Parallelisme et Clustring,2012,3,MGI
14010896695,PFE,Projet de Fin Etudes,2010,6,MIAS
14010896695,PFER,Projet de fin d etudes,2012,4,MGI
14010896695,PROGP,Architecture et prog-parallèle,2010,6,MIAS
14010896695,RBIB,Recherche Bibliographique,2012,3,MGI
14010896695,RSF,Réseaux sans fil,2011,1,MGI
14010896695,STRE,Stage en Entreprise,2012,4,MGI
14010896695,TAI,Traitement et Analyse Images,2011,2,MGI
14010896695,TCIP,Technoligie IP,2011,2,MGI
14010896695,TCO,Techniques de Communication,2011,1,MGI
14010896695,TCT,Technique et Techn de Transmis,2011,2,MGI
14010896695,Th_Gr,Théorie des graphes,2010,5,MIAS
14010896695,VART,Vision Artificielle,2011,2,MGI
14010896695,WEBS,Web Services,2011,1,MGI
14010896700,AGR,Application Graphes à la RO,2011,1,MGI
14010896700,CCSI,Contrôle de Comm et Sys Indus,2012,3,MGI
14010896700,crypt,Cryptographie,2010,5,MIAS
14010896700,EW,Ergonomie web,2011,2,MGI
14010896700,GPI1,Gestion des Projet Informatiq,2012,3,MGI
14010896700,LIA,Logique P/ Intéligence Artific,2011,1,MGI
14010896700,MC,Micro controleurs,2011,2,MGI
14010896700,MFO,Méthodes Formelles et OV,2011,1,MGI
14010896700,MMTS,Modèle Mathématique du TS,2011,2,MGI
14010896700,MOM,Méthodes et outils de Modélisa,2011,1,MGI
14010896700,P_Log,Programmation Logique,2010,5,MIAS
14010896700,PFE,Projet de Fin Etudes,2010,6,MIAS
14010896700,PFEM,Projet de Fin d Etudes,2012,4,MGI
14010896700,PRCL,Parallélisme et Clustring,2012,3,MGI
14010896700,RECHB,Recherche Bibliographique,2012,3,MGI
14010896700,SBC,Sytème à Base de Connaissances,2011,1,MGI
14010896700,SED,Simulation à évenement discret,2011,1,MGI
14010896700,STR,Système Temps Réel,2012,3,MGI
14010896700,TAM,Traitement et Analyse des Imag,2011,2,MGI
14010896700,Th_Gr,Théorie des graphes,2010,5,MIAS
14010896700,VA,Vision Artificielle,2011,2,MGI
14010896700,WS,Web services,2011,2,MGI
14010896701,AGR,Application Graphes à la RO,2011,1,MGI
14010896701,ANGn2,Anglais niveau 2,2011,2,MGI
14010896701,APN,Anlgais Premier Niveau,2011,1,MGI
