id_student,id_course,average,scholar_year,current_year,study_level,id_branch,status,currentYear
14010696529,Algo2,3.75,2011,2,MIAS,17,Ajourné,2011
14010696529,Algo2,4.75,2010,2,MIAS,18,Ajourné,2012
14010696529,Algo2,3.75,2011,2,MIAS,18,Ajourné,2012
14010696529,Algo2,4.75,2010,2,MIAS,18,Ajourné,2013
14010696529,Algo2,3.75,2011,2,MIAS,18,Ajourné,2013
14010696529,Algo2,4.75,2010,2,MIAS,18,Ajourné,2014
14010696529,Algo2,3.75,2011,2,MIAS,18,Ajourné,2014
14010696529,Algo2,4.75,2010,2,MIAS,18,Ajourné,2015
14010696529,Algo2,3.75,2011,2,MIAS,18,Ajourné,2015
14010796547,ALGO,11.32,2010,2,MIAS,17,Admis,2010
14010796547,ALGO,11.32,2010,3,MIAS,17,Admis,2011
14010796547,ALGO,11.32,2010,1,MGI,20,Admis,2012
14010796547,ALGO,11.32,2010,2,MGI,20,Admis,2013
14010796614,ALGO,9.07,2010,2,MIAS,17,Admis,2010
14010796614,Algo2,7.25,2010,2,MIAS,17,Admis,2010
14010796614,ALGO,9.07,2010,3,MIAS,17,Admis,2011
14010796614,Algo2,7.25,2010,3,MIAS,17,Admis,2011
14010796614,ALGO,9.07,2010,1,MGI,20,Admis,2012
14010796614,Algo2,7.25,2010,1,MGI,20,Admis,2012
14010796614,ALGO,9.07,2010,2,MGI,20,Admis,2013
14010796614,Algo2,7.25,2010,2,MGI,20,Admis,2013
14010796672,ALGO,6,2010,2,MIAS,17,Ajourné,2010
14010796672,ALGO,2.5,2011,2,MIAS,17,Ajourné,2010
14010796672,ALGO,6.63,2012,2,MIAS,17,Ajourné,2010
14010796672,Algo2,5.67,2010,2,MIAS,17,Ajourné,2010
14010796672,ALGO,6,2010,2,MIAS,17,Ajourné,2011
14010796672,ALGO,2.5,2011,2,MIAS,17,Ajourné,2011
14010796672,ALGO,6.63,2012,2,MIAS,17,Ajourné,2011
14010796672,Algo2,5.67,2010,2,MIAS,17,Ajourné,2011
14010796672,ALGO,6,2010,2,MIAS,17,Admis,2012
14010796672,ALGO,2.5,2011,2,MIAS,17,Admis,2012
14010796672,ALGO,6.63,2012,2,MIAS,17,Admis,2012
14010796672,Algo2,5.67,2010,2,MIAS,17,Admis,2012
14010796672,ALGO,6,2010,3,MIAS,17,Admis,2013
14010796672,ALGO,2.5,2011,3,MIAS,17,Admis,2013
14010796672,ALGO,6.63,2012,3,MIAS,17,Admis,2013
14010796672,Algo2,5.67,2010,3,MIAS,17,Admis,2013
14010796672,ALGO,6,2010,1,MGI,23,Ajourné,2014
14010796672,ALGO,2.5,2011,1,MGI,23,Ajourné,2014
14010796672,ALGO,6.63,2012,1,MGI,23,Ajourné,2014
14010796672,Algo2,5.67,2010,1,MGI,23,Ajourné,2014
14010796674,ALGO,5.88,2010,2,MIAS,17,Ajourné,2010
14010796674,Algo2,8.75,2010,2,MIAS,17,Ajourné,2010
14010796674,ALGO,5.88,2010,2,MIAS,17,Admis,2011
14010796674,Algo2,8.75,2010,2,MIAS,17,Admis,2011
14010796674,ALGO,5.88,2010,3,MIAS,17,Ajourné,2012
14010796674,Algo2,8.75,2010,3,MIAS,17,Ajourné,2012
14010796674,ALGO,5.88,2010,3,MIAS,17,Ajourné,2013
14010796674,Algo2,8.75,2010,3,MIAS,17,Ajourné,2013
14010796674,ALGO,5.88,2010,3,MIAS,17,Admis,2014
14010796674,Algo2,8.75,2010,3,MIAS,17,Admis,2014
14010796674,ALGO,5.88,2010,1,MGI,20,Ajourné,2015
14010796674,Algo2,8.75,2010,1,MGI,20,Ajourné,2015
14010896722,Algo2,5.5,2010,2,MIAS,17,Ajourné,2010
14010896722,Algo2,8.15,2011,2,MIAS,17,Ajourné,2010
14010896722,Algo2,5.5,2010,2,MIAS,17,Admis,2011
14010896722,Algo2,8.15,2011,2,MIAS,17,Admis,2011
14010896722,Algo2,5.5,2010,3,MIAS,17,Admis,2012
14010896722,Algo2,8.15,2011,3,MIAS,17,Admis,2012
14010896722,Algo2,5.5,2010,1,MGI,20,Admis,2013
14010896722,Algo2,8.15,2011,1,MGI,20,Admis,2013
14010896722,Algo2,5.5,2010,2,MGI,20,Admis,2014
14010896722,Algo2,8.15,2011,2,MGI,20,Admis,2014
14010896731,ALGO,10.25,2010,2,MIAS,17,Admis,2010
14010896731,Algo2,6.65,2010,2,MIAS,17,Admis,2010
14010896731,ALGO,10.25,2010,3,MIAS,17,Admis,2011
14010896731,Algo2,6.65,2010,3,MIAS,17,Admis,2011
14010896731,ALGO,10.25,2010,1,MGI,20,Ajourné,2012
14010896731,Algo2,6.65,2010,1,MGI,20,Ajourné,2012
14010896731,ALGO,10.25,2010,1,MGI,20,Ajourné,2013
14010896731,Algo2,6.65,2010,1,MGI,20,Ajourné,2013
14010896731,ALGO,10.25,2010,1,MGI,20,Ajourné,2014
14010896731,Algo2,6.65,2010,1,MGI,20,Ajourné,2014
14010896757,ALGO,10.2,2011,2,MIAS,17,Ajourné,2010
14010896757,Algo2,5.17,2010,2,MIAS,17,Ajourné,2010
14010896757,Algo2,13.57,2011,2,MIAS,17,Ajourné,2010
14010896757,ALGO,10.2,2011,2,MIAS,17,Admis,2011
14010896757,Algo2,5.17,2010,2,MIAS,17,Admis,2011
14010896757,Algo2,13.57,2011,2,MIAS,17,Admis,2011
14010896757,ALGO,10.2,2011,3,MIAS,17,Admis,2012
14010896757,Algo2,5.17,2010,3,MIAS,17,Admis,2012
14010896757,Algo2,13.57,2011,3,MIAS,17,Admis,2012
14010896757,ALGO,10.2,2011,1,MGI,20,Ajourné,2013
14010896757,Algo2,5.17,2010,1,MGI,20,Ajourné,2013
14010896757,Algo2,13.57,2011,1,MGI,20,Ajourné,2013
14010896757,ALGO,10.2,2011,1,MGI,20,Admis,2014
14010896757,Algo2,5.17,2010,1,MGI,20,Admis,2014
14010896757,Algo2,13.57,2011,1,MGI,20,Admis,2014
14010896757,ALGO,10.2,2011,2,MGI,20,Admis,2015
14010896757,Algo2,5.17,2010,2,MGI,20,Admis,2015
14010896757,Algo2,13.57,2011,2,MGI,20,Admis,2015
14010896769,ALGO,8.1,2011,2,MIAS,17,Ajourné,2010
14010896769,Algo2,12.72,2011,2,MIAS,17,Ajourné,2010
14010896769,ALGO,8.1,2011,2,MIAS,17,Admis,2011
14010896769,Algo2,12.72,2011,2,MIAS,17,Admis,2011
14010896769,ALGO,8.1,2011,3,MIAS,17,Admis,2012
14010896769,Algo2,12.72,2011,3,MIAS,17,Admis,2012
14010896782,ALGO,7.25,2010,2,MIAS,17,Admis,2010
14010896782,Algo2,5.73,2010,2,MIAS,17,Admis,2010
14010896782,ALGO,7.25,2010,3,MIAS,17,Admis,2011
14010896782,Algo2,5.73,2010,3,MIAS,17,Admis,2011
14010896782,ALGO,7.25,2010,1,MGI,20,Ajourné,2012
14010896782,Algo2,5.73,2010,1,MGI,20,Ajourné,2012
14010896782,ALGO,7.25,2010,1,MGI,20,Ajourné,2013
14010896782,Algo2,5.73,2010,1,MGI,20,Ajourné,2013
14010896782,ALGO,7.25,2010,1,MGI,20,Ajourné,2014
14010896782,Algo2,5.73,2010,1,MGI,20,Ajourné,2014
14010896790,ALGO,7.32,2010,2,MIAS,17,Admis,2010
14010896790,Algo2,7.59,2010,2,MIAS,17,Admis,2010
14010896790,ALGO,7.32,2010,3,MIAS,17,Admis,2011
14010896790,Algo2,7.59,2010,3,MIAS,17,Admis,2011
14010896790,ALGO,7.32,2010,1,MGI,20,Admis,2012
14010896790,Algo2,7.59,2010,1,MGI,20,Admis,2012
14010896790,ALGO,7.32,2010,2,MGI,20,Admis,2013
14010896790,Algo2,7.59,2010,2,MGI,20,Admis,2013
14010896797,ALGO,8.44,2010,2,MIAS,17,Admis,2010
14010896797,Algo2,8.5,2010,2,MIAS,17,Admis,2010
14010896797,ALGO,8.44,2010,3,MIAS,17,Admis,2011
14010896797,Algo2,8.5,2010,3,MIAS,17,Admis,2011
14010896797,ALGO,8.44,2010,1,MGI,20,Admis,2012
14010896797,Algo2,8.5,2010,1,MGI,20,Admis,2012
14010896797,ALGO,8.44,2010,2,MGI,20,Admis,2013
14010896797,Algo2,8.5,2010,2,MGI,20,Admis,2013
14010896799,ALGO,5.94,2010,2,MIAS,17,Admis,2010
14010896799,Algo2,5.5,2010,2,MIAS,17,Admis,2010
14010896799,ALGO,5.94,2010,3,MIAS,17,Admis,2011
14010896799,Algo2,5.5,2010,3,MIAS,17,Admis,2011
14010896799,ALGO,5.94,2010,1,MGI,20,Ajourné,2012
14010896799,Algo2,5.5,2010,1,MGI,20,Ajourné,2012
14010896799,ALGO,5.94,2010,1,MGI,20,Admis,2013
14010896799,Algo2,5.5,2010,1,MGI,20,Admis,2013
14010896799,ALGO,5.94,2010,2,MGI,20,Admis,2014
14010896799,Algo2,5.5,2010,2,MGI,20,Admis,2014
14010896813,Algo2,1.67,2010,2,MIAS,17,Ajourné,2010
14010896813,Algo2,0.17,2011,2,MIAS,17,Ajourné,2010
14010896813,Algo2,0.17,2012,2,MIAS,17,Ajourné,2010
14010896813,Algo2,1.67,2010,2,MIAS,17,Ajourné,2011
14010896813,Algo2,0.17,2011,2,MIAS,17,Ajourné,2011
14010896813,Algo2,0.17,2012,2,MIAS,17,Ajourné,2011
14010896813,Algo2,1.67,2010,2,MIAS,17,Ajourné,2012
14010896813,Algo2,0.17,2011,2,MIAS,17,Ajourné,2012
14010896813,Algo2,0.17,2012,2,MIAS,17,Ajourné,2012
14010896821,ALGO,8.94,2010,2,MIAS,17,Ajourné,2010
14010896821,ALGO,11.58,2011,2,MIAS,17,Ajourné,2010
14010896821,Algo2,6.71,2010,2,MIAS,17,Ajourné,2010
14010896821,Algo2,13.05,2011,2,MIAS,17,Ajourné,2010
14010896821,ALGO,8.94,2010,2,MIAS,17,Admis,2011
14010896821,ALGO,11.58,2011,2,MIAS,17,Admis,2011
14010896821,Algo2,6.71,2010,2,MIAS,17,Admis,2011
14010896821,Algo2,13.05,2011,2,MIAS,17,Admis,2011
14010896821,ALGO,8.94,2010,3,MIAS,17,Admis,2012
14010896821,ALGO,11.58,2011,3,MIAS,17,Admis,2012
14010896821,Algo2,6.71,2010,3,MIAS,17,Admis,2012
14010896821,Algo2,13.05,2011,3,MIAS,17,Admis,2012
14010896836,ALGO,6.07,2010,2,MIAS,17,Ajourné,2010
14010896836,ALGO,10.75,2011,2,MIAS,17,Ajourné,2010
14010896836,Algo2,7.57,2010,2,MIAS,17,Ajourné,2010
14010896836,ALGO,6.07,2010,2,MIAS,17,Admis,2011
14010896836,ALGO,10.75,2011,2,MIAS,17,Admis,2011
14010896836,Algo2,7.57,2010,2,MIAS,17,Admis,2011
14010896836,ALGO,6.07,2010,3,MIAS,17,Admis,2012
14010896836,ALGO,10.75,2011,3,MIAS,17,Admis,2012
14010896836,Algo2,7.57,2010,3,MIAS,17,Admis,2012
14010896836,ALGO,6.07,2010,1,MGI,20,Admis,2013
14010896836,ALGO,10.75,2011,1,MGI,20,Admis,2013
14010896836,Algo2,7.57,2010,1,MGI,20,Admis,2013
14010896836,ALGO,6.07,2010,2,MGI,20,Admis,2014
14010896836,ALGO,10.75,2011,2,MGI,20,Admis,2014
14010896836,Algo2,7.57,2010,2,MGI,20,Admis,2014
14010896857,ALGO,7.75,2010,2,MIAS,17,Admis,2010
14010896857,Algo2,5,2010,2,MIAS,17,Admis,2010
14010896857,ALGO,7.75,2010,3,MIAS,17,Admis,2011
14010896857,Algo2,5,2010,3,MIAS,17,Admis,2011
14010896857,ALGO,7.75,2010,1,MGI,20,Ajourné,2012
14010896857,Algo2,5,2010,1,MGI,20,Ajourné,2012
14010896857,ALGO,7.75,2010,1,MGI,20,Admis,2013
14010896857,Algo2,5,2010,1,MGI,20,Admis,2013
14010896857,ALGO,7.75,2010,2,MGI,20,Admis,2014
14010896857,Algo2,5,2010,2,MGI,20,Admis,2014
14010996874,ALGO,11.75,2010,2,MIAS,17,Admis,2010
14010996874,Algo2,7.5,2010,2,MIAS,17,Admis,2010
14010996874,ALGO,11.75,2010,3,MIAS,17,Admis,2011
14010996874,Algo2,7.5,2010,3,MIAS,17,Admis,2011
14010996874,ALGO,11.75,2010,1,MGI,19,Admis,2012
14010996874,Algo2,7.5,2010,1,MGI,19,Admis,2012
14010996874,ALGO,11.75,2010,2,MGI,21,Admis,2013
14010996874,Algo2,7.5,2010,2,MGI,21,Admis,2013
14010996875,ALGO,8.07,2010,2,MIAS,17,Ajourné,2010
14010996875,ALGO,10.25,2011,2,MIAS,17,Ajourné,2010
14010996875,Algo2,7.25,2010,2,MIAS,17,Ajourné,2010
14010996875,Algo2,11.56,2011,2,MIAS,17,Ajourné,2010
14010996875,ALGO,8.07,2010,2,MIAS,17,Admis,2011
14010996875,ALGO,10.25,2011,2,MIAS,17,Admis,2011
14010996875,Algo2,7.25,2010,2,MIAS,17,Admis,2011
14010996875,Algo2,11.56,2011,2,MIAS,17,Admis,2011
14010996875,ALGO,8.07,2010,3,MIAS,17,Admis,2012
14010996875,ALGO,10.25,2011,3,MIAS,17,Admis,2012
14010996875,Algo2,7.25,2010,3,MIAS,17,Admis,2012
14010996875,Algo2,11.56,2011,3,MIAS,17,Admis,2012
14010996875,ALGO,8.07,2010,1,MGI,20,Admis,2013
14010996875,ALGO,10.25,2011,1,MGI,20,Admis,2013
14010996875,Algo2,7.25,2010,1,MGI,20,Admis,2013
14010996875,Algo2,11.56,2011,1,MGI,20,Admis,2013
14010996875,ALGO,8.07,2010,2,MGI,20,Admis,2014
14010996875,ALGO,10.25,2011,2,MGI,20,Admis,2014
14010996875,Algo2,7.25,2010,2,MGI,20,Admis,2014
14010996875,Algo2,11.56,2011,2,MGI,20,Admis,2014
14010996877,ALGO,15.38,2010,2,MIAS,17,Admis,2010
14010996877,Algo2,10.02,2010,2,MIAS,17,Admis,2010
14010996877,ALGO,15.38,2010,3,MIAS,17,Admis,2011
14010996877,Algo2,10.02,2010,3,MIAS,17,Admis,2011
14010996877,ALGO,15.38,2010,1,MGI,19,Admis,2012
14010996877,Algo2,10.02,2010,1,MGI,19,Admis,2012
14010996877,ALGO,15.38,2010,2,MGI,21,Admis,2013
14010996877,Algo2,10.02,2010,2,MGI,21,Admis,2013
14010996878,ALGO,19.32,2010,2,MIAS,17,Admis,2010
14010996878,Algo2,18.13,2010,2,MIAS,17,Admis,2010
14010996878,ALGO,19.32,2010,3,MIAS,17,Admis,2011
14010996878,Algo2,18.13,2010,3,MIAS,17,Admis,2011
14010996878,ALGO,19.32,2010,1,MGI,20,Admis,2012
14010996878,Algo2,18.13,2010,1,MGI,20,Admis,2012
14010996878,ALGO,19.32,2010,2,MGI,20,Admis,2013
14010996878,Algo2,18.13,2010,2,MGI,20,Admis,2013
14010996886,ALGO,10.57,2010,2,MIAS,17,Admis,2010
14010996886,Algo2,10,2010,2,MIAS,17,Admis,2010
14010996886,ALGO,10.57,2010,3,MIAS,17,Admis,2011
14010996886,Algo2,10,2010,3,MIAS,17,Admis,2011
14010996886,ALGO,10.57,2010,1,MGI,19,Admis,2012
14010996886,Algo2,10,2010,1,MGI,19,Admis,2012
14010996886,ALGO,10.57,2010,2,MGI,22,Admis,2013
14010996886,Algo2,10,2010,2,MGI,22,Admis,2013
14010996892,ALGO,12.15,2011,1,MIAS,17,Admis,2010
14010996892,Algo2,11.39,2011,1,MIAS,17,Admis,2010
14010996892,ALGO,12.15,2011,2,MIAS,17,Admis,2011
14010996892,Algo2,11.39,2011,2,MIAS,17,Admis,2011
14010996892,ALGO,12.15,2011,3,MIAS,17,Admis,2012
14010996892,Algo2,11.39,2011,3,MIAS,17,Admis,2012
14010996892,ALGO,12.15,2011,1,MGI,20,Admis,2013
14010996892,Algo2,11.39,2011,1,MGI,20,Admis,2013
14010996894,ALGO,10.75,2010,2,MIAS,17,Admis,2010
14010996894,Algo2,7.17,2010,2,MIAS,17,Admis,2010
14010996894,ALGO,10.75,2010,3,MIAS,17,Admis,2011
14010996894,Algo2,7.17,2010,3,MIAS,17,Admis,2011
14010996894,ALGO,10.75,2010,1,MGI,19,Admis,2012
14010996894,Algo2,7.17,2010,1,MGI,19,Admis,2012
14010996894,ALGO,10.75,2010,2,MGI,22,Admis,2013
14010996894,Algo2,7.17,2010,2,MGI,22,Admis,2013
14010996896,ALGO,9,2010,2,MIAS,17,Admis,2010
14010996896,Algo2,4.84,2010,2,MIAS,17,Admis,2010
14010996896,ALGO,9,2010,3,MIAS,17,Admis,2011
14010996896,Algo2,4.84,2010,3,MIAS,17,Admis,2011
14010996896,ALGO,9,2010,1,MGI,19,Admis,2012
14010996896,Algo2,4.84,2010,1,MGI,19,Admis,2012
14010996896,ALGO,9,2010,2,MGI,22,Admis,2013
14010996896,Algo2,4.84,2010,2,MGI,22,Admis,2013
14010996899,ALGO,11.08,2011,1,MIAS,17,Admis,2010
14010996899,Algo2,11.18,2011,1,MIAS,17,Admis,2010
14010996899,ALGO,11.08,2011,2,MIAS,17,Admis,2011
14010996899,Algo2,11.18,2011,2,MIAS,17,Admis,2011
14010996899,ALGO,11.08,2011,3,MIAS,17,Admis,2012
14010996899,Algo2,11.18,2011,3,MIAS,17,Admis,2012
14010996899,ALGO,11.08,2011,1,MGI,20,Admis,2013
14010996899,Algo2,11.18,2011,1,MGI,20,Admis,2013
14010996901,ALGO,11.88,2010,2,MIAS,17,Admis,2010
14010996901,Algo2,10,2010,2,MIAS,17,Admis,2010
14010996901,ALGO,11.88,2010,3,MIAS,17,Admis,2011
14010996901,Algo2,10,2010,3,MIAS,17,Admis,2011
14010996901,ALGO,11.88,2010,1,MGI,19,Admis,2012
14010996901,Algo2,10,2010,1,MGI,19,Admis,2012
14010996901,ALGO,11.88,2010,2,MGI,22,Admis,2013
14010996901,Algo2,10,2010,2,MGI,22,Admis,2013
14010996902,ALGO,13.63,2010,2,MIAS,17,Admis,2010
14010996902,Algo2,11.92,2010,2,MIAS,17,Admis,2010
14010996902,ALGO,13.63,2010,3,MIAS,17,Admis,2011
14010996902,Algo2,11.92,2010,3,MIAS,17,Admis,2011
14010996902,ALGO,13.63,2010,1,MGI,20,Admis,2012
14010996902,Algo2,11.92,2010,1,MGI,20,Admis,2012
14010996902,ALGO,13.63,2010,2,MGI,20,Admis,2013
14010996902,Algo2,11.92,2010,2,MGI,20,Admis,2013
14010996903,ALGO,10.13,2010,2,MIAS,17,Admis,2010
14010996903,Algo2,10.03,2010,2,MIAS,17,Admis,2010
14010996903,ALGO,10.13,2010,3,MIAS,17,Admis,2011
14010996903,Algo2,10.03,2010,3,MIAS,17,Admis,2011
14010996903,ALGO,10.13,2010,1,MGI,20,Admis,2012
14010996903,Algo2,10.03,2010,1,MGI,20,Admis,2012
14010996903,ALGO,10.13,2010,2,MGI,20,Admis,2013
14010996903,Algo2,10.03,2010,2,MGI,20,Admis,2013
14010996905,ALGO,11.35,2011,1,MIAS,17,Admis,2010
14010996905,Algo2,13.3,2011,1,MIAS,17,Admis,2010
14010996905,ALGO,11.35,2011,2,MIAS,17,Admis,2011
14010996905,Algo2,13.3,2011,2,MIAS,17,Admis,2011
14010996905,ALGO,11.35,2011,3,MIAS,17,Admis,2012
14010996905,Algo2,13.3,2011,3,MIAS,17,Admis,2012
14010996905,ALGO,11.35,2011,1,MGI,20,Admis,2013
14010996905,Algo2,13.3,2011,1,MGI,20,Admis,2013
14010996912,ALGO,4.32,2010,2,MIAS,17,Ajourné,2010
14010996912,ALGO,6.8,2011,2,MIAS,17,Ajourné,2010
14010996912,ALGO,8.25,2012,2,MIAS,17,Ajourné,2010
14010996912,ALGO,4.25,2013,2,MIAS,17,Ajourné,2010
14010996912,ALGO,4.25,2014,2,MIAS,17,Ajourné,2010
14010996912,ALGO,0,2015,2,MIAS,17,Ajourné,2010
14010996912,Algo2,4.67,2010,2,MIAS,17,Ajourné,2010
14010996912,Algo2,7.23,2011,2,MIAS,17,Ajourné,2010
14010996912,Algo2,6,2012,2,MIAS,17,Ajourné,2010
14010996912,Algo2,3,2013,2,MIAS,17,Ajourné,2010
14010996912,Algo2,3,2014,2,MIAS,17,Ajourné,2010
14010996912,Algo2,0,2015,2,MIAS,17,Ajourné,2010
14010996912,ALGO,4.32,2010,2,MIAS,17,Ajourné,2011
14010996912,ALGO,6.8,2011,2,MIAS,17,Ajourné,2011
14010996912,ALGO,8.25,2012,2,MIAS,17,Ajourné,2011
14010996912,ALGO,4.25,2013,2,MIAS,17,Ajourné,2011
14010996912,ALGO,4.25,2014,2,MIAS,17,Ajourné,2011
14010996912,ALGO,0,2015,2,MIAS,17,Ajourné,2011
14010996912,Algo2,4.67,2010,2,MIAS,17,Ajourné,2011
14010996912,Algo2,7.23,2011,2,MIAS,17,Ajourné,2011
14010996912,Algo2,6,2012,2,MIAS,17,Ajourné,2011
14010996912,Algo2,3,2013,2,MIAS,17,Ajourné,2011
14010996912,Algo2,3,2014,2,MIAS,17,Ajourné,2011
14010996912,Algo2,0,2015,2,MIAS,17,Ajourné,2011
14010996912,ALGO,4.32,2010,2,MIAS,17,Ajourné,2012
14010996912,ALGO,6.8,2011,2,MIAS,17,Ajourné,2012
14010996912,ALGO,8.25,2012,2,MIAS,17,Ajourné,2012
14010996912,ALGO,4.25,2013,2,MIAS,17,Ajourné,2012
14010996912,ALGO,4.25,2014,2,MIAS,17,Ajourné,2012
14010996912,ALGO,0,2015,2,MIAS,17,Ajourné,2012
14010996912,Algo2,4.67,2010,2,MIAS,17,Ajourné,2012
14010996912,Algo2,7.23,2011,2,MIAS,17,Ajourné,2012
14010996912,Algo2,6,2012,2,MIAS,17,Ajourné,2012
14010996912,Algo2,3,2013,2,MIAS,17,Ajourné,2012
14010996912,Algo2,3,2014,2,MIAS,17,Ajourné,2012
14010996912,Algo2,0,2015,2,MIAS,17,Ajourné,2012
14010996912,ALGO,4.32,2010,2,MIAS,17,Ajourné,2013
14010996912,ALGO,6.8,2011,2,MIAS,17,Ajourné,2013
14010996912,ALGO,8.25,2012,2,MIAS,17,Ajourné,2013
14010996912,ALGO,4.25,2013,2,MIAS,17,Ajourné,2013
14010996912,ALGO,4.25,2014,2,MIAS,17,Ajourné,2013
14010996912,ALGO,0,2015,2,MIAS,17,Ajourné,2013
14010996912,Algo2,4.67,2010,2,MIAS,17,Ajourné,2013
14010996912,Algo2,7.23,2011,2,MIAS,17,Ajourné,2013
14010996912,Algo2,6,2012,2,MIAS,17,Ajourné,2013
14010996912,Algo2,3,2013,2,MIAS,17,Ajourné,2013
14010996912,Algo2,3,2014,2,MIAS,17,Ajourné,2013
14010996912,Algo2,0,2015,2,MIAS,17,Ajourné,2013
14010996914,ALGO,8,2010,2,MIAS,17,Ajourné,2010
14010996914,Algo2,4.42,2010,2,MIAS,17,Ajourné,2010
14010996914,ALGO,8,2010,2,MIAS,17,Admis,2011
14010996914,Algo2,4.42,2010,2,MIAS,17,Admis,2011
14010996914,ALGO,8,2010,3,MIAS,17,Admis,2012
14010996914,Algo2,4.42,2010,3,MIAS,17,Admis,2012
14010996914,ALGO,8,2010,1,MGI,20,Admis,2013
14010996914,Algo2,4.42,2010,1,MGI,20,Admis,2013
14010996921,ALGO,19.07,2010,2,MIAS,17,Admis,2010
14010996921,Algo2,19.17,2010,2,MIAS,17,Admis,2010
14010996921,ALGO,19.07,2010,3,MIAS,17,Admis,2011
14010996921,Algo2,19.17,2010,3,MIAS,17,Admis,2011
14010996921,ALGO,19.07,2010,1,MGI,20,Admis,2012
14010996921,Algo2,19.17,2010,1,MGI,20,Admis,2012
14010996921,ALGO,19.07,2010,2,MGI,20,Admis,2013
14010996921,Algo2,19.17,2010,2,MGI,20,Admis,2013
14010996922,ALGO,10.05,2012,1,MIAS,17,Ajourné,2010
14010996922,Algo2,7.41,2012,1,MIAS,17,Ajourné,2010
14010996922,ALGO,10.05,2012,1,MIAS,17,Admis,2011
14010996922,Algo2,7.41,2012,1,MIAS,17,Admis,2011
14010996922,ALGO,10.05,2012,2,MIAS,17,Admis,2012
14010996922,Algo2,7.41,2012,2,MIAS,17,Admis,2012
14010996922,ALGO,10.05,2012,3,MIAS,17,Admis,2013
14010996922,Algo2,7.41,2012,3,MIAS,17,Admis,2013
14010996923,ALGO,19.25,2010,2,MIAS,17,Admis,2010
14010996923,Algo2,18.3,2010,2,MIAS,17,Admis,2010
14010996923,ALGO,19.25,2010,3,MIAS,17,Admis,2011
14010996923,Algo2,18.3,2010,3,MIAS,17,Admis,2011
14010996923,ALGO,19.25,2010,1,MGI,20,Admis,2012
14010996923,Algo2,18.3,2010,1,MGI,20,Admis,2012
14010996923,ALGO,19.25,2010,2,MGI,20,Admis,2013
14010996923,Algo2,18.3,2010,2,MGI,20,Admis,2013
14010996929,ALGO,11.63,2010,2,MIAS,17,Admis,2010
14010996929,Algo2,10.59,2010,2,MIAS,17,Admis,2010
14010996929,ALGO,11.63,2010,3,MIAS,17,Admis,2011
14010996929,Algo2,10.59,2010,3,MIAS,17,Admis,2011
14010996929,ALGO,11.63,2010,1,MGI,19,Admis,2012
14010996929,Algo2,10.59,2010,1,MGI,19,Admis,2012
14010996929,ALGO,11.63,2010,2,MGI,21,Admis,2013
14010996929,Algo2,10.59,2010,2,MGI,21,Admis,2013
14010996934,ALGO,10.07,2010,2,MIAS,17,Admis,2010
14010996934,Algo2,10,2010,2,MIAS,17,Admis,2010
14010996934,ALGO,10.07,2010,3,MIAS,17,Admis,2011
14010996934,Algo2,10,2010,3,MIAS,17,Admis,2011
14010996934,ALGO,10.07,2010,1,MGI,20,Admis,2012
14010996934,Algo2,10,2010,1,MGI,20,Admis,2012
