N°Ins,Code_UE,credit_obtenu,Moy_UE,Aquit,exclu_ue
14011599301,TRX,0.0,0.27,false,false
14011599301,REOP,0.0,0.00,false,false
14011599301,ALOG,0.0,0.67,false,false
14011599301,UTE,0.0,0.00,false,false
14011599303,TECRX,0.0,0.00,false,false
14011599303,TCE,0.0,0.00,false,false
14011599303,EDP,0.0,0.00,false,false
14011599303,UET,0.0,0.00,false,false
14011097496,ALOG,9.0,10.63,false,false
14011197893,LCO,3.0,8.06,false,false
14011197893,MVS,2.5,6.75,false,false
14011197893,ROP,0.0,6.83,false,false
14011197893,ANG2,2.5,14.00,false,false
14011197893,HWR,0.0,5.50,false,false
14011197893,TWB,4.5,7.69,false,false
14011197893,VTI,0.0,7.98,false,false
14011197914,QSR,15.5,12.48,false,false
14011197914,UEMR,14.5,14.04,false,false
14011197914,UPFR,30.0,16.00,false,false
14011197918,QSR,15.5,11.69,false,false
14011197918,UEMR,14.5,13.71,false,false
14011197918,UPFR,30.0,16.00,false,false
14011197922,SYSDC,15.5,13.25,false,false
14011197922,UEMM,14.5,14.08,false,false
14011197922,UPFE,30.0,17.50,false,false
14011197923,SYSDC,15.5,15.21,false,false
14011197923,UEMM,14.5,15.20,false,false
14011197923,UPFE,30.0,17.50,false,false
14011197936,QSR,15.5,12.79,false,false
14011197936,UEMR,14.5,13.79,false,false
14011097423,UED,0.0,0.00,false,false
14011097423,UEF11,0.0,0.00,false,false
14011097423,UEM ,0.0,0.00,false,false
14011097423,UED23,0.0,0.00,false,false
14011097423,UEF21,0.0,0.00,false,false
14011097423,UEF22,0.0,0.00,false,false
14011097425,UEF22,6.0,8.61,false,false
14011097419,MG7,0.0,0.00,false,false
14011097419,MG8,0.0,0.00,false,false
14011097425,MG7,0.0,0.00,false,false
14011097425,MG8,0.0,0.00,false,false
14011097425,MG9,0.0,0.00,false,false
14011097425,MG10,0.0,0.00,false,false
14011097425,MG11,0.0,0.00,false,false
14011097433,MG7,0.0,0.00,false,false
14011097451,MG7,0.0,0.00,false,false
14011097451,MG8,0.0,0.00,false,false
14011097506,TRX,0.0,1.33,false,false
14011097506,REOP,0.0,2.14,false,false
14011097506,ALOG,0.0,4.07,false,false
14011097506,TECRX,0.0,0.00,false,false
14011097506,TCE,0.0,0.00,false,false
14011097506,EDP,0.0,0.00,false,false
14011097506,UET,0.0,0.00,false,false
14011197936,UPFR,30.0,15.50,false,false
14011197939,QSR,15.5,13.43,false,false
14011197939,UEMR,14.5,14.23,false,false
14011197939,UPFR,30.0,16.50,false,false
14011197947,QSR,15.5,14.50,false,false
14011197947,UEMR,14.5,13.92,false,false
14011197947,UPFR,30.0,16.50,false,false
14011197960,TRX,9.0,10.02,false,false
14011197960,REOP,9.5,10.88,false,false
14011197960,ALOG,0.0,9.55,false,false
14011197960,UTE,2.5,17.25,false,false
14011197960,TECRX,13.0,10.14,false,false
14011197960,TCE,5.0,8.10,false,false
14011197960,EDP,0.0,7.80,false,false
14011197960,UET,2.5,14.00,false,false
14010796588,UEF11,6.0,4.24,false,false
14010796588,UED,0.0,1.81,false,false
14010796588,UEM ,3.0,5.25,false,false
14010796588,UED23,2.0,3.33,false,false
14010796588,MG8,0.0,0.00,false,false
14010796588,MG10,0.0,0.00,false,false
14010796588,MG11,4.0,3.60,false,false
14010796588,MG12,0.0,0.00,false,false
14010896826,MG7,0.0,0.00,false,false
14010896826,MG8,0.0,0.00,false,false
14010896826,MG9,0.0,0.00,false,false
14010896826,MG10,0.0,0.00,false,false
14010896826,MG11,0.0,0.00,false,false
14010896826,MG12,0.0,0.00,false,false
14011197966,QSR,15.5,13.06,false,false
14011197966,UEMR,14.5,13.98,false,false
14011197966,UPFR,30.0,16.50,false,false
14011197977,QSR,15.5,11.30,false,false
14011197977,UEMR,14.5,13.19,false,false
14011197977,UPFR,30.0,16.00,false,false
14011197979,QSR,15.5,12.80,false,false
14011197979,UEMR,14.5,12.67,false,false
14011197979,UPFR,30.0,16.00,false,false
14011197993,TRX,9.0,10.68,false,false
14011197993,REOP,3.5,9.03,false,false
14011197993,ALOG,9.0,10.31,false,false
14011197993,UTE,2.5,18.75,false,false
14011197993,TECRX,9.0,9.92,false,false
14011197993,TCE,5.0,9.33,false,false
14011197993,EDP,3.0,10.60,false,false
14011197993,UET,2.5,16.25,false,false
14011197999,QSR,15.5,12.02,false,false
14011197999,UEMR,14.5,14.27,false,false
14011197999,UPFR,30.0,16.50,false,false
14011198007,QSR,15.5,11.23,false,false
14011299205,UED,3.0,7.20,false,false
14011299205,UEF11,0.0,4.28,false,false
14011299205,UED23,4.0,7.33,false,false
14011299205,UEF21,4.0,6.05,false,false
14011299205,UEF22,3.0,5.48,false,false
14011299210,UEF11,0.0,4.54,false,false
14011299210,UED23,2.0,3.50,false,false
14011299210,UEF21,4.0,5.83,false,false
14011299210,UEF22,0.0,4.60,false,false
14011299212,UEF21,4.0,6.50,false,false
14011299214,UED,0.0,1.36,false,false
14011299214,UEF11,0.0,1.93,false,false
14011299214,UEM ,0.0,0.00,false,false
14011299214,UED23,0.0,0.00,false,false
14011299214,UEF21,0.0,0.00,false,false
14011299214,UEF22,0.0,0.00,false,false
14011299202,MG7,0.0,0.00,false,false
14011299202,MG8,0.0,0.00,false,false
14011299202,MG9,0.0,0.00,false,false
14011299202,MG10,0.0,0.00,false,false
14011299203,MG7,0.0,0.00,false,false
14011299203,MG8,0.0,0.00,false,false
14011299203,MG9,0.0,0.00,false,false
14011299203,MG10,0.0,0.00,false,false
14011299203,MG11,0.0,0.00,false,false
14011299207,MG7,0.0,0.00,false,false
14011299207,MG8,0.0,0.00,false,false
14011299207,MG9,0.0,0.00,false,false
14011299207,MG10,0.0,0.00,false,false
14011299207,MG11,0.0,0.00,false,false
14011299207,MG12,0.0,0.00,false,false
14011299212,UEIN4,0.0,4.97,false,false
14011299212,UEIN5,4.0,5.71,false,false
14011399238,SCCD,15.5,10.73,false,false
14011399238,UEMM1,14.5,11.88,false,false
14011399238,UPFE1,30.0,16.00,false,false
14011399259,SCCD,15.5,12.13,false,false
14011399259,UEMM1,14.5,12.97,false,false
14011399259,UPFE1,30.0,16.00,false,false
14011499270,TRX,9.0,10.23,false,false
14011499270,REOP,3.5,8.46,false,false
14010796607,MG7,0.0,0.00,false,false
14010796607,MG8,0.0,0.00,false,false
14010796607,MG10,0.0,0.00,false,false
14010796607,MG11,0.0,0.00,false,false
14010796607,MG12,0.0,0.00,false,false
14010896850,MG7,0.0,0.00,false,false
14010896850,MG8,0.0,0.00,false,false
14010896850,MG9,0.0,0.00,false,false
14010896850,MG10,0.0,0.00,false,false
14010896850,MG11,0.0,0.00,false,false
14010896850,MG12,0.0,0.00,false,false
14011097179,MG7,0.0,0.00,false,false
14011097179,MG8,0.0,0.00,false,false
14011097179,MG9,0.0,0.00,false,false
14011097179,MG10,0.0,0.00,false,false
14011097179,MG11,0.0,0.00,false,false
14011097179,MG12,0.0,0.00,false,false
14011198007,UEMR,14.5,11.83,false,false
14011198007,UPFR,30.0,16.00,false,false
14011198010,QSR,4.5,9.21,false,false
14011198010,UEMR,14.5,11.00,false,false
14011198010,UPFR,30.0,16.00,false,false
14011198012,QSR,15.5,13.56,false,false
14011198012,UEMR,14.5,14.63,false,false
14011198012,UPFR,30.0,16.50,false,false
14011198033,QSR,15.5,11.14,false,false
14011198033,UEMR,14.5,14.27,false,false
14011198033,UPFR,30.0,16.00,false,false
14011198041,QSR,15.5,14.52,false,false
14011198041,UEMR,14.5,14.77,false,false
14011198041,UPFR,30.0,16.50,false,false
14011599307,ANG,2.5,16.25,false,false
14011599307,BSE,0.0,7.50,false,false
14011599307,LCO,3.0,9.28,false,false
14011599307,MVS,9.0,10.90,false,false
14011599307,ROP,2.5,8.84,false,false
14011599307,ANG2,2.5,18.00,false,false
14010996868,MG7,0.0,0.00,false,false
14010996868,MG8,0.0,0.00,false,false
14010996868,MG9,0.0,0.00,false,false
14010996868,MG10,0.0,0.00,false,false
14010996868,MG11,0.0,0.00,false,false
14010996885,MG7,0.0,0.00,false,false
14010996885,MG8,0.0,0.00,false,false
14010996885,MG9,0.0,0.00,false,false
14010996885,MG10,0.0,0.00,false,false
14010996885,MG11,0.0,0.00,false,false
14010996885,MG12,0.0,0.00,false,false
14011097209,MG7,0.0,0.00,false,false
14011097209,MG8,0.0,0.00,false,false
14011097209,MG9,0.0,0.00,false,false
14011097209,MG10,0.0,0.00,false,false
14011097209,MG11,0.0,0.00,false,false
14011097209,MG12,0.0,0.00,false,false
14011198084,QSR,10.0,9.80,false,false
14011198084,UEMR,14.5,12.85,false,false
14011198084,UPFR,30.0,16.00,false,false
14011198091,QSR,10.0,8.82,false,false
14011198091,UEMR,14.5,11.27,false,false
14011198091,UPFR,30.0,16.00,false,false
14011198103,QSR,15.5,11.19,false,false
14011198103,UEMR,14.5,11.50,false,false
14011198103,UPFR,30.0,16.50,false,false
14011198116,QSR,15.5,12.45,false,false
14011198116,UEMR,14.5,13.79,false,false
14011198116,UPFR,30.0,16.00,false,false
14011198125,TRX,0.0,7.10,false,false
14011198125,REOP,0.0,6.07,false,false
14011198125,ALOG,0.0,8.10,false,false
14011198125,UTE,2.5,13.00,false,false
14011198125,TECRX,0.0,8.12,false,false
14011599307,HWR,0.0,5.50,false,false
14011599307,TWB,11.5,11.91,false,false
14011599307,VTI,4.0,7.94,false,false
14010796618,MG7,0.0,0.00,false,false
14010796618,MG8,0.0,0.00,false,false
14010796618,MG10,4.0,3.30,false,false
14010996868,MG12,0.0,0.00,false,false
14010996870,MG7,0.0,0.00,false,false
14010996870,MG8,0.0,0.00,false,false
14010996870,MG9,0.0,0.00,false,false
14010996870,MG10,0.0,0.00,false,false
14010996870,MG11,0.0,0.00,false,false
14010996870,MG12,0.0,0.00,false,false
14010996871,MG7,0.0,0.00,false,false
14010996871,MG8,0.0,0.00,false,false
14010996871,MG9,0.0,0.00,false,false
14010996871,MG10,0.0,0.00,false,false
14010996871,MG11,0.0,0.00,false,false
14010996871,MG12,0.0,0.00,false,false
14010996873,MG7,0.0,0.00,false,false
14010996873,MG8,0.0,0.00,false,false
14010996873,MG9,0.0,0.00,false,false
14010996873,MG10,0.0,0.00,false,false
14010996873,MG11,0.0,0.00,false,false
14010996873,MG12,0.0,0.00,false,false
14011198125,TCE,0.0,6.14,false,false
14011198125,EDP,0.0,7.60,false,false
14011198125,UET,2.5,14.00,false,false
14011198153,QSR,15.5,14.06,false,false
14011198153,UEMR,14.5,12.54,false,false
14011198153,UPFR,30.0,16.00,false,false
14011198166,TRX,0.0,6.93,false,false
14011198166,REOP,0.0,7.27,false,false
14011198166,ALOG,0.0,7.95,false,false
14011198166,UTE,2.5,18.00,false,false
14011198166,TECRX,4.5,8.62,false,false
14011198166,TCE,0.0,5.53,false,false
14011198166,EDP,3.0,10.40,false,false
14011198136,SYSDC,5.5,6.96,false,false
14011198136,UEMM,14.5,13.26,false,false
14011198136,UPFE,30.0,16.00,false,false
14010996876,MG7,0.0,0.00,false,false
14010996876,MG8,0.0,0.00,false,false
14010996876,MG9,0.0,0.00,false,false
14010996876,MG10,0.0,0.00,false,false
14010996876,MG11,0.0,0.00,false,false
14010996876,MG12,0.0,0.00,false,false
14010996879,MG7,0.0,0.00,false,false
14010996879,MG8,0.0,0.00,false,false
14010996879,MG9,0.0,0.00,false,false
14010996879,MG10,0.0,0.00,false,false
14010996879,MG11,0.0,0.00,false,false
14010996879,MG12,0.0,0.00,false,false
14010996881,UEIN1,0.0,0.00,false,false
14010996881,UEIN2,0.0,0.00,false,false
14010996881,UEIN3,0.0,0.00,false,false
14010996881,UEIN4,0.0,0.00,false,false
14010996881,UEIN5,0.0,0.00,false,false
14010996881,UEIN6,0.0,0.00,false,false
14010996883,MG7,0.0,0.00,false,false
14010996883,MG8,0.0,0.00,false,false
14010996883,MG9,0.0,0.00,false,false
14011097258,MG7,0.0,0.00,false,false
14011097258,MG8,0.0,0.00,false,false
14011097258,MG9,0.0,0.00,false,false
14011097258,MG10,0.0,0.00,false,false
14011097258,MG11,0.0,0.00,false,false
14011097258,MG12,0.0,0.00,false,false
14011198166,UET,2.5,16.00,false,false
14011198180,TRX,0.0,8.02,false,false
14011198180,REOP,0.0,8.81,false,false
14011198180,ALOG,9.0,12.17,false,false
14011198180,UTE,2.5,16.00,false,false
14011198180,TECRX,0.0,8.47,false,false
14011198180,TCE,11.5,10.24,false,false
14011198180,EDP,3.0,10.00,false,false
14011198174,SYSDC,15.5,11.81,false,false
14011198174,UEMM,14.5,12.88,false,false
14011198174,UPFE,30.0,16.00,false,false
14010996883,MG10,0.0,0.00,false,false
14010996883,MG11,0.0,0.00,false,false
14010996883,MG12,0.0,0.00,false,false
14010996884,MG7,0.0,0.00,false,false
14010996884,MG8,0.0,0.00,false,false
14010996884,MG9,0.0,0.00,false,false
14010996884,MG10,0.0,0.00,false,false
14010996884,MG11,0.0,0.00,false,false
14010996884,MG12,0.0,0.00,false,false
14010996887,MG7,0.0,0.00,false,false
14010996887,MG8,0.0,0.00,false,false
14010996887,MG9,0.0,0.00,false,false
14010996887,MG10,0.0,0.00,false,false
14010996887,MG11,0.0,0.00,false,false
14010996887,MG12,0.0,0.00,false,false
14010996890,MG7,0.0,0.00,false,false
14010996890,MG8,0.0,0.00,false,false
14010996890,MG9,0.0,0.00,false,false
14010996890,MG10,0.0,0.00,false,false
14010996890,MG11,0.0,0.00,false,false
14010996890,MG12,0.0,0.00,false,false
14010996891,MG7,0.0,0.00,false,false
14010996891,MG8,0.0,0.00,false,false
14010996891,MG9,0.0,0.00,false,false
14010996891,MG10,0.0,0.00,false,false
14010996891,MG11,0.0,0.00,false,false
14010996891,MG12,0.0,0.00,false,false
14011198180,UET,2.5,18.75,false,false
14011198183,TRX,9.0,10.03,false,false
14011198183,REOP,6.0,9.04,false,false
14011198183,ALOG,2.5,9.28,false,false
14011198183,UTE,2.5,16.75,false,false
14011198183,TECRX,4.5,9.79,false,false
14011198183,TCE,6.5,9.93,false,false
14011198183,EDP,3.0,10.20,false,false
14011198183,UET,2.5,16.00,false,false
14011198194,TRX,3.0,8.60,false,false
14011198194,REOP,6.0,9.37,false,false
14011198194,ALOG,3.5,8.24,false,false
14010996909,MG7,0.0,0.00,false,false
14010996909,MG8,0.0,0.00,false,false
14010996909,MG9,0.0,0.00,false,false
14010996909,MG10,0.0,0.00,false,false
14010996909,MG11,0.0,0.00,false,false
14010996909,MG12,0.0,0.00,false,false
14010996910,MG7,0.0,0.00,false,false
14010996910,MG8,0.0,0.00,false,false
14011097278,UEIN1,0.0,0.00,false,false
14011097278,UEIN2,0.0,1.59,false,false
14011097278,UEIN3,2.0,5.00,false,false
14011097278,UEIN4,0.0,0.00,false,false
14011097278,UEIN5,0.0,0.00,false,false
14011097278,UEIN6,0.0,0.00,false,false
14011198194,UTE,2.5,17.00,false,false
14011198194,TECRX,13.0,10.32,false,false
14011198194,TCE,5.0,9.87,false,false
14011198194,EDP,0.0,8.00,false,false
14011198194,UET,2.5,14.00,false,false
14011198214,QSR,15.5,10.84,false,false
14011198214,UEMR,14.5,13.08,false,false
14011198214,UPFR,30.0,16.50,false,false
14011198242,SYSDC,15.5,11.51,false,false
14011198242,UEMM,14.5,12.32,false,false
14011198242,UPFE,30.0,16.50,false,false
14011198256,QSR,15.5,11.11,false,false
14011198256,UEMR,14.5,13.69,false,false
14011198256,UPFR,30.0,16.50,false,false
14011198259,TRX,6.0,9.73,false,false
14011198259,REOP,6.0,9.63,false,false
14011198259,ALOG,9.0,11.15,false,false
14011198259,UTE,2.5,16.00,false,false
14011198259,TECRX,13.0,11.04,false,false
14011198259,TCE,11.5,11.04,false,false
14010796669,UED,6.0,8.01,false,false
14010796669,UEF22,3.0,6.37,false,false
14010796669,UEF21,8.0,9.23,false,false
14010796669,MG7,6.0,5.40,false,false
14010796669,MG8,4.0,2.60,false,false
14010796669,MG10,0.0,0.00,false,false
14010796669,MG11,4.0,3.40,false,false
14010796669,MG12,0.0,0.00,false,false
14010996910,MG9,0.0,0.00,false,false
14010996910,MG10,0.0,0.00,false,false
14010996910,MG11,0.0,0.00,false,false
14010996910,MG12,0.0,0.00,false,false
14010996912,UEIN1,0.0,3.69,false,false
14010996912,UEIN3,2.0,5.50,false,false
14010996912,UEIN4,5.0,5.10,false,false
14010996913,MG7,0.0,0.00,false,false
14010996913,MG8,0.0,0.00,false,false
14010996913,MG9,0.0,0.00,false,false
14010996913,MG10,0.0,0.00,false,false
14010996913,MG11,0.0,0.00,false,false
14010996913,MG12,0.0,0.00,false,false
14011097310,MG7,0.0,0.00,false,false
14011097310,MG8,0.0,0.00,false,false
14011097310,MG9,0.0,0.00,false,false
14011097310,MG10,0.0,0.00,false,false
14011097310,MG11,0.0,0.00,false,false
14011097310,MG12,0.0,0.00,false,false
14011097313,MG7,0.0,0.00,false,false
14011097313,MG8,0.0,0.00,false,false
14011097313,MG9,0.0,0.00,false,false
14011097313,MG10,0.0,0.00,false,false
14011097313,MG11,0.0,0.00,false,false
14011097313,MG12,0.0,0.00,false,false
14011198259,EDP,3.0,10.30,false,false
14011198259,UET,2.5,14.00,false,false
14011198260,SYSDC,15.5,12.72,false,false
14011198260,UEMM,14.5,14.21,false,false
14011198260,UPFE,30.0,16.00,false,false
14011198267,QSR,15.5,12.34,false,false
14010996918,MG7,0.0,0.00,false,false
14010996918,MG8,0.0,0.00,false,false
14010996918,MG9,0.0,0.00,false,false
14010996918,MG10,0.0,0.00,false,false
14010996918,MG11,0.0,0.00,false,false
14010996918,MG12,0.0,0.00,false,false
14010996919,MG7,0.0,0.00,false,false
14010996919,MG8,0.0,0.00,false,false
14010996919,MG9,0.0,0.00,false,false
14010996919,MG10,0.0,0.00,false,false
14010996919,MG11,0.0,0.00,false,false
14010996919,MG12,0.0,0.00,false,false
14010996920,MG7,0.0,0.00,false,false
14010996920,MG8,0.0,0.00,false,false
14010996920,MG9,0.0,0.00,false,false
14010996920,MG10,0.0,0.00,false,false
14010996920,MG11,0.0,0.00,false,false
14010996920,MG12,0.0,0.00,false,false
14011198267,UEMR,14.5,11.60,false,false
14011198267,UPFR,30.0,16.00,false,false
14011198282,QSR,4.5,9.00,false,false
14011198282,UEMR,14.5,11.75,false,false
14011198282,UPFR,30.0,16.00,false,false
14011198286,TRX,3.0,7.97,false,false
14011198286,REOP,6.0,9.59,false,false
14011198286,ALOG,3.5,9.62,false,false
14011198286,UTE,2.5,17.00,false,false
