N°Ins,Réf_Cours,examen,rattrapage,Conference,seminaire,TD,TP,stage,Projet,autre_Ctl,Moy_CC,Moy_Module,Aquit,Option,ratt,exclu_matière,2015
14010896757,SRW,9,,,,6,10,,,,0.0,8.60,false,false,false,false,2015
14010896757,QSER,8.75,,,,15,12.5,,,,5.5,10.75,false,false,false,false,2015
14010896757,PARCL,10.5,,,,,,,,,4.5,10.50,false,false,false,false,2015
14010896757,GSPI,4.5,,,,4.5,12.5,,,,0.0,6.10,false,false,false,false,2015
14010896757,PFER,13,,,,,,,,,30.0,13.00,false,false,false,false,2015
14010996922,RBIB,15,,,,,,,,,9.0,15.00,false,false,false,false,2015
14011097464,ARPS,5,2,,,,14,,,,0.0,8.60,false,false,false,false,2015
14010696449,ALG3,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010696449,ANN1,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010696449,LANE,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010696449,HISM,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010696449,ALG4,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010696449,ANL4,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010696449,ANLC,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010696449,GEOM,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010696449,ANN2,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010696449,APMD,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010996922,SRW,7,,,,6,12,,,,0.0,7.80,false,false,false,false,2015
14010996922,QSER,8.5,,,,5,9.5,,,,0.0,8.00,false,false,false,false,2015
14010996922,PARCL,11.6,,,,,,,,,4.5,11.60,false,false,false,false,2015
14010996922,GSPI,2.5,,,,4,13,,,,0.0,4.90,false,false,false,false,2015
14010996922,PFER,16,,,,,,,,,30.0,16.00,false,false,false,false,2015
14011599296,ARPS,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011599296,RSF,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011599296,DSE,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011599296,AGRO,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011599296,OROP,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011599296,WEBS,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011599296,APRC,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011599296,BDA,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011599296,ANGP,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011599296,TINT,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011599296,TRXO,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011599296,MMT,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011599296,TFM,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011599296,TCT,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011599296,TCIP,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011599296,MICO,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011599296,ASLO,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011097152,GL,10.5,,,,8,12,,,,5.0,10.30,false,false,false,false,2015
14011097368,RBIB,14.5,,,,,,,,,9.0,14.50,false,false,false,false,2015
14011599296,AGL2,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010997045,RBIB,15,,,,,,,,,9.0,15.00,false,false,false,false,2015
14010997045,SRW,6.5,,,,6,10,,,,0.0,7.10,false,false,false,false,2015
14010997045,QSER,10,,,,10.75,12.5,,,,5.5,10.65,false,false,false,false,2015
14010997045,PARCL,10.5,,,,,,,,,4.5,10.50,false,false,false,false,2015
14010997045,GSPI,3,,,,4,11,,,,0.0,4.80,false,false,false,false,2015
14010997045,PFER,16,,,,,,,,,30.0,16.00,false,false,false,false,2015
14011097102,ARPS,7,,,,,12.5,,,,0.0,9.20,false,false,false,false,2015
14011097102,RSF,7,10,,,,13.5,,,,3.0,11.40,false,false,true,false,2015
14011097102,DSE,6,11.5,,,7.75,,,,,3.5,10.00,false,false,true,false,2015
14011097102,AGRO,7,11,,,,,,,,2.5,11.00,false,false,true,false,2015
14011097102,OROP,9,8,,,8,,,,,0.0,8.60,false,false,false,false,2015
14011097102,WEBS,8,,,,,13,,,,3.5,10.00,false,false,false,false,2015
14011097102,APRC,6,,,,,13.2,,,,0.0,8.88,false,false,false,false,2015
14011097102,BDA,8,,,,,13,,,,2.5,10.00,false,false,false,false,2015
14011097102,ANGP,15,,,,,,,,,2.5,15.00,false,false,false,false,2015
14011097102,TINT,6,,,,,13.1,,,,0.0,8.84,false,false,false,false,2015
14011097102,TRXO,10.5,,,,,12.5,,,,4.5,11.30,false,false,false,false,2015
14011097102,MMT,5,,,,15,,,,,0.0,9.00,false,false,false,false,2015
14011097102,TFM,8.5,,,,8.5,14,,,,0.0,9.60,false,false,false,false,2015
14011097102,TCT,6,,,,8.25,12.5,,,,0.0,7.75,false,false,false,false,2015
14011097102,TCIP,12,,,,,13,,,,3.0,12.40,false,false,false,false,2015
14011097102,MICO,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011097102,ASLO,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011097102,AGL2,15.75,,,,,,,,,2.5,15.75,false,false,false,false,2015
14011097152,CA,10,,,,12,,,,,5.0,10.80,false,false,false,false,2015
14011097152,COSI,11,10,,,6,,,,,0.0,9.00,false,false,false,false,2015
14011097152,SMA,5,7,,,,16,,,,4.0,10.60,false,false,true,false,2015
14011097152,OIN,9.5,,,,14,14,,,,4.0,11.30,false,false,false,false,2015
14011097152,LOIA,2,10,,,13,,,,,3.0,11.20,false,false,true,false,2015
14011097152,SEVD,4,7,,,7.5,,,,,0.0,7.20,false,false,true,false,2015
14011097152,ANG1,17.25,,,,,,,,,2.0,17.25,false,false,false,false,2015
14011097152,SCL,6,9,,,12.5,,,,,5.0,10.40,false,false,true,false,2015
14011097368,SRW,7,,,,12,,,,,0.0,6.60,false,false,false,false,2015
14010997045,WEBS,8.5,,,,,10.25,,,,0.0,9.20,false,false,false,false,2015
14010997045,APRC,3.5,10,,,,10,,,,3.0,10.00,false,false,true,false,2015
14010997045,BDA,1,9,,,,6.25,,,,0.0,7.90,false,false,true,false,2015
14010796674,ARPS,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010796674,RSF,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010796674,DSE,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010796674,AGRO,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010796674,OROP,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010796674,WEBS,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010796674,APRC,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010796674,BDA,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011097152,ARCDL,11.25,,,,,10.25,,,,5.0,10.85,false,false,false,false,2015
14011097152,IHIA,8,10,,,,8,,,,0.0,9.20,false,false,true,false,2015
14011097152,PRGW,9.5,,,,,13,,,,3.0,10.90,false,false,false,false,2015
14011097152,I.A,9,10,,,8,,,,,0.0,9.20,false,false,true,false,2015
14011097152,BDDA,7,10,,,10,,,,,4.0,10.00,false,false,true,false,2015
14011097152,XMLW,7.25,5,,,9.25,,,,,0.0,8.05,false,false,false,false,2015
14011097152,ANG2.,15.5,,,,,,,,,2.0,15.50,false,false,false,false,2015
14011097177,AGR,13,,,,,,,,,2.5,13.00,false,false,false,false,2015
14011097177,APN,20,,,,,,,,,2.5,20.00,false,false,false,false,2015
14011097177,BDD,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011097177,ELE,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011097177,LIA,12,,,,11.5,,,,,3.5,11.80,false,false,false,false,2015
14011097177,MFO,11.5,,,,,12.5,,,,3.0,11.90,false,false,false,false,2015
14011097177,MOM,12,,,,,13.75,,,,3.5,12.70,false,false,false,false,2015
14011097177,ORO,8,,,,8.5,,,,,0.0,8.20,false,false,false,false,2015
14011097177,RET,5,,,,,14,,,,0.0,8.60,false,false,false,false,2015
14011097177,SBC,12,,,,,13.5,,,,3.0,12.60,false,false,false,false,2015
14011097177,SED,8,,,,13,,,,,3.5,10.00,false,false,false,false,2015
14011097177,SEW,10,,,,,,,,,2.5,10.00,false,true,false,false,2015
14011097177,ANGn2,20,,,,,,,,,2.5,20.00,false,false,false,false,2015
14011097177,ASSL,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011097177,APC,10.5,,,,,,,,,3.0,10.50,false,false,false,false,2015
14011097177,MC,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011097177,EW,13,,,,,,,,,2.5,13.00,false,false,false,false,2015
14011097312,ALG3,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011097312,ANL3,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011097312,ANN1,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011097312,HISM,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011097312,LANE,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011097312,LOGM,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011097312,TEM,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011097312,ALG4,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011097312,ANL4,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011097312,ANLC,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011097312,ANN2,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011097312,APMD,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011097310,ALG3,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011097310,ANL3,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011097310,ANN1,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011097310,HISM,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011097310,LANE,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011097310,LOGM,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011097310,TEM,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011097310,ALG4,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011097310,ANL4,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011097310,ANLC,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011097310,ANN2,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011097310,APMD,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011097310,GEOM,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011097310,PROB,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011097313,ALG3,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011097368,QSER,13,,,,15,14,,,,5.5,13.60,false,false,false,false,2015
14011097368,PARCL,10.5,,,,,,,,,4.5,10.50,false,false,false,false,2015
14011097368,GSPI,5,,,,8.5,10,,,,0.0,6.70,false,false,false,false,2015
14011097368,PFER,16,,,,,,,,,30.0,16.00,false,false,false,false,2015
14011097416,RBIB,14.5,,,,,,,,,9.0,14.50,false,false,false,false,2015
14011097416,SRW,7,,,,12,10,,,,0.0,8.60,false,false,false,false,2015
14011097416,QSER,4.5,,,,13,7,,,,0.0,6.70,false,false,false,false,2015
14011097416,PARCL,10.7,,,,,,,,,4.5,10.70,false,false,false,false,2015
14011097416,GSPI,6.75,,,,8.5,11.5,,,,0.0,8.05,false,false,false,false,2015
14011097416,PFER,16,,,,,,,,,30.0,16.00,false,false,false,false,2015
14010896694,ALG3,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010896694,ANL3,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010896694,ANN1,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010896694,HISM,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010896694,LANE,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010896694,LOGM,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010896694,TEM,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010896694,ALG4,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010896694,ANL4,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010896694,ANLC,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010896694,ANN2,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010896694,APMD,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010896694,GEOM,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010896694,PROB,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011097177,OWS,12,,,,,13.5,,,,4.5,12.60,false,false,false,false,2015
14011097177,WS,11.5,,,,13,11.75,,,,4.5,11.85,false,false,false,false,2015
14011097177,MMTS,7,,,,11,,,,,0.0,8.60,false,false,false,false,2015
14011097177,TAM,7.75,,,,14.5,11.75,,,,0.0,9.90,false,false,false,false,2015
14011097177,VA,13,,,,8.5,14,,,,4.5,12.30,false,false,false,false,2015
14011097274,RBIB,14.5,,,,,,,,,9.0,14.50,false,false,false,false,2015
14011097274,SRW,6,,,,6,11,,,,0.0,7.00,false,false,false,false,2015
14011097274,QSER,9.75,,,,14.5,7.25,,,,5.5,10.20,false,false,false,false,2015
14011097274,PARCL,11.5,,,,,,,,,4.5,11.50,false,false,false,false,2015
14011097274,GSPI,6.5,,,,5,14.5,,,,0.0,7.80,false,false,false,false,2015
14011097274,PFER,16,,,,,,,,,30.0,16.00,false,false,false,false,2015
14011097276,RBIB,15,,,,,,,,,9.0,15.00,false,false,false,false,2015
14011097276,SRW,7,,,,11,10,,,,0.0,8.40,false,false,false,false,2015
14011097276,QSER,9,,,,6,7,,,,0.0,8.00,false,false,false,false,2015
14011097276,PARCL,14.5,,,,,,,,,4.5,14.50,false,false,false,false,2015
14011097276,GSPI,3.5,,,,7.5,10,,,,0.0,5.60,false,false,false,false,2015
14011097276,PFER,16,,,,,,,,,30.0,16.00,false,false,false,false,2015
14011097300,AGR,7.5,,,,,,,,,0.0,7.50,false,false,false,false,2015
14011097300,APN,17,,,,,,,,,2.5,17.00,false,false,false,false,2015
14011097300,BDD,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011097300,ELE,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011097300,LIA,5.5,,,,10,,,,,0.0,7.30,false,false,false,false,2015
14010896715,ALG3,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010896715,ANL3,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011599300,ARPS,,,,,,10,,,,0.0,4.00,false,false,false,false,2015
14011599300,RSF,,,,,,12.5,,,,0.0,5.00,false,false,false,false,2015
14011599300,DSE,,,,,0,,,,,0.0,0.00,false,false,false,false,2015
14011599300,AGRO,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011599300,OROP,,,,,7.5,,,,,0.0,3.00,false,false,false,false,2015
14011599300,WEBS,,,,,,0,,,,0.0,0.00,false,false,false,false,2015
14011599300,APRC,,,,,,12,,,,0.0,4.80,false,false,false,false,2015
14011599300,BDA,,,,,,8,,,,0.0,3.20,false,false,false,false,2015
14011599300,TINT,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011599300,TRXO,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011599300,MMT,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011599300,TFM,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011599300,TCT,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011599300,TCIP,,,,,,,,,,0.0,0.00,false,true,false,false,2015
14011599300,MICO,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011599300,ASLO,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011599300,AGL2,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011097300,MFO,7.5,,,,,10.88,,,,0.0,8.85,false,false,false,false,2015
14011097300,MOM,9.5,,,,,13.25,,,,3.5,11.00,false,false,false,false,2015
14011097300,ORO,10,,,,10.25,,,,,3.5,10.10,false,false,false,false,2015
14011097300,RET,11.5,,,,,13,,,,2.5,12.10,false,false,false,false,2015
14011097300,SBC,11.5,,,,,13.5,,,,3.0,12.30,false,false,false,false,2015
14011097300,SED,7.5,,,,12,,,,,0.0,9.30,false,false,false,false,2015
14011097300,SEW,7.5,,,,,,,,,0.0,7.50,false,true,false,false,2015
14011097300,ANGn2,19,,,,,,,,,2.5,19.00,false,false,false,false,2015
14011097300,ASSL,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011097300,APC,12,,,,,,,,,3.0,12.00,false,false,false,false,2015
14011097300,MC,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011097300,EW,12,,,,,,,,,2.5,12.00,false,false,false,false,2015
14011198539,AGR,5.5,9,,,,,,,,0.0,9.00,false,false,true,false,2015
14010896715,ANN1,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010896715,HISM,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010896715,LANE,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010896715,LOGM,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010896715,TEM,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010896715,ALG4,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010896715,ANL4,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010896715,ANLC,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010896715,ANN2,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010896715,APMD,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010896715,GEOM,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010896715,PROB,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011097300,OWS,12,,,,,13.5,,,,4.5,12.60,false,false,false,false,2015
14011097300,WS,13.25,,,,13,11.75,,,,4.5,12.90,false,false,false,false,2015
14011097300,MMTS,10.5,,,,10.75,,,,,4.0,10.60,false,false,false,false,2015
14011097300,TAM,7.75,,,,10,10.75,,,,0.0,8.80,false,false,false,false,2015
14011097300,VA,10,,,,8,12,,,,4.5,10.00,false,false,false,false,2015
14011097456,RBIB,14.5,,,,,,,,,9.0,14.50,false,false,false,false,2015
14011097456,SRW,6,,,,6,9,,,,0.0,6.60,false,false,false,false,2015
14011097456,QSER,12,,,,13.5,12.5,,,,5.5,12.40,false,false,false,false,2015
14011097456,PARCL,12,,,,,,,,,4.5,12.00,false,false,false,false,2015
14011097456,GSPI,9.25,,,,4.5,10,,,,0.0,8.45,false,false,false,false,2015
14011097456,PFER,16,,,,,,,,,30.0,16.00,false,false,false,false,2015
14011097464,RSF,4,1,,,,14,,,,0.0,8.00,false,false,false,false,2015
14011097464,DSE,1,4.5,,,10,,,,,0.0,6.70,false,false,true,false,2015
14011097464,AGRO,6,8.5,,,,,,,,0.0,8.50,false,false,true,false,2015
14011097464,OROP,4,4,,,8.5,,,,,0.0,5.80,false,false,false,false,2015
14011097464,WEBS,5.25,4.25,,,,14,,,,0.0,8.75,false,false,false,false,2015
14011097464,APRC,5,,,,,11.53,,,,0.0,7.61,false,false,false,false,2015
14011097464,BDA,1,4,,,,13.5,,,,0.0,7.80,false,false,true,false,2015
14011097464,ANGP,18,,,,,,,,,2.5,18.00,false,false,false,false,2015
14011097464,TINT,6,6.25,,,,11.75,,,,0.0,8.45,false,false,true,false,2015
14011097464,TRXO,7,5,,,,11,,,,0.0,8.60,false,false,false,false,2015
14011298817,His-s,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011298817,Info2,,,,,0,,,,,0.0,0.00,false,false,false,false,2015
14011298817,StatD,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011298817,STRM,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011298817,Tecw,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011298819,ALG1,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011298819,Analy,,,,,13.5,,,,,0.0,0.00,false,false,false,false,2015
14011298819,info,,,,,,8,,,,0.0,0.00,false,false,false,false,2015
14011298819,Mecaq,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011298819,ALG3,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011298819,ANL3,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011298819,ANN1,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011298819,HISM,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011298819,LANE,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011298819,LOGM,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011298819,TEM,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011298819,ALG4,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011298819,ANL4,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011298819,ANLC,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011298819,ANN2,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011298819,APMD,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011298820,ALG3,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011298820,ANL3,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011298820,ANN1,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011298820,HISM,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011298820,LANE,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011298818,GL,10,,,,7,12,,,,0.0,9.80,false,false,false,false,2015
14011298818,CA,10.5,,,,12,,,,,5.0,11.10,false,false,false,false,2015
14011298818,COSI,10,,,,9,,,,,0.0,9.60,false,false,false,false,2015
14011298818,SMA,7.5,,,,,15.5,,,,4.0,10.70,false,false,false,false,2015
14011298818,OIN,9.5,,,,14,14,,,,4.0,11.30,false,false,false,false,2015
14011298818,LOIA,7,,,,11.5,,,,,0.0,8.80,false,false,false,false,2015
14011298818,SEVD,5,,,,13.5,,,,,0.0,8.40,false,false,false,false,2015
14011298818,ANG1,16,,,,,,,,,2.0,16.00,false,false,false,false,2015
14011298818,SCL,6.5,,,,10,,,,,0.0,7.90,false,false,false,false,2015
14011298818,ARCDL,10.75,,,,,12.25,,,,5.0,11.35,false,false,false,false,2015
14011298818,IHIA,9,,,,,9,,,,0.0,9.00,false,false,false,false,2015
14011298818,PRGW,9,,,,,13.75,,,,3.0,10.90,false,false,false,false,2015
14011298818,I.A,11,,,,11.5,,,,,4.0,11.20,false,false,false,false,2015
14010796554,ALG1,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010796554,Analy,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010796554,info,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010796554,Mecaq,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010796554,Elect,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010796554,Chim,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010796554,TPBUR,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010796554,TEC1,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010796554,Algé2,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010796554,Aly2,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010796554,StatD,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010796554,CF,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010796554,Info2,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010796554,His-s,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010796554,Tecw,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011097496,DSE,6,,,,14,,,,,0.0,9.20,false,false,false,false,2015
14011097496,AGRO,6.5,,,,,,,,,0.0,6.50,false,false,false,false,2015
14011097496,OROP,10.75,,,,8.5,,,,,0.0,9.85,false,false,false,false,2015
14011097496,WEBS,9,,,,,12.5,,,,3.5,10.40,false,false,false,false,2015
14011097496,APRC,10.25,,,,,10.5,,,,3.0,10.35,false,false,false,false,2015
14011097464,MMT,6,6,,,11,,,,,0.0,8.00,false,false,false,false,2015
14011097464,TFM,3.25,3,,,7.5,13,,,,0.0,6.05,false,false,false,false,2015
14011097544,RBIB,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011097544,SRW,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011097544,QSER,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14011198501,RBIB,15,,,,,,,,,9.0,15.00,false,false,false,false,2015
14011198501,SRW,7,,,,8,10,,,,0.0,7.80,false,false,false,false,2015
14011198501,QSER,13.25,,,,14.5,13,,,,5.5,13.45,false,false,false,false,2015
14011198501,PARCL,14.35,,,,,,,,,4.5,14.35,false,false,false,false,2015
14011097543,MADN,12,,,,,13.5,,,,5.5,12.60,false,false,false,false,2015
14011097543,MOORG,13.5,,,,16,,,,,4.5,14.50,false,false,false,false,2015
14011097543,SMP,7,,,,17,,,,,5.5,11.00,false,false,false,false,2015
14011097543,GPI,6,,,,5.5,13.5,,,,0.0,7.40,false,false,false,false,2015
14011097543,RECB,15.5,,,,,,,,,9.0,15.50,false,false,false,false,2015
14011097543,PFEM1,16,,,,,,,,,30.0,16.00,false,false,false,false,2015
14010996870,ALG3,,,,,,,,,,0.0,0.00,false,false,false,false,2015
14010997029,ALG3,,,,,,,,,,0.0,0.00,false,false,false,false,2015
