N°Ins,Code_UE,credit_obtenu,Moy_UE,Aquit,exclu_ue
14010896694,MG9,0.0,0.00,false,false
14010896694,MG10,0.0,0.00,false,false
14010896694,MG11,0.0,0.00,false,false
14010896694,MG12,0.0,0.00,false,false
14010696481,ALOG,9.0,10.73,false,false
14010796647,UDE,0.0,0.00,false,false
14010796647,UTE,2.5,12.00,false,false
14010796647,VTIM,0.0,0.16,false,false
14010796647,TCE,0.0,0.00,false,false
14010796647,EDP,0.0,0.00,false,false
14010796647,UET,0.0,0.00,false,false
14010796651,QSR,0.0,8.74,false,false
14010796651,UEMR,14.5,12.47,false,false
14010796651,UPFR,30.0,14.53,false,false
14010796671,QSR,4.5,8.89,false,false
14010796671,UEMR,14.5,12.77,false,false
14010796671,UPFR,30.0,14.47,false,false
14010796674,UE13,0.0,1.61,false,false
14010796674,UE14,0.0,0.56,false,false
14010796674,UE15,0.0,0.00,false,false
14010796674,UE16,0.0,0.00,false,false
14010896695,QSR,4.5,8.64,false,false
14010896695,UEMR,14.5,12.03,false,false
14010896695,UPFR,30.0,14.47,false,false
14010896700,SCCD,15.5,11.50,false,false
14010896700,UEMM1,14.5,13.60,false,false
14010896700,UPFE1,30.0,18.00,false,false
14010896701,SCCD,15.5,12.77,false,false
14010896701,UEMM1,14.5,15.90,false,false
14010896701,UPFE1,30.0,17.00,false,false
14010896715,MG7,0.0,0.00,false,false
14010896715,MG8,0.0,0.00,false,false
14010896715,MG9,0.0,0.00,false,false
14010896715,MG10,0.0,0.00,false,false
14010896715,MG11,0.0,0.00,false,false
14010896715,MG12,0.0,0.00,false,false
14010896703,QSR,5.5,8.26,false,false
14010896703,UEMR,14.5,12.21,false,false
14010896703,UPFR,30.0,13.76,false,false
14010896717,SCCD,5.5,9.71,false,false
14010896717,UEMM1,14.5,14.49,false,false
14010896717,UPFE1,30.0,16.00,false,false
14010896719,SYSDC,15.5,11.85,false,false
14010896719,UEMM,14.5,14.00,false,false
14010896719,UPFE,30.0,17.00,false,false
14010896720,QSR,15.5,11.10,false,false
14010896720,UEMR,14.5,13.31,false,false
14010896720,UPFR,30.0,16.87,false,false
14010896722,UE13,0.0,6.81,false,false
14010896722,UE14,8.0,7.68,false,false
14010896722,UE15,10.0,12.18,false,false
14010896722,UE16,20.0,17.00,false,false
14010896723,SCCD,15.5,13.01,false,false
14010896723,UEMM1,14.5,16.13,false,false
14010896723,UPFE1,30.0,17.00,false,false
14010896727,SYSDC,15.5,11.21,false,false
14010896727,UEMM,14.5,15.62,false,false
14010896727,UPFE,30.0,16.50,false,false
14010896729,QSR,5.5,9.01,false,false
14010896729,UEMR,14.5,13.43,false,false
14010896729,UPFR,30.0,13.76,false,false
14010896731,TRX,0.0,8.52,false,false
14010896731,REOP,0.0,8.08,false,false
14010896731,ALOG,0.0,6.07,false,false
14010896731,UDE,0.0,0.00,false,false
14010896731,UTE,2.5,15.00,false,false
14010896731,VTIM,0.0,0.00,false,false
14010896731,TCE,0.0,0.00,false,false
14010896731,EDP,0.0,0.00,false,false
14010696402,TRX,0.0,5.95,false,false
14010696402,REOP,0.0,2.06,false,false
14010696402,ALOG,0.0,2.98,false,false
14010696402,UTE,0.0,0.00,false,false
14010696434,VTIM,4.0,9.63,false,false
14010896731,UET,0.0,0.00,false,false
14010896733,SYSDC,15.5,10.04,false,false
14010896733,UEMM,14.5,15.25,false,false
14010896733,UPFE,30.0,16.50,false,false
14010896734,SCCD,15.5,13.25,false,false
14010896734,UEMM1,14.5,14.98,false,false
14010896734,UPFE1,30.0,17.00,false,false
14010896735,QSR,15.5,10.50,false,false
14010896735,UEMR,14.5,13.22,false,false
14010896735,UPFR,30.0,13.49,false,false
14010896737,QSR,15.5,12.73,false,false
14010896737,UEMR,14.5,14.55,false,false
14010896737,UPFR,30.0,16.53,false,false
14010896738,QSR,15.5,14.52,false,false
14010896738,UEMR,14.5,15.84,false,false
14010896738,UPFR,30.0,16.53,false,false
14010896747,SYSDC,5.5,7.99,false,false
14010896747,UEMM,14.5,13.11,false,false
14010896747,UPFE,30.0,16.00,false,false
14010896757,UE13,12.0,9.96,false,false
14010896757,UE14,12.0,10.62,false,false
14010896757,UE15,5.0,9.93,false,false
14010896757,UE16,20.0,18.00,false,false
14010896759,QSR,10.0,9.11,false,false
14010896759,UEMR,14.5,14.90,false,false
14010896759,UPFR,30.0,16.27,false,false
14010896761,QSR,5.5,9.61,false,false
14010896761,UEMR,14.5,13.38,false,false
14010896761,UPFR,30.0,15.33,false,false
14010896762,SCCD,5.5,9.93,false,false
14010896762,UEMM1,14.5,14.04,false,false
14010896762,UPFE1,30.0,16.00,false,false
14010896764,SYSDC,15.5,11.22,false,false
14010896764,UEMM,14.5,15.60,false,false
14010896764,UPFE,30.0,17.50,false,false
14010896765,QSR,0.0,7.74,false,false
14010896765,UEMR,14.5,13.23,false,false
14010896765,UPFR,30.0,15.53,false,false
14010896766,QSR,0.0,8.30,false,false
14010896766,UEMR,14.5,11.85,false,false
14010896766,UPFR,30.0,15.53,false,false
14010896768,QSR,10.0,8.67,false,false
14010896768,UEMR,14.5,12.91,false,false
14010896768,UPFR,30.0,12.40,false,false
14010896769,UE13,0.0,7.00,false,false
14010896769,UE14,12.0,10.18,false,false
14010896769,UE15,10.0,10.25,false,false
14010896769,UE16,20.0,14.50,false,false
14010896781,QSR,15.5,12.15,false,false
14010896781,UEMR,14.5,16.61,false,false
14010896781,UPFR,30.0,16.27,false,false
14010896782,TRX,0.0,8.34,false,false
14010896782,REOP,0.0,4.86,false,false
14010896782,ALOG,0.0,7.81,false,false
14010896782,UDE,0.0,8.00,false,false
14010896782,UTE,0.0,5.00,false,false
14010896782,VTIM,0.0,4.52,false,false
14010896782,TCE,0.0,1.61,false,false
14010896782,EDP,3.0,13.10,false,false
14010896782,UET,2.5,12.00,false,false
14010896787,QSR,4.5,9.06,false,false
14010896787,UEMR,14.5,12.99,false,false
14010896787,UPFR,30.0,11.76,false,false
14010896790,TRX,6.5,10.71,false,false
14010896790,REOP,2.5,8.13,false,false
14010896790,ALOG,3.0,9.69,false,false
14010896790,UDE,2.5,11.00,false,false
14010896790,UTE,2.5,12.00,false,false
14010896790,VTIM,13.0,10.75,false,false
14010896790,TCE,6.5,9.71,false,false
14010696529,MG10,0.0,0,false,false
14010796554,UEF11,0.0,0.00,false,false
14010796554,UED,0.0,0.00,false,false
14010796554,UEM ,0.0,0.00,false,false
14010796554,UEF22,3.0,2.50,false,false
14010796554,UED23,2.0,3.50,false,false
14010796554,UEF21,0.0,0.00,false,false
14010896780,TRX,0.0,0.00,false,false
14010896780,REOP,0.0,0.00,false,false
14010896780,ALOG,0.0,0.00,false,false
14010896780,UDE,0.0,0.00,false,false
14010896780,UTE,0.0,0.00,false,false
14010896790,EDP,3.0,10.40,false,false
14010896790,UET,2.5,13.00,false,false
14010896794,SYSDC,15.5,10.88,false,false
14010896794,UEMM,14.5,16.35,false,false
14010896794,UPFE,30.0,17.50,false,false
14010896797,TRX,6.5,11.03,false,false
14010896797,REOP,0.0,7.98,false,false
14010896797,ALOG,3.5,8.83,false,false
14010896797,UDE,2.5,10.00,false,false
14010896797,UTE,2.5,17.00,false,false
14010896797,VTIM,13.0,10.14,false,false
14010896797,TCE,6.5,9.65,false,false
14010896797,EDP,3.0,10.60,false,false
14010896797,UET,2.5,11.00,false,false
14010896799,TRX,3.0,9.40,false,false
14010896799,REOP,0.0,7.81,false,false
14010896799,ALOG,0.0,6.02,false,false
14010896799,UDE,2.5,10.00,false,false
14010896799,UTE,2.5,14.00,false,false
14010896799,VTIM,13.0,10.48,false,false
14010896799,TCE,5.0,9.96,false,false
14010896799,EDP,3.0,10.80,false,false
14010896799,UET,0.0,9.00,false,false
14010896803,SYSDC,15.5,11.78,false,false
14010896803,UEMM,14.5,14.76,false,false
14010896803,UPFE,30.0,17.00,false,false
14010896806,QSR,10.0,9.42,false,false
14011097494,UE13,18.0,12.17,false,false
14011097494,UE14,12.0,11.41,false,false
14010997029,MG7,0.0,0.00,false,false
14010997029,MG8,0.0,0.00,false,false
14010997029,MG9,0.0,0.00,false,false
14010997029,MG10,0.0,0.00,false,false
14010796560,TRX,0.0,0.37,false,false
14010796560,REOP,0.0,0.00,false,false
14010796560,ALOG,0.0,0.00,false,false
14010796560,UDE,0.0,0.00,false,false
14010796560,UTE,0.0,0.00,false,false
14010896780,VTIM,0.0,0.00,false,false
14010896780,TCE,0.0,0.00,false,false
14010896780,EDP,0.0,0.00,false,false
14010896780,UET,0.0,0.00,false,false
14010896806,UEMR,14.5,14.93,false,false
14010896806,UPFR,30.0,15.04,false,false
14010896814,SCCD,15.5,11.00,false,false
14010896814,UEMM1,14.5,12.93,false,false
14010896814,UPFE1,30.0,17.50,false,false
14010896821,UE13,0.0,8.46,false,false
14010896821,UE14,12.0,10.34,false,false
14010896821,UE15,10.0,11.60,false,false
14010896821,UE16,20.0,12.75,false,false
14010896824,QSR,15.5,10.01,false,false
14010896824,UEMR,14.5,14.49,false,false
14010896824,UPFR,30.0,13.99,false,false
14010896825,QSR,15.5,10.06,false,false
14010896825,UEMR,14.5,13.53,false,false
14010896825,UPFR,30.0,15.80,false,false
14010896830,QSR,0.0,9.09,false,false
14010896830,UEMR,14.5,13.47,false,false
14010896830,UPFR,30.0,16.27,false,false
14010896831,QSR,15.5,10.15,false,false
14010896831,UEMR,14.5,12.80,false,false
14010896831,UPFR,30.0,12.40,false,false
14010896834,QSR,0.0,7.31,false,false
14010896834,UEMR,14.5,13.68,false,false
14011097494,UE15,5.0,9.94,false,false
14011097494,UE16,20.0,17.00,false,false
14011097502,UE13,18.0,10.55,false,false
14011097502,UE14,12.0,11.50,false,false
14011097419,UEF21,8.0,7.06,false,false
14011097419,UEF22,3.0,2.58,false,false
14011097423,UED,0.0,0.00,false,false
14011097423,UEF11,0.0,0.00,false,false
14011097423,UEM ,0.0,0.00,false,false
14011097423,UED23,0.0,0.00,false,false
14011097423,UEF21,0.0,0.00,false,false
14011097423,UEF22,0.0,0.00,false,false
14011097425,UEF22,3.0,2.83,false,false
14011097427,UED,0.0,3.74,false,false
14011097427,UEF11,0.0,4.06,false,false
14011097427,UEM ,3.0,6.00,false,false
14011097427,UED23,0.0,0.00,false,false
14011097427,UEF21,0.0,1.36,false,false
14011097427,UEF22,0.0,0.21,false,false
14011097429,UED,3.0,6.01,false,false
14011097429,UEF11,0.0,3.97,false,false
14011097419,MG7,0.0,0.00,false,false
14011097419,MG8,0.0,0.00,false,false
14011097425,MG7,0.0,0.00,false,false
14011097425,MG8,0.0,0.00,false,false
14011097425,MG9,0.0,0.00,false,false
14011097425,MG10,0.0,0.00,false,false
14011097425,MG11,0.0,0.00,false,false
14011097433,MG7,0.0,0.00,false,false
14011097420,UE13,18.0,10.30,false,false
14011097420,UE14,12.0,10.65,false,false
14011097420,UE15,5.0,9.50,false,false
14011097420,UE16,20.0,16.75,false,false
14011097422,UE13,18.0,11.70,false,false
14011097422,UE14,12.0,10.34,false,false
14011097422,UE15,10.0,14.42,false,false
14011097422,UE16,20.0,18.00,false,false
14011097441,UE13,18.0,12.72,false,false
14011097441,UE14,12.0,15.26,false,false
14011097441,UE15,10.0,15.38,false,false
14011097441,UE16,20.0,18.00,false,false
14011097448,UE13,18.0,11.05,false,false
14011097448,UE14,12.0,13.80,false,false
14011097448,UE15,10.0,15.88,false,false
14011097448,UE16,20.0,17.00,false,false
14011097451,MG7,0.0,0.00,false,false
14011097451,MG8,0.0,0.00,false,false
14010796588,UEF11,6.0,4.24,false,false
14010796588,UED,0.0,1.81,false,false
14010796588,UEM ,3.0,5.25,false,false
14010796588,UED23,2.0,3.33,false,false
14010796588,MG8,0.0,0.00,false,false
14010796588,MG10,0.0,0.00,false,false
14010796588,MG11,4.0,3.60,false,false
14010796588,MG12,0.0,0.00,false,false
14010896826,MG7,0.0,0.00,false,false
14010896826,MG8,0.0,0.00,false,false
14010896826,MG9,0.0,0.00,false,false
14010896826,MG10,0.0,0.00,false,false
14010896826,MG11,0.0,0.00,false,false
14010896826,MG12,0.0,0.00,false,false
14010896834,UPFR,30.0,15.04,false,false
14010896835,SCCD,4.5,9.84,false,false
14010896835,UEMM1,14.5,13.08,false,false
14010896835,UPFE1,30.0,18.00,false,false
14010896836,UE13,6.0,7.98,false,false
14010896836,UE14,4.0,6.90,false,false
14010896836,UE15,0.0,9.35,false,false
14010896836,UE16,20.0,16.50,false,false
14010896837,SCCD,15.5,13.23,false,false
14010896837,UEMM1,14.5,13.49,false,false
14010896837,UPFE1,30.0,15.50,false,false
14010896843,QSR,4.5,7.41,false,false
14010896843,UEMR,14.5,12.53,false,false
14010896843,UPFR,30.0,14.53,false,false
14010896847,SCCD,15.5,11.32,false,false
14010896847,UEMM1,14.5,14.87,false,false
14010896847,UPFE1,30.0,16.50,false,false
14010896855,SYSDC,15.5,10.50,false,false
14010896855,UEMM,14.5,15.14,false,false
14010896855,UPFE,30.0,17.00,false,false
14010896857,TRX,3.0,9.37,false,false
14010896857,REOP,3.5,9.15,false,false
14010896857,ALOG,3.5,9.73,false,false
14010896857,UDE,0.0,9.00,false,false
14010896857,UTE,2.5,12.00,false,false
14010896857,VTIM,13.0,10.87,false,false
14011299202,UEF11,6.0,9.68,false,false
14011299202,UEM ,6.0,11.09,false,false
14011299202,UED23,6.0,10.67,false,false
14011299202,UEF21,12.0,10.74,false,false
14011299202,UEF22,12.0,10.87,false,false
14011299203,UED,9.0,10.46,false,false
14011299203,UEF11,12.0,9.35,false,false
14011299203,UEM ,3.0,8.50,false,false
14011299203,UED23,6.0,12.00,false,false
14011299203,UEF21,12.0,11.42,false,false
14011299203,UEF22,0.0,8.99,false,false
14011299205,UED,3.0,8.96,false,false
14011299205,UEF11,0.0,6.46,false,false
14011299205,UEM ,6.0,12.00,false,false
14011299205,UED23,4.0,9.33,false,false
14011299205,UEF21,4.0,8.14,false,false
14011299205,UEF22,3.0,7.06,false,false
14011299207,UED,9.0,11.00,false,false
14011299207,UEF11,3.0,8.81,false,false
14011299207,UEM ,6.0,12.50,false,false
14011299207,UED23,6.0,11.50,false,false
14011299207,UEF21,4.0,8.21,false,false
14011299207,UEF22,12.0,10.50,false,false
14011299210,UED,9.0,12.28,false,false
14011299210,UEF11,0.0,7.98,false,false
14011299210,UEM ,6.0,10.25,false,false
14011299210,UED23,2.0,7.83,false,false
14011299210,UEF21,4.0,7.92,false,false
14011299210,UEF22,0.0,7.26,false,false
14011299212,UED,9.0,12.17,false,false
14011299212,UEF11,0.0,8.19,false,false
14011299212,UEM ,6.0,12.00,false,false
14011299212,UED23,6.0,10.00,false,false
14011299212,UEF21,4.0,7.60,false,false
14011299212,UEF22,6.0,9.11,false,false
14011299214,UED,0.0,3.01,false,false
14011299214,UEF11,0.0,3.85,false,false
14011299214,UEM ,0.0,4.75,false,false
14011299214,UED23,0.0,0.00,false,false
14011299214,UEF21,0.0,0.00,false,false
14011299214,UEF22,0.0,0.00,false,false
14011299215,UED,6.0,8.68,false,false
14011299215,UEF11,12.0,9.68,false,false
14010796607,UEF22,0.0,0.00,false,false
14010796607,UED23,2.0,3.33,false,false
14010796607,MG7,0.0,0.00,false,false
14010796607,MG8,0.0,0.00,false,false
14010796607,MG10,0.0,0.00,false,false
14010796607,MG11,0.0,0.00,false,false
14010796607,MG12,0.0,0.00,false,false
14010896850,MG7,0.0,0.00,false,false
14010896850,MG8,0.0,0.00,false,false
14010896850,MG9,0.0,0.00,false,false
14010896850,MG10,0.0,0.00,false,false
14010896850,MG11,0.0,0.00,false,false
14010896850,MG12,0.0,0.00,false,false
14010896841,TRX,6.5,10.23,false,false
14010896841,REOP,9.5,10.22,false,false
14010896841,ALOG,9.0,10.18,false,false
14010896857,TCE,0.0,3.93,false,false
14010896857,EDP,3.0,11.20,false,false
14010896857,UET,2.5,13.00,false,false
14010896858,SYSDC,15.5,15.13,false,false
14010896858,UEMM,14.5,16.44,false,false
14010896858,UPFE,30.0,19.00,false,false
14010896862,QSR,5.5,7.96,false,false
14010896862,UEMR,5.5,3.92,false,false
14010896862,UPFR,0.0,3.73,false,false
14010996874,ANG,2.5,14.00,false,false
14010996874,BSE,2.5,12.00,false,false
14010996874,LCO,6.5,10.60,false,false
14010996874,MVS,2.5,9.27,false,false
14010996874,ROP,0.0,8.74,false,false
14010996874,ANG2,2.5,14.00,false,false
14010996874,HWR,0.0,9.40,false,false
14010996874,TWB,2.5,9.87,false,false
14010996874,VTI,13.0,10.38,false,false
14010996875,UE13,6.0,8.64,false,false
14010996875,UE14,8.0,8.72,false,false
14010996875,UE15,5.0,8.09,false,false
14010996875,UE16,20.0,18.00,false,false
14010996877,ANG,2.5,11.00,false,false
14010996877,BSE,2.5,11.00,false,false
14010896860,UE13,6.0,8.17,false,false
14010896860,UE14,12.0,10.13,false,false
14010996868,MG7,0.0,0.00,false,false
14010996868,MG8,0.0,0.00,false,false
14010996868,MG9,0.0,0.00,false,false
14010996868,MG10,0.0,0.00,false,false
14010996868,MG11,0.0,0.00,false,false
14010996877,LCO,6.5,11.20,false,false
14010996877,MVS,9.0,10.69,false,false
14010996877,ROP,0.0,8.48,false,false
14010996877,ANG2,0.0,9.00,false,false
14010996877,HWR,3.0,12.80,false,false
14010996877,TWB,11.5,10.04,false,false
14010996877,VTI,13.0,10.11,false,false
14010996878,TRX,6.5,14.98,false,false
14010996878,REOP,9.5,13.03,false,false
14010996878,ALOG,9.0,14.53,false,false
14010996878,UDE,2.5,17.00,false,false
14010996878,UTE,2.5,18.00,false,false
14010996878,VTIM,13.0,16.49,false,false
14010996878,TCE,11.5,13.87,false,false
14010996878,EDP,3.0,14.00,false,false
14010996878,UET,2.5,16.00,false,false
14010996885,MG7,0.0,0.00,false,false
14010996885,MG8,0.0,0.00,false,false
14010996885,MG9,0.0,0.00,false,false
14010996885,MG10,0.0,0.00,false,false
14010996885,MG11,0.0,0.00,false,false
14010996885,MG12,0.0,0.00,false,false
14010996886,ANG,2.5,14.00,false,false
14010996886,BSE,2.5,14.00,false,false
14010996886,LCO,6.5,10.23,false,false
14010996886,MVS,0.0,9.12,false,false
14010996886,ROP,3.5,9.06,false,false
14010996886,ANG2,2.5,15.00,false,false
14010996886,HWR,3.0,12.60,false,false
14010996886,TWB,11.5,12.00,false,false
14010996886,VTI,13.0,10.49,false,false
14010996892,UE13,6.0,8.82,false,false
14010996892,UE14,12.0,11.96,false,false
14010996892,UE15,0.0,6.75,false,false
14010796618,MG7,0.0,0.00,false,false
14010796618,MG8,0.0,0.00,false,false
14010796618,MG10,4.0,3.30,false,false
14010996868,MG12,0.0,0.00,false,false
14010996870,MG7,0.0,0.00,false,false
14010996870,MG8,0.0,0.00,false,false
14010996870,MG9,0.0,0.00,false,false
14010996870,MG10,0.0,0.00,false,false
14010996870,MG11,0.0,0.00,false,false
14010996870,MG12,0.0,0.00,false,false
14010996871,MG7,0.0,0.00,false,false
14010996871,MG8,0.0,0.00,false,false
14010996871,MG9,0.0,0.00,false,false
14010996871,MG10,0.0,0.00,false,false
14010996871,MG11,0.0,0.00,false,false
14010996871,MG12,0.0,0.00,false,false
14010996873,MG7,0.0,0.00,false,false
14010996873,MG8,0.0,0.00,false,false
14010996873,MG9,0.0,0.00,false,false
14010996873,MG10,0.0,0.00,false,false
14010996873,MG11,0.0,0.00,false,false
14010996873,MG12,0.0,0.00,false,false
14010996875,UEIN3,4.0,10.50,false,false
14010996892,UE16,20.0,17.50,false,false
14010996894,ANG,2.5,14.00,false,false
14010996894,BSE,2.5,12.70,false,false
14010996894,LCO,6.5,10.68,false,false
14010996894,MVS,9.0,10.71,false,false
14010996894,ROP,0.0,7.19,false,false
14010996894,ANG2,2.5,10.00,false,false
14010996894,HWR,0.0,9.00,false,false
14010996894,TWB,11.5,10.85,false,false
14010996894,VTI,13.0,10.90,false,false
14010996896,ANG,2.5,10.00,false,false
14010996896,BSE,0.0,9.80,false,false
14010996896,LCO,6.5,10.58,false,false
14010996896,MVS,9.0,10.41,false,false
14010996896,ROP,9.5,10.06,false,false
14010996896,ANG2,2.5,11.00,false,false
14010996896,HWR,0.0,9.00,false,false
14010996896,TWB,2.5,9.62,false,false
14010996896,VTI,13.0,11.20,false,false
14010996876,MG7,0.0,0.00,false,false
14010996876,MG8,0.0,0.00,false,false
14010996876,MG9,0.0,0.00,false,false
14010996876,MG10,0.0,0.00,false,false
14010996876,MG11,0.0,0.00,false,false
14010996876,MG12,0.0,0.00,false,false
14010996879,MG7,0.0,0.00,false,false
14010996879,MG8,0.0,0.00,false,false
14010996879,MG9,0.0,0.00,false,false
14010996879,MG10,0.0,0.00,false,false
14010996879,MG11,0.0,0.00,false,false
14010996879,MG12,0.0,0.00,false,false
14010996881,UEIN1,0.0,0.00,false,false
14010996881,UEIN2,0.0,0.00,false,false
14010996881,UEIN3,0.0,0.00,false,false
14010996881,UEIN4,0.0,0.00,false,false
14010996881,UEIN5,0.0,0.00,false,false
14010996881,UEIN6,0.0,0.00,false,false
14010996883,MG7,0.0,0.00,false,false
14010996883,MG8,0.0,0.00,false,false
14010996883,MG9,0.0,0.00,false,false
14010996899,UE13,0.0,8.95,false,false
14010996899,UE14,12.0,10.51,false,false
14010996899,UE15,5.0,8.75,false,false
14010996899,UE16,20.0,17.50,false,false
14010996901,ANG,2.5,12.00,false,false
14010996901,BSE,2.5,12.00,false,false
14010996901,LCO,6.5,10.01,false,false
14010996901,MVS,9.0,10.21,false,false
14010996901,ROP,9.5,10.99,false,false
14010996901,ANG2,2.5,12.00,false,false
14010996901,HWR,0.0,9.80,false,false
14010996901,TWB,7.0,9.97,false,false
14010996901,VTI,8.5,9.81,false,false
14010996902,TRX,6.5,16.25,false,false
14010996902,REOP,9.5,10.70,false,false
14010996902,ALOG,9.0,13.33,false,false
14010996902,UDE,2.5,14.00,false,false
14010996902,UTE,2.5,18.00,false,false
14010996902,VTIM,13.0,13.86,false,false
14010996902,TCE,11.5,11.64,false,false
14010996883,MG10,0.0,0.00,false,false
14010996883,MG11,0.0,0.00,false,false
14010996883,MG12,0.0,0.00,false,false
14010996884,MG7,0.0,0.00,false,false
14010996884,MG8,0.0,0.00,false,false
14010996884,MG9,0.0,0.00,false,false
14010996884,MG10,0.0,0.00,false,false
14010996884,MG11,0.0,0.00,false,false
14010996884,MG12,0.0,0.00,false,false
14010996887,MG7,0.0,0.00,false,false
14010996887,MG8,0.0,0.00,false,false
14010996887,MG9,0.0,0.00,false,false
14010996887,MG10,0.0,0.00,false,false
14010996887,MG11,0.0,0.00,false,false
14010996887,MG12,0.0,0.00,false,false
14010996890,MG7,0.0,0.00,false,false
14010996890,MG8,0.0,0.00,false,false
14010996890,MG9,0.0,0.00,false,false
14010996890,MG10,0.0,0.00,false,false
14010996890,MG11,0.0,0.00,false,false
14010996890,MG12,0.0,0.00,false,false
14010996891,MG7,0.0,0.00,false,false
14010996891,MG8,0.0,0.00,false,false
14010996891,MG9,0.0,0.00,false,false
14010996891,MG10,0.0,0.00,false,false
14010996891,MG11,0.0,0.00,false,false
14010996891,MG12,0.0,0.00,false,false
14010996902,EDP,3.0,15.20,false,false
14010996902,UET,2.5,12.00,false,false
14010996903,TRX,6.5,11.37,false,false
14010996903,REOP,2.5,8.81,false,false
14010996903,ALOG,3.0,9.06,false,false
14010996903,UDE,2.5,11.00,false,false
14010996903,UTE,2.5,14.00,false,false
14010996903,VTIM,13.0,11.77,false,false
14010996903,TCE,0.0,9.22,false,false
14010996903,EDP,3.0,11.20,false,false
14010996903,UET,2.5,15.00,false,false
14010996905,UE13,18.0,10.87,false,false
14010996905,UE14,12.0,11.41,false,false
14010996905,UE15,5.0,9.25,false,false
14010996905,UE16,20.0,18.00,false,false
14010996909,MG7,0.0,0.00,false,false
