N°Ins,Réf_Cours,examen,rattrapage,Conference,seminaire,TD,TP,stage,Projet,autre_Ctl,Moy_CC,Moy_Module,Aquit,Option,ratt,exclu_matière,scholar_year
14010696498,GSPI,14,,,,13,15.75,,,,5.5,14.15,false,false,false,false,2012
14010696498,PFER,16.5,,,,,,,,,16.0,16.50,false,false,false,false,2012
14010696498,STRE,14,,,,,,,,,14.0,14.00,false,false,false,false,2012
14010696540,AGR,12,,,,15,,,,,2.5,13.20,false,false,false,false,2012
14010696540,APN,16,,,,,,,,,2.5,16.00,false,false,false,false,2012
14010696540,BDD,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010696540,ELE,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010696540,LIA,19,,,,20,,,,,3.5,19.40,false,false,false,false,2012
14010696540,MFO,12.5,,,,,13,,,,3.0,12.70,false,false,false,false,2012
14010696434,TAI,5.75,,,,10.5,8.5,,,,0.0,7.25,false,false,false,false,2012
14010696434,VART,6,9.5,,,9,12,,,,0.0,9.90,false,false,true,false,2012
14010696434,MMT,13,,,,10.5,,,,,4.0,12.00,false,false,false,false,2012
14010696434,TFM,9,11.5,,,10,10,,,,6.5,10.90,false,false,true,false,2012
14010696434,TCT,3,,,,10,11,,,,0.0,6.00,false,false,false,false,2012
14010696437,ARPS,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010696437,RSF,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010696437,DSE,,,,,0,,,,,0.0,0.00,false,false,false,false,2012
14010696437,AGRO,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010696437,OROP,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010696437,WEBS,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010696437,APRC,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010696437,BDA,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010696437,TCO,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010696437,GEE,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010696437,ANGP,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010696437,TAI,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010696437,VART,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010696437,MMT,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010696540,MOM,16.5,,,,,15,,,,3.5,15.90,false,false,false,false,2012
14010696540,ORO,14,,,,12,,,,,3.5,13.20,false,false,false,false,2012
14010696540,RET,12.5,,,,,13,,,,2.5,12.70,false,false,false,false,2012
14010696540,SBC,15,,,,,14.5,,,,3.0,14.80,false,false,false,false,2012
14010696540,SED,7.5,,,,19,,,,,3.5,12.10,false,false,false,false,2012
14010696540,SEW,9,,,,11,,,,,0.0,9.80,false,true,false,false,2012
14010696540,ANGn2,8,,,,,,,,,0.0,8.00,false,false,false,false,2012
14010696540,ASSL,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010696540,APC,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010696540,DSP,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010696540,MC,6,,,,,16,,,,3.0,10.00,false,true,false,false,2012
14010696540,EW,13,,,,,,,,,2.5,13.00,false,false,false,false,2012
14010696540,OWS,13,,,,13.5,13.75,,,,4.5,13.25,false,false,false,false,2012
14010696540,WS,12,,,,17,16.5,,,,4.5,13.90,false,false,false,false,2012
14010696540,MMTS,10,,,,14.25,,,,,4.0,11.70,false,false,false,false,2012
14010696540,TAM,16,,,,18.75,18.5,,,,4.5,17.05,false,false,false,false,2012
14010696540,VA,17,,,,13.5,17,,,,4.5,16.30,false,false,false,false,2012
14010796545,RBIB,15.33,,,,,,,,,9.0,15.33,false,false,false,false,2012
14010796545,SRW,7,,,,12,,,,,0.0,9.00,false,false,false,false,2012
14010696449,STRM,10,,,,13.5,,,,,3.0,11.19,false,false,false,false,2012
14010696449,Info2,8.5,,,,13,10,,,,6.0,10.00,false,false,false,false,2012
14010696449,ALG3,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010696449,ANN1,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010696449,LANE,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010696449,HISM,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010696449,ALG4,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010696449,ANL4,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010696449,ANLC,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010696449,GEOM,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010696449,ANN2,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010696449,APMD,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010696498,OROP,6.5,,,,7,,,,,0.0,6.70,false,false,false,false,2012
14010696498,WEBS,4,,,,,8,,,,0.0,5.60,false,false,false,false,2012
14010696498,BDA,1.25,,,,,12,,,,0.0,5.55,false,false,false,false,2012
14010696505,ARPS,3.5,8,,,,9.33,,,,0.0,8.53,false,false,true,false,2012
14010696505,RSF,5,12,,,,14,,,,3.0,12.80,false,false,true,false,2012
14010696505,AGRO,4.5,12,,,9.5,,,,,2.5,11.00,false,false,true,false,2012
14010696505,OROP,4.25,6,,,7.5,,,,,0.0,6.60,false,false,true,false,2012
14010696505,WEBS,4,9.5,,,,10.75,,,,3.5,10.00,false,false,true,false,2012
14010696505,BDA,3.5,9.75,,,,10.5,,,,2.5,10.05,false,false,true,false,2012
14010696505,TCO,10,,,,,,,,,2.5,10.00,false,true,false,false,2012
14010696505,GEE,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010796545,QSER,6.5,,,,9,10,,,,0.0,7.70,false,false,false,false,2012
14010796545,PARCL,6,,,,13,,,,,0.0,8.80,false,false,false,false,2012
14010796545,GSPI,11,,,,11.5,13.75,,,,5.5,11.65,false,false,false,false,2012
14010796545,PFER,16,,,,,,,,,16.0,16.00,false,false,false,false,2012
14010796545,STRE,14,,,,,,,,,14.0,14.00,false,false,false,false,2012
14010796547,ARPS,5,10,,,,10,,,,3.5,10.00,false,false,true,false,2012
14010796547,RSF,4.25,7,,,,12,,,,0.0,9.00,false,false,true,false,2012
14010796547,DSE,2,2,,,11.75,,,,,0.0,5.90,false,false,false,false,2012
14010796547,AGRO,6.5,10,,,7,,,,,0.0,8.80,false,false,true,false,2012
14010796547,OROP,5.25,8,,,7.5,,,,,0.0,7.80,false,false,true,false,2012
14010796547,WEBS,4.5,6.25,,,,11.5,,,,0.0,8.35,false,false,true,false,2012
14010796547,APRC,4.5,12.5,,,,13,,,,3.0,12.70,false,false,true,false,2012
14010796547,BDA,1.5,10,,,,10,,,,2.5,10.00,false,false,true,false,2012
14010796547,TCO,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010796547,GEE,8,10,,,,,,,,2.5,10.00,false,true,true,false,2012
14010796547,ANGP,15,,,,,,,,,2.5,15.00,false,false,false,false,2012
14010796547,TAI,7,10.75,,,6.25,5,,,,0.0,8.70,false,false,true,false,2012
14010796547,VART,5.25,12.5,,,6.25,13.5,,,,4.5,11.45,false,false,true,false,2012
14010796547,MMT,5,8.5,,,15.5,,,,,4.0,11.30,false,false,true,false,2012
14010796547,TFM,4,10,,,6.75,11.75,,,,0.0,9.70,false,false,true,false,2012
14010796547,TCT,2,8.5,,,9,12,,,,0.0,9.30,false,false,true,false,2012
14010796547,TCIP,9,,,,,13,,,,3.0,10.60,false,true,false,false,2012
14010796547,MICO,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010796547,ASLO,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010796547,AGL2,12,,,,,,,,,2.5,12.00,false,false,false,false,2012
14010796567,RBIB,15.66,,,,,,,,,9.0,15.66,false,false,false,false,2012
14010796567,SRW,11,,,,13,,,,,5.5,11.80,false,false,false,false,2012
14010796567,QSER,7.5,,,,13,9,,,,0.0,8.90,false,false,false,false,2012
14010796567,PARCL,8,,,,13.5,,,,,4.5,10.20,false,false,false,false,2012
14010796567,GSPI,9,,,,11,14.25,,,,5.5,10.45,false,false,false,false,2012
14010796567,PFER,16,,,,,,,,,16.0,16.00,false,false,false,false,2012
14010796567,STRE,15,,,,,,,,,14.0,15.00,false,false,false,false,2012
14010796569,RBIB,15,,,,,,,,,9.0,15.00,false,false,false,false,2012
14010796569,SRW,7,,,,12,,,,,0.0,9.00,false,false,false,false,2012
14010796569,QSER,7.5,,,,9,10,,,,0.0,8.30,false,false,false,false,2012
14010796569,PARCL,10.5,,,,12.5,,,,,4.5,11.30,false,false,false,false,2012
14010796569,GSPI,13,,,,12,12,,,,5.5,12.60,false,false,false,false,2012
14010796569,PFER,12.25,,,,,,,,,16.0,12.25,false,false,false,false,2012
14010796569,STRE,11.2,,,,,,,,,14.0,11.20,false,false,false,false,2012
14010796586,MADN,5.5,,,,,5,,,,0.0,5.30,false,false,false,false,2012
14010796586,MOORG,8.5,,,,6.5,,,,,0.0,7.70,false,false,false,false,2012
14010796586,SMP,10.5,,,,13,,,,,5.5,11.50,false,false,false,false,2012
14010796586,GPI,14.5,,,,13.25,14.39,,,,5.5,14.23,false,false,false,false,2012
14010796586,RECB,13,,,,,,,,,9.0,13.00,false,false,false,false,2012
14010796586,PFEM1,17,,,,,,,,,30.0,17.00,false,false,false,false,2012
14010796594,RBIB,14,,,,,,,,,9.0,14.00,false,false,false,false,2012
14010796594,SRW,7,,,,12,,,,,0.0,9.00,false,false,false,false,2012
14010796594,QSER,4,,,,10,11.5,,,,0.0,6.70,false,false,false,false,2012
14010796594,PARCL,9,,,,13.5,,,,,4.5,10.80,false,false,false,false,2012
14010796594,GSPI,6.5,,,,12.5,17,,,,0.0,9.80,false,false,false,false,2012
14010796594,PFER,13,,,,,,,,,16.0,13.00,false,false,false,false,2012
14010796594,STRE,13,,,,,,,,,14.0,13.00,false,false,false,false,2012
14010796614,ARPS,5.25,7,,,,10.5,,,,0.0,8.40,false,false,true,false,2012
14010796614,RSF,8.5,,,,,12.5,,,,3.0,10.10,false,false,false,false,2012
14010796614,DSE,2.5,10,,,13,,,,,3.5,11.20,false,false,true,false,2012
14010796614,AGRO,5,12,,,5,,,,,0.0,9.20,false,false,true,false,2012
14010696481,ARPS,8,0.5,,,,9,,,,0.0,8.40,false,false,false,false,2012
14010796598,ARPS,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010796598,RSF,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010796598,DSE,,,,,0,,,,,0.0,0.00,false,false,false,false,2012
14010796598,AGRO,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010796598,OROP,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010796598,WEBS,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010796598,APRC,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010796598,BDA,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010796614,OROP,9.5,3,,,8.5,,,,,0.0,9.10,false,false,false,false,2012
14010796614,WEBS,7.5,8.25,,,,12.75,,,,3.5,10.05,false,false,true,false,2012
14010796614,APRC,3,9,,,,11.5,,,,3.0,10.00,false,false,true,false,2012
14010796614,BDA,3.75,9.75,,,,10.5,,,,2.5,10.05,false,false,true,false,2012
14010796614,TCO,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010796614,GEE,7,9,,,,,,,,0.0,9.00,false,true,true,false,2012
14010796614,ANGP,7,9,,,,,,,,0.0,9.00,false,false,true,false,2012
14010796614,TAI,8.5,15.25,,,8,11.5,,,,4.5,13.05,false,false,true,false,2012
14010796614,VART,6.75,11.5,,,13.25,13,,,,4.5,12.15,false,false,true,false,2012
14010796614,MMT,5,7.25,,,14.5,,,,,4.0,10.15,false,false,true,false,2012
14010796614,TFM,6.25,8.5,,,12,12.5,,,,6.5,10.00,false,false,true,false,2012
14010796614,TCT,7,,,,13,13.5,,,,0.0,9.50,false,false,false,false,2012
14010796614,TCIP,9,,,,,13,,,,3.0,10.60,false,true,false,false,2012
14010796614,MICO,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010796614,ASLO,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010796614,AGL2,10,,,,,,,,,2.5,10.00,false,false,false,false,2012
14010796643,RBIB,16.33,,,,,,,,,9.0,16.33,false,false,false,false,2012
14010796643,SRW,9.5,,,,12,,,,,5.5,10.50,false,false,false,false,2012
14010796643,QSER,6.56,,,,8,10,,,,0.0,7.54,false,false,false,false,2012
14010796643,PARCL,6.5,,,,11.5,,,,,0.0,8.50,false,false,false,false,2012
14010796643,GSPI,7,,,,7.25,13.25,,,,0.0,8.30,false,false,false,false,2012
14010796643,PFER,16.5,,,,,,,,,16.0,16.50,false,false,false,false,2012
14010796643,STRE,16,,,,,,,,,14.0,16.00,false,false,false,false,2012
14010796644,RBIB,15,,,,,,,,,9.0,15.00,false,false,false,false,2012
14010796644,SRW,13,,,,14,,,,,5.5,13.40,false,false,false,false,2012
14010796644,QSER,9.1,,,,6,10,,,,0.0,8.66,false,false,false,false,2012
14010796644,PARCL,11,,,,11.5,,,,,4.5,11.20,false,false,false,false,2012
14010796644,GSPI,11.5,,,,10.25,12.13,,,,5.5,11.38,false,false,false,false,2012
14010796644,PFER,16.44,,,,,,,,,16.0,16.44,false,false,false,false,2012
14010796598,TCO,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010796598,GEE,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010796598,ANGP,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010796598,TAI,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010796644,STRE,11.2,,,,,,,,,14.0,11.20,false,false,false,false,2012
14010796647,ARPS,,,,,,0.25,,,,0.0,0.10,false,false,false,false,2012
14010796647,RSF,1.25,,,,,13,,,,0.0,5.95,false,false,false,false,2012
14010796647,DSE,0,,,,11.25,,,,,0.0,4.50,false,false,false,false,2012
14010796647,AGRO,,,,,2.5,,,,,0.0,1.00,false,false,false,false,2012
14010796647,OROP,0,,,,6.5,,,,,0.0,2.60,false,false,false,false,2012
14010796647,WEBS,0,,,,,10,,,,0.0,4.00,false,false,false,false,2012
14010796647,APRC,0,,,,,5,,,,0.0,2.00,false,false,false,false,2012
14010796647,BDA,1.75,,,,,3,,,,0.0,2.25,false,false,false,false,2012
14010796647,TCO,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010796647,GEE,,,,,,,,,,0.0,0.00,false,true,false,false,2012
14010796647,ANGP,12,,,,,,,,,2.5,12.00,false,false,false,false,2012
14010796647,TAI,0,,,,1.25,1,,,,0.0,0.45,false,false,false,false,2012
14010796647,VART,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010796647,MMT,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010796647,TFM,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010796647,TCT,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010796647,TCIP,,,,,,,,,,0.0,0.00,false,true,false,false,2012
14010796647,MICO,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010796647,ASLO,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010796647,AGL2,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010796651,RBIB,14.33,,,,,,,,,9.0,14.33,false,false,false,false,2012
14010796651,SRW,4,,,,12,,,,,0.0,7.20,false,false,false,false,2012
14010796651,QSER,7.25,,,,14,11,,,,0.0,9.35,false,false,false,false,2012
14010796651,PARCL,8.5,,,,12,,,,,0.0,9.90,false,false,false,false,2012
14010796651,GSPI,8,,,,10.75,12.75,,,,0.0,9.50,false,false,false,false,2012
14010796651,PFER,15,,,,,,,,,16.0,15.00,false,false,false,false,2012
14010796651,STRE,14,,,,,,,,,14.0,14.00,false,false,false,false,2012
14010796671,RBIB,14,,,,,,,,,9.0,14.00,false,false,false,false,2012
14010796671,SRW,7,,,,12,,,,,0.0,9.00,false,false,false,false,2012
14010796671,QSER,6.8,,,,8,11,,,,0.0,7.88,false,false,false,false,2012
14010796671,PARCL,8,,,,13,,,,,4.5,10.00,false,false,false,false,2012
14010796671,GSPI,9.5,,,,12,13.5,,,,5.5,10.80,false,false,false,false,2012
14010796671,PFER,14,,,,,,,,,16.0,14.00,false,false,false,false,2012
14010796671,STRE,15,,,,,,,,,14.0,15.00,false,false,false,false,2012
14010696481,OROP,4,,,,10,,,,,0.0,6.40,false,false,false,false,2012
14010696481,WEBS,5,7.25,,,,12,,,,0.0,9.15,false,false,true,false,2012
14010696481,BDA,6,13,,,,10.5,,,,2.5,12.00,false,false,true,false,2012
14010796674,Comp,0,,,,0,0,,,,0.0,0.00,false,false,false,false,2012
14010796674,crypt,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010796674,DIG,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010796674,I G C,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010796674,P_Log,0,,,,0,,,,,0.0,0.00,false,false,false,false,2012
14010796674,RES,,,,,6.25,,,,,0.0,2.13,false,false,false,false,2012
14010796674,SYS E,,,,,5.75,5,,,,0.0,2.69,false,false,false,false,2012
14010796674,Th_Gr,,,,,3.25,,,,,0.0,1.11,false,false,false,false,2012
14010796674,BDD-A,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010796674,PFE,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010796674,PROGP,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010796674,REC-F,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010796674,SYS-D,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010896695,RBIB,14,,,,,,,,,9.0,14.00,false,false,false,false,2012
14010896695,SRW,7,,,,12,,,,,0.0,9.00,false,false,false,false,2012
14010896695,QSER,6.5,,,,7,9,,,,0.0,7.10,false,false,false,false,2012
14010896695,PARCL,8.5,,,,12.5,,,,,4.5,10.10,false,false,false,false,2012
14010896695,GSPI,7,,,,10.5,12.88,,,,0.0,8.88,false,false,false,false,2012
14010896695,PFER,14,,,,,,,,,16.0,14.00,false,false,false,false,2012
14010896695,STRE,15,,,,,,,,,14.0,15.00,false,false,false,false,2012
14010896700,GPI1,10.5,,,,10,14.8,,,,5.5,11.26,false,false,false,false,2012
14010896700,RECHB,15,,,,,,,,,9.0,15.00,false,false,false,false,2012
14010896700,STR,8,,,,14,,,,,4.5,10.40,false,false,false,false,2012
14010896700,CCSI,8,,,,16,13,,,,5.5,10.60,false,false,false,false,2012
14010896700,PRCL,12.5,,,,16,,,,,4.5,13.90,false,false,false,false,2012
14010896700,PFEM,18,,,,,,,,,30.0,18.00,false,false,false,false,2012
14010896701,GPI1,11.5,,,,16.5,15.2,,,,5.5,13.24,false,false,false,false,2012
14010896701,RECHB,17.5,,,,,,,,,9.0,17.50,false,false,false,false,2012
14010896701,STR,12.5,,,,15,,,,,4.5,13.50,false,false,false,false,2012
14010896701,CCSI,8,,,,15,14,,,,5.5,10.60,false,false,false,false,2012
14010896701,PRCL,12.5,,,,17.5,,,,,4.5,14.50,false,false,false,false,2012
14010896701,PFEM,17,,,,,,,,,30.0,17.00,false,false,false,false,2012
14010896703,RBIB,16.33,,,,,,,,,9.0,16.33,false,false,false,false,2012
14010896703,SRW,9,,,,12,,,,,5.5,10.20,false,false,false,false,2012
14010896703,QSER,4.75,,,,9,11,,,,0.0,6.85,false,false,false,false,2012
14010896703,PARCL,6,,,,10,,,,,0.0,7.60,false,false,false,false,2012
14010696492,Mecaq,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010696492,ALGO,,,,,5.25,7.5,,,,0.0,3.19,false,false,false,false,2012
14010696492,Elect,,,,,2,,,,,0.0,0.68,false,false,false,false,2012
14010696492,P-S,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010696492,L-M,,,,,5,,,,,0.0,1.70,false,false,false,false,2012
14010696492,ANG,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010696492,ITM,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010696492,Algo2,,,,,6.67,5.33,,,,0.0,3.00,false,false,false,false,2012
14010696492,T-L,,,,,9,,,,,0.0,3.06,false,false,false,false,2012
14010696492,P-L,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010696492,TEC1,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010696492,ALG1,,,,,9.5,,,,,0.0,3.23,false,false,false,false,2012
14010896703,GSPI,3,,,,5.75,13.38,,,,0.0,5.63,false,false,false,false,2012
14010896703,PFER,16,,,,,,,,,16.0,16.00,false,false,false,false,2012
14010896703,STRE,11.2,,,,,,,,,14.0,11.20,false,false,false,false,2012
14010896717,GPI1,13,,,,10.75,14.23,,,,5.5,12.80,false,false,false,false,2012
14010896717,RECHB,15.5,,,,,,,,,9.0,15.50,false,false,false,false,2012
14010896717,STR,5,,,,13,,,,,0.0,8.20,false,false,false,false,2012
14010896717,CCSI,11,,,,14,10,,,,5.5,11.40,false,false,false,false,2012
14010896717,PRCL,7.5,,,,12.5,,,,,0.0,9.50,false,false,false,false,2012
14010896717,PFEM,16,,,,,,,,,30.0,16.00,false,false,false,false,2012
14010896719,MADN,11.5,,,,,10,,,,5.5,10.90,false,false,false,false,2012
14010896719,MOORG,13,,,,11,,,,,4.5,12.20,false,false,false,false,2012
14010896719,SMP,11.5,,,,14,,,,,5.5,12.50,false,false,false,false,2012
14010896719,GPI,13,,,,14,17,,,,5.5,14.00,false,false,false,false,2012
14010896719,RECB,14,,,,,,,,,9.0,14.00,false,false,false,false,2012
14010896719,PFEM1,17,,,,,,,,,30.0,17.00,false,false,false,false,2012
14010896720,RBIB,16,,,,,,,,,9.0,16.00,false,false,false,false,2012
14010896720,SRW,13.5,,,,14,,,,,5.5,13.70,false,false,false,false,2012
14010896720,QSER,8.06,,,,7,8.5,,,,0.0,7.94,false,false,false,false,2012
14010896720,PARCL,11,,,,13,,,,,4.5,11.80,false,false,false,false,2012
14010896720,GSPI,8.5,,,,6.25,13.25,,,,0.0,9.00,false,false,false,false,2012
14010896720,PFER,18.5,,,,,,,,,16.0,18.50,false,false,false,false,2012
14010896720,STRE,15,,,,,,,,,14.0,15.00,false,false,false,false,2012
14010896722,Comp,5.5,,,,8.5,11.5,,,,0.0,7.75,false,false,false,false,2012
14010896722,crypt,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14010896722,DIG,10,,,,,,,,,4.0,10.00,false,true,false,false,2012
14010896722,I G C,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14011097310,ALG1,12,,,,13,,,,,3.0,12.34,false,false,false,false,2012
14011097310,Analy,16.5,,,,16.5,,,,,6.0,16.50,false,false,false,false,2012
14011097310,Chim,4,,,,12,,,,,0.0,6.72,false,false,false,false,2012
14011097310,Elect,19.5,,,,15,,,,,3.0,17.97,false,false,false,false,2012
14011097310,info,17.75,,,,19,13.5,,,,6.0,17.00,false,false,false,false,2012
14011097310,Mecaq,9,,,,15,,,,,3.0,11.04,false,false,false,false,2012
14011097310,TEC1,15,,,,,,,,,3.0,15.00,false,false,false,false,2012
14011097310,TPBUR,14,,,,,,,,,3.0,14.00,false,false,false,false,2012
14011097310,Algé2,12.75,,,,16,,,,,4.0,13.86,false,false,false,false,2012
14011097310,Aly2,13.5,,,,14,,,,,4.0,13.67,false,false,false,false,2012
14011097310,CF,15,,,,14,,,,,3.0,14.66,false,false,false,false,2012
14011097310,His-s,15,,,,,,,,,2.0,15.00,false,false,false,false,2012
14011097310,Info2,19,,,,20,16,,,,6.0,18.50,false,false,false,false,2012
14011097310,StatD,8,,,,14,,,,,4.0,10.04,false,false,false,false,2012
14011097310,STRM,9.5,,,,15,,,,,3.0,11.37,false,false,false,false,2012
14011097310,Tecw,18.5,,,,,,,,,2.0,18.50,false,false,false,false,2012
14011097312,ALG3,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14011097312,ANL3,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14011097312,ANN1,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14011097312,HISM,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14011097312,LANE,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14011097312,LOGM,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14011097312,TEM,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14011097312,ALG4,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14011097312,ANL4,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14011097312,ANLC,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14011097312,ANN2,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14011097312,APMD,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14011097315,Comp,12.5,,,,15,15,,,,6.0,13.75,false,false,false,false,2012
14011097315,crypt,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14011097315,DIG,,,,,,,,,,0.0,0.00,false,false,false,false,2012
14011097315,I G C,15,,,,,,,,,4.0,15.00,false,true,false,false,2012
14011097315,P_Log,17,,,,16.5,,,,,4.0,16.83,false,false,false,false,2012
14011097315,RES,17.5,,,,15,,,,,6.0,16.65,false,false,false,false,2012
